SMILES,Structure,Species,MIC
SC1=NN=C(N1/N=C/C2=CC=C(O)C(O)=C2)C3=NC=CN=C3,H19，R2=OH，R3=OH,S.aureus,25
SC1=NN=C(N1/N=C/C=C/C2=CC=CC=C2)C3=NC=CN=C3,,S.aureus,50
O=C(CNN1C(=O)CSC1C1=CC=C(F)C=C1)NN1C(C2=CC=NC=C2)=NNC1S,,S.aureus,12.5
O=C(CNN1C(=O)CS[C@H]1C1=CC=C(F)C=C1)NN1C(C2=CC=C(Cl)C=C2)=NN[C@@H]1S,,S.aureus,12.5
C[C@@H]1SC(C2=CC=C(Br)C=C2)C(NCC(=O)NN2C(C3=CC=C(Cl)C=C3)=NN[C@@H]2S)C1=O,,S.aureus,12.5
O=C(CNN1C(=O)CSC1C1=CC=CC=C1Cl)NN1C(C2=CC=NC=C2)=NNC1S,,S.aureus,6.25
O=C(O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,,S.aureus,3.125
O=C(CNN1C(=O)CSC1C1=C(Cl)C=CC=C1)NN1C(C2=CC=C([N+](=O)[O-])C=C2)=NN[C@@H]1S,,S.aureus,6.25
O=C1C(C(O)=O)=CN(C2=NC(N3C/C(C(C3)CN)=N\OC)=C(C=C12)F)C4CC4,,S.aureus,25
S[C@@H]1N(NC(CNN2C(SCC2=O)C3=C(Cl)C=CC=C3)=O)C(C4=CC=C(Cl)C=C4)=NN1,,S.aureus,12.5
C[C@H]1COC2=C3C(=CC(F)=C2N2CCN(C)CC2)C(=O)C(C(=O)O)=CN31,,S.aureus,6.25
[H]C1=CC(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)=C([H])C([H])=C1[H],"6a，R1=H, R2=H, R3 =H, R4=H",S.aureus,125
[H]C1=CC(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)=C(O)C([H])=C1[H],"6b，R1=OH, R2=H, R3=H, R4=H",S.aureus,125
[H]C1=CC(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)=C([H])C(O)=C1[H],"6c，R1=H, R2=OH, R3 =H, R4=H",S.aureus,125
[H]C1=CC(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)=C(OC)C([H])=C1[H],"6d，R1=OCH3, R2=H, R3 =H, R4=H",S.aureus,125
[H]C1=CC(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)=C([H])C([H])=C1OC,"6e，R1=H, R2=H, R3 =OCH3, R4=H",S.aureus,125
[H]C1=CC(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)=C([H])C([H])=C1Cl,"6f，R1=H, R2=H, R3 =Cl, R4=H",S.aureus,125
[H]C1=CC(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)=C([H])C([H])=C1F,"6g，R1=H, R2=H, R3 =F, R4=H",S.aureus,125
[H]C1=CC(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)=C([H])C([H])=C1C,"6h，R1=H, R2=H, R3 =CH3, R4=H",S.aureus,125
[H]C1=C([H])C(O)=C(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)C=C1Cl,"6i，R1=OH, R2=H, R3 =H, R4=Cl",S.aureus,72.5
[H]C1=C([H])C(O)=C(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)C=C1OC,"6j，R1=OH, R2=H, R3 =H, R4=OCH3",S.aureus,125
[H]N1N=C(CC2=C(C)N([H])C3=CC=C(F)C=C32)N(/N=C/C2=CC(OC)=C(O)C=C2)C1=S,"6k， R1=H, R2=OCH3, R3 =OH, R4=H",S.aureus,125
[H]N1N=C(CC2=C(C)N([H])C3=CC=C(F)C=C32)N(/N=C/C2=CC(OC=O)=C(OC=O)C=C2)C1=S,"6l，R1=H, R2,R3=OCH2O, R4=H",S.aureus,125
O=C(O[C@H]1[C@](OC[C@H]2O)([H])[C@]2([H])OC1)CCCCCCCCC(O)CN3N=NC(C4=CC=CC=C4)=C3,6a,S.aureus,3.9
O=C(O[C@H]1[C@](OC[C@H]2O)([H])[C@]2([H])OC1)CCCCCCCCC(O)CN3N=NC(C4=CC=CC(O)=C4)=C3,6b,S.aureus,3.9
O=C1C=C(CN2N=NC(C(C)(C)C)=C2)C3=C(O1)C=C(O)C=C3,,S.aureus,256
O=C1C=C(C2=C(C=C(C=C2)O)O1)CN3N=NC(CCCCCCCC)=C3,,S.aureus,256
O=C1C=C(CN2N=NC(C3=CC=C(Br)C=C3)=C2)C4=C(O1)C=C(O)C=C4,,S.aureus,256
O=C1C=C(CN2N=NC(C3=CC=C(CCCC)C=C3)=C2)C4=C(O1)C=C(O)C=C4,,S.aureus,256
O=C1C=C(CN2N=NC(C3=CC=C(CCCCC)C=C3)=C2)C4=C(O1)C=C(O)C=C4,,S.aureus,64
O=C1C=C(CN2N=NC(C3=CC=C(CCCCCC)C=C3)=C2)C4=C(O1)C=C(O)C=C4,,S.aureus,256
O=C1C=C(CN2N=NC(C3=CC=C(C4CCC(CCC)CC4)C=C3)=C2)C5=C(O1)C=C(O)C=C5,,S.aureus,256
O=C1C=C(CN2N=NC(CNS(=O)(C3=CC=C(C)C=C3)=O)=C2)C4=C(O1)C=C(O)C=C4,,S.aureus,128
O=C1C=C(CN2N=NC(CNS(=O)(C3=CC=C(F)C=C3)=O)=C2)C4=C(O1)C=C(O)C=C4,,S.aureus,64
O=C1C=C(CN2N=NC(CNS(=O)(C3=C(Cl)C=C(F)C=C3)=O)=C2)C4=C(O1)C=C(O)C=C4,,S.aureus,64
O=C1C=C(CN2N=NC(CNS(=O)(C3=CC=C([N+]([O-])=O)C=C3)=O)=C2)C4=C(O1)C=C(O)C=C4,,S.aureus,256
O=C1C=C(CN2N=NC(CSC(N3CCOCC3)=S)=C2)C4=C(O1)C=C(O)C=C4,,S.aureus,256
O=C1C=C(CN2N=NC(CSC(N3CCNCC3)=S)=C2)C4=C(O1)C=C(O)C=C4,,S.aureus,64
O=C(N1CCC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4,"5a R1=H ，R2=H ，R3=H ,R4=H ",S.aureus,25.088
O=C(N1CCC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC(C)=C(C)C=C5N=C4,"5b R1=H ，R2=CH3 ，R3=H ,R4=H ",S.aureus,25.1199
O=C(N1CCC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C,"5c R1=CH3 ，R2=H ，R3=H ,R4=H ",S.aureus,24.95281
O=C(N1CCC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4SC,"5d R1=SCH3 ，R2=H ，R3=H ,R4=H ",S.aureus,25.079
O=C(N1CCC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C6=CC=CC=C6,"5e R1=C6H5 ，R2=H ，R3=H ,R4=H ",S.aureus,25.201
O=C(N1CCC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C#CC#CC#[NH4],"5f R1=C5H4N ，R2=H ，R3=H ,R4= H",S.aureus,24.82293
O=C(N1C(C)CC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4,"5g R1=H ，R2=H ，R3=CH3 ,R4=H ",S.aureus,24.95281
O=C(N1C(C)CC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC(C)=C(C)C=C5N=C4.C,"5h R1=H ，R2=CH3 ，R3=CH3 ,R4=H ",S.aureus,25.23087
O=C(N1C(C)CC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C,"5i R1=CH3 ，R2=H ，R3=CH3 ,R4=H ",S.aureus,25.1199
O=C(N1C(C)CC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4SC,"5j R1=SCH3 ，R2=H ，R3=CH3 ,R4=H ",S.aureus,25.1118
O=C(N1C(C)CC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C6=CC=CC=C6,"5k R1=C6H5 ，R2=H ，R3=CH3 ,R4=H ",S.aureus,25.11768
O=C(N1C(C)CC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C#CC#CC#[NH4],"5l R1=C5H4N ，R2=H ，R3=CH3 ,R4=H ",S.aureus,25.17312
O=C(N1CCC2=C1C=C([N+]([O-])=O)C=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4,"5m R1=H ，R2=H ，R3=H ,R4=NO2 ",S.aureus,25.0108
O=C(N1CCC2=C1C=C([N+]([O-])=O)C=C2)CN(N=N3)C=C3CN4C5=CC(C)=C(C)C=C5N=C4,"5n R1=H ，R2=CH3 ，R3=H ,R4=NO2 ",S.aureus,25.02468
O=C(N1CCC2=C1C=C([N+]([O-])=O)C=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C,"5o R1=CH3 ，R2=H ，R3=H ,R4=NO2 ",S.aureus,12.5229
O=C(N1CCC2=C1C=C([N+]([O-])=O)C=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4SC,"5p R1=SCH3 ，R2=H ，R3=H ,R4=NO2 ",S.aureus,25.172
O=C(N1CCC2=C1C=C([N+]([O-])=O)C=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C6=CC=CC=C6,"5q R1=C6H5 ，R2=H ，R3=H ,R4=NO2 ",S.aureus,24.934
O=C(N1CCC2=C1C=C([N+]([O-])=O)C=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C#CC#CC#[NH4],"5r R1=C5H4N ，R2=H ，R3=H ,R4=NO2 ",S.aureus,12.49274
O=C(NCC[NH3+])C(N=N1)=CN1C2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2,,S.aureus,16
O=C(NCC[NH3+])C(N=N1)=CN1C2=CC=C(OCCCCCCC)C=C2,,S.aureus,8
O=C(NCC[NH3+])C1=CN(C(C=C2)=CC=C2OCC3=CC(C(C)(C)C)=CC(C(C)(C)C)=C3)N=N1,,S.aureus,2
O=C(NCCNC(N)=[NH2+])C1=CN(C2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2)N=N1,,S.aureus,8
O=C(NCCNC(N)=[NH2+])C1=CN(C2=CC=C(OCCCCCCC)C=C2)N=N1,,S.aureus,8
O=C(NCCNC(N)=[NH2+])C1=CN(C(C=C2)=CC=C2OCC3=CC(C(C)(C)C)=CC(C(C)(C)C)=C3)N=N1,,S.aureus,4
C/C(C1=CN(CC2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2)N=N1)=N\NC(N)=[NH2+],,S.aureus,4
C/C(C1=CN(C2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2)N=N1)=N\NC(N)=[NH2+],,S.aureus,2
C/C(C1=CN(C2=CC=C(OCCCCCCC)C=C2)N=N1)=N\NC(N)=[NH2+],,S.aureus,8
C/C(C1=CN(C(C=C2)=CC=C2OCC3=CC(C(C)(C)C)=CC(C(C)(C)C)=C3)N=N1)=N\NC(N)=[NH2+],,S.aureus,0.5
FC(C=C(N1N=NC(COC2=CC=CC=C2)=C1)C=C3)=C3N4CCOCC4,,S.aureus,50
FC(C=C(N1N=NC(COC2=CC=CC(Cl)=C2)=C1)C=C3)=C3N4CCOCC4,,S.aureus,50
FC(C=C(N1N=NC(COC2=CC(Cl)=CC(Cl)=C2)=C1)C=C3)=C3N4CCOCC4,,S.aureus,12.5
FC(C=C(N1N=NC(COC2=CC=C(Br)C=C2)=C1)C=C3)=C3N4CCOCC4,,S.aureus,25
FC(C=C(N1N=NC(COC2=CC=CC=C2F)=C1)C=C3)=C3N4CCOCC4,,S.aureus,6.25
FC(C=C(N1N=NC(COC2=CC=C(F)C=C2)=C1)C=C3)=C3N4CCOCC4,,S.aureus,3.12
FC(C=C(N1N=NC(COC2=CC=CC(C(F)(F)F)=C2)=C1)C=C3)=C3N4CCOCC4,,S.aureus,25
FC(C=C(N1N=NC(COC2=CC=CC([N+]([O-])=O)=C2)=C1)C=C3)=C3N4CCOCC4,,S.aureus,25
FC(C=C(N1N=NC(CN2C(CSC3=C2C=CC=C3)=O)=C1)C=C4)=C4N5CCOCC5,,S.aureus,25
FC(C=C(N1N=NC(CN2CCS(C3=C2C=CC=C3)(=O)=O)=C1)C=C4)=C4N5CCOCC5,,S.aureus,50
FC(C=C(N1N=NC(CN2C(C=CC=C3)=C3SC4=C2C=CC=C4)=C1)C=C5)=C5N6CCOCC6,,S.aureus,25
FC(C=C(N1N=NC(CSC2=NC(C=CC=C3)=C3S2)=C1)C=C4)=C4N5CCOCC5,,S.aureus,50
FC(C=C(N1N=NC(COC(C2=CC(C=CC=C3)=C3N2)=O)=C1)C=C4)=C4N5CCOCC5,,S.aureus,3.12
FC(C=C(N1N=NC(COC2=CC=CC3=C2N=CC=C3)=C1)C=C4)=C4N5CCOCC5,,S.aureus,25
FC(C=C(N1N=NC(CN2C(COC3=C2C=CC(Br)=C3)=O)=C1)C=C4)=C4N5CCOCC5,,S.aureus,25
FC(C=C(N1N=NC(COC2=CC=C(C(C)=CC(O3)=O)C3=C2)=C1)C=C4)=C4N5CCOCC5,,S.aureus,25
FC(C=C(N1N=NC(COC2=CC(OC3=C2C=CC=C3)=O)=C1)C=C4)=C4N5CCOCC5,,S.aureus,25
FC(C=C(N1N=NC(CSC2=NC(C=CC=C3)=C3O2)=C1)C=C4)=C4N5CCOCC5,,S.aureus,6.25
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=CC=CC=C5)NC1=O,,S.aureus,24.99
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=C(Cl)C=CC=C5)NC1=O,,S.aureus,45.96
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=CC(Cl)=CC=C5)NC1=O,,S.aureus,45.96
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=CC=C(Cl)C=C5)NC1=O,,S.aureus,22.98
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=C([N+]([O-])=O)C=CC=C5)NC1=O,,S.aureus,22.63
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=CC([N+]([O-])=O)=CC=C5)NC1=O,,S.aureus,45.26
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=CC=C([N+]([O-])=O)C=C5)NC1=O,,S.aureus,22.63
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=C(C)C=CC=C5)NC1=O,,S.aureus,48.56
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=C(C)C=CC(C)=C5)NC1=O,,S.aureus,46.9
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=CC(C)=C(C)C=C5)NC1=O,,S.aureus,23.45
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=CC=C(F)C=C5)NC1=O,,S.aureus,23.84
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=CC(C(F)(F)F)=CC=C5)NC1=O,,S.aureus,21.3
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)CC5=CC=CC=C5)NC1=O,,S.aureus,48.44
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)CC(OCC)=O)NC1=O,,S.aureus,24.28
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=C(F)C=C(F)C(F)=C5)NC1=O,,S.aureus,22.23
O=C(N1)/C(SC1=O)=C\C2=CN(CC3=CN(C4=C(C=C(C=C4Br)Br)Br)N=N3)C5=CC=CC=C25,,S.aureus,31.68
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=C(C)C=CC([N+]([O-])=O)=C5)NC1=O,,S.aureus,21.88
NC1=NC(OCC2=CN(C3=NNC4=NC(C(F)(F)F)=CC=C43)N=N2)=CC(C(F)(F)F)=N1,"7, H",S.aureus,15.6
NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)CC)=CC(C(F)(F)F)=N1,"9a, CH₂CH₂—",S.aureus,250
NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)COC(CC)=O)=CC(C(F)(F)F)=N1,"9b, CH₃CH₂OC(O)CH₂—",S.aureus,15.6
NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)CC=C)=CC(C(F)(F)F)=N1,"9c, CH₂=CH-CH₂—",S.aureus,250
NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)CC#C)=CC(C(F)(F)F)=N1,"9d, HC≡C-CH₂—",S.aureus,250
NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)CCCCCCCC)=CC(C(F)(F)F)=N1,"9e, CH₂(CH₂)₆CH₂—",S.aureus,250
NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)CCCCCCC)=CC(C(F)(F)F)=N1,"9f, CH₂(CH₂)₅CH₂—",S.aureus,7.8
NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)CCC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(F)F)F)F)F)F)F)F)F)=CC(C(F)(F)F)=N1,"9g, CF₃(CF₂)₇CH₂CH₂—",S.aureus,250
