,Smile格式,化合物结构,阳性菌 MIC (μg/mL),,,,,阴性菌 MIC (μg/mL),,,,,细胞毒性 IC50,,,,溶血 HC10   ,EC50,CC50,期刊名、卷、页码,其他数据如：MBC,文献原始数据截图,备注,,,,,,,,,,
1516,,,S.aureus,B.subtilis,,,,    E.coli,P vulgaris,,,,DPPH, H₂O₂,,,,,,"Mol Divers 22, 769–778 (2018)",,,,,,,,,,,,,
,C1(C2=CN(CC3=CN(C4=CC=CC=C4)N=N3)C5=C2C=CC=C5)=NC6=CC=CC=C6N1,4a Ar=phenyl（苯基）,25,25,,,,50,25,,,,14.45±1.04,15.61±0.54,,,,,,,,,,,,,,,,,,,
,ClC1=CC=CC=C1N2N=NC(CN3C=C(C4=NC5=CC=CC=C5N4)C6=C3C=CC=C6)=C2,4b Ar=2 - chlorophenyl（2 - 氯苯基）,6.25,3.125,,,,6.25,6.25,,,,15.32±0.45,17.05±0.71,,,,,,,,,,,,,,,,,,,
,ClC1=CC=C(N2N=NC(CN3C=C(C4=NC5=CC=CC=C5N4)C6=C3C=CC=C6)=C2)C=C1,4c Ar=4 - chlorophenyl（4 - 氯苯基）,3.125,6.25,,,,6.25,6.25,,,,18.54±0.58,18.24±0.49,,,,,,,,,,,,,,,,,,,
,CC1=CC(N2N=NC(CN3C=C(C4=NC5=CC=CC=C5N4)C6=C3C=CC=C6)=C2)=CC=C1,4d Ar=3 - methylphenyl（3 - 甲基苯基）,25,50,,,,25,12.5,,,,14.08±0.42,16.52±1.20,,,,,,,,,,,,,,,,,,,
,CC1=CC=C(N2N=NC(CN3C=C(C4=NC5=CC=CC=C5N4)C6=C3C=CC=C6)=C2)C=C1,4e Ar=4 - methylphenyl（4 - 甲基苯基）,50,25,,,,25,25,,,,10.04±1.10,11.19±0.60,,,,,,,,,,,,,,,,,,,
,COC1=CC=CC=C1N2N=NC(CN3C=C(C4=NC5=CC=CC=C5N4)C6=C3C=CC=C6)=C2,4f Ar=2 - methoxyphenyl（2 - 甲氧基苯基）,50,50,,,,50,25,,,,08.52±0.57,10.18±0.75,,,,,,,,,,,,,,,,,,,
,COC1=CC=C(N2N=NC(CN3C=C(C4=NC5=CC=CC=C5N4)C6=C3C=CC=C6)=C2)C=C1,4g Ar=4 - methoxyphenyl（4 - 甲氧基苯基）,12.5,12.5,,,,25,50,,,,09.25±0.85,10.76±0.42,,,,,,,,,,,,,,,,,,,
,O=[N+](C1=CC=CC=C1N2N=NC(CN3C=C(C4=NC5=CC=CC=C5N4)C6=C3C=CC=C6)=C2)[O-],4h Ar=2 - nitrophenyl（2 - 硝基苯基）,3.125,3.125,,,,3.125,6.25,,,,22.72±0.76,28.12±0.84,,,,,,,,,,,,,,,,,,,
,FC(C1=CC(N2N=NC(CN3C=C(C4=NC5=CC=CC=C5N4)C6=C3C=CC=C6)=C2)=CC=C1)(F)F,4i Ar=3 - (trifluoromethyl) phenyl（3 - 三氟甲基苯基）,25,50,,,,50,50,,,,24.40±0.29,23.25±0.93,,,,,,,,,,,,,,,,,,,
,C1(C2=CN(CC3=CN(CC4=CC=CC=C4)N=N3)C5=C2C=CC=C5)=NC6=CC=CC=C6N1,4j Ar=benzyl（苄基）,12.5,12.5,,,,25,12.5,,,,21.07±0.40,18.53±0.75,,,,,,,,,,,,,,,,,,,
1540,,, S.aureus,B.subtilis,,,,E.coli,,,,,IC50（MDA - MB - 231）（μg/mL）,IC50（HepG - 2）（μg/mL）,IC50（PC12）（μg/mL）,IC50（A549）（μg/mL）,,,, Journal of Chemical Research，March-April 2021: 258 –264,,,,,,,,,,,,,
,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O=C1C2=CC=CC3=CC=CC(=C32)C(=O)N1CCCN1C=C(CSC(=S)N(N2CCCC2)N2CCCC2)N=N1,5a：NR1R2 = pyrrolidinyl,63.705,-,,,,-,,,,,>46.5,25.86,8.99,>46.5,,,,,,,,,,,,,,,,,
,O=C1C2=CC=CC3=CC=CC(=C32)C(=O)N1CCCN1C=C(CSC(=S)N(N2CCCCC2)N2CCCCC2)N=N1,5b：NR1R2 = piperidinyl,63.707,-,,,,63.707,,,,,10.09,>47.9,10.25,1.1,,,,,,,,,,,,,,,,,
,O=C1C2=CC=CC3=CC=CC(=C32)C(=O)N1CCCN1C=C(CSC(=S)N(N2CCOCC2)N2CCOCC2)N=N1,5c：NR1R2 = morpholinyl,-,-,,,,-,,,,,>48.1,>48.1,>48.1,>48.1,,,,,,,,,,,,,,,,,
,CN1CCN(N(C(=S)SCC2=CN(CCCN3C(=O)C4=CC=CC5=CC=CC(=C54)C3=O)N=N2)N2CCN(C)CC2)CC1,5d：NR1R2 = 4-methylpiperazin-1-yl,127.946,319.618,,,,63.726,,,,,9.53,19.85,4.92,4.46,,,,,,,,,,,,,,,,,
,O=C1C2=CC=CC3=CC=CC(=C32)C(=O)N1CCCN1C=C(CSC(=S)N(N2CCN(C3=CC=CC=C3)CC2)N2CCN(C3=CC=CC=C3)CC2)N=N1,5e：NR1R2 = 4-phenylpiperazin-1-yl,,,,,,-,,,,,>55.6,>55.6,>55.6,5.04,,,,,,,,,,,,,,,,,
,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CN(C)CCN1C(=O)C2=CC=CC3=C(N4C=C(CSC(=S)N(N5CCCC5)N5CCCC5)N=N4)C=CC(=C23)C1=O,7a：NR1R2 = pyrrolidinyl,31.9124,15.9562,,,,-,,,,,>49.4,19.07,>49.4,11.72,,,,,,,,,,,,,,,,,
,CN(C)CCN1C(=O)C2=CC=CC3=C(N4C=C(CSC(=S)N(C5CCCCC5)N5CCCCC5)N=N4)C=CC(=C23)C1=O,7b：NR1R2 = piperidinyl,16.002,31.9532,,,,-,,,,,7.87,17.23,>50.8,2.19,,,,,,,,,,,,,,,,,
,CN(C)CCN1C(=O)C2=CC=C(N3C=C(CSC(=S)N(C4CCOCC4)N4CCOCC4)N=N3)C3=CC=CC(=C23)C1=O,7c：NR1R2 = morpholinyl,15.963,8.007,,,,-,,,,,>51,5.54,>51,7.33,,,,,,,,,,,,,,,,,
,CN(C)CCN1C(=O)C2=CC=CC3=C(N4C=C(CSC(=S)N(C5CCN(C)CC5)N5CCN(C)CC5)N=N4)C=CC(=C23)C1=O,7d：NR1R2 = 4-methylpiperazin-1-yl,63.928,3.9824,,,,-,,,,,15.39,47.92,3.81,1.19,,,,,,,,,,,,,,,,,
,CN(C)CCN1C(=O)C2=CC=C(N3C=C(CSC(=S)N(C4CCN(C5=CC=CC=C5)CC4)N4CCN(C5=CC=CC=C5)CC4)N=N3)C3=CC=CC(=C23)C1=O,7e：NR1R2 = 4-phenylpiperazin-1-yl,-,63.874,,,,-,,,,,>58.6,>58.6,2.82,23.56,,,,,,,,,,,,,,,,,
1546,,,S.aureus,,,,,E.coli,,,,,"IC50(E.coli
MurA),μg/ml","IC50(S.aureus
MurA),μg/ml","IC50(S.aureus
MurZ,μg/ml",,,,,"New J. Chem., 2023, 47, 11800",,,,,,,,,,,,,
,,12a 4-Methoxy-3-(2-(piperidin-1-yl)ethoxy),2.97×10⁻³,,,,,2.97×10⁻³,,,,,1.08×10⁻³,1.09×10⁻³,2.46×10⁻³,,,,,,,,,,,,,,,,,,
,,12b 4-Ethoxy-3-(2-(piperidin-1-yl)ethoxy),3.79×10⁻¹,,,,,1.19×10⁻²,,,,,8.47×10⁻⁴,2.51×10⁻²,1.06×10⁻³,,,,,,,,,,,,,,,,,,
,,12c 4-(2-(Piperidin-1-yl)ethoxy),2.42×10⁻²,,,,,3.68×10⁻¹,,,,,3.22×10⁻²,3.45×10⁻²,8.28×10⁻²,,,,,,,,,,,,,,,,,,
,,"12d 3,5-Dimethoxy-4-(2-(piperidin-1-yl)ethoxy)",3.03×10⁻³,,,,,6.25×10⁻³,,,,,3.14×10⁻⁴,1.09×10⁻³,1.13×10⁻³,,,,,,,,,,,,,,,,,,
,,12e 3-Methoxy-4-(2-(piperidin-1-yl)ethoxy),3.80×10⁻¹,,,,,9.83×10⁻²,,,,,2.30×10⁻⁴,1.17×10⁻³,1.05×10⁻²,,,,,,,,,,,,,,,,,,
,,12f 3-Ethoxy-4-(2-(piperidin-1-yl)ethoxy),3.94×10⁻¹,,,,,3.88×10⁻¹,,,,,3.69×10⁻²,6.02×10⁻²,6.84×10⁻²,,,,,,,,,,,,,,,,,,
,,12g 3-Ethoxy-5-nitro-4-(2-(piperidin-1-yl)ethoxy),3.86×10⁻¹,,,,,4.05×10⁻¹,,,,,6.85×10⁻²,4.37×10⁻²,4.18×10⁻²,,,,,,,,,,,,,,,,,,
,,13a 4-Methoxy-3-(2-morpholinoethoxy),1.84×10⁻¹,,,,,2.31×10⁻²,,,,,4.30×10⁻⁴,1.78×10⁻²,2.15×10⁻²,,,,,,,,,,,,,,,,,,
,,13b 4-Ethoxy-3-(2-morpholinoethoxy),1.48×10⁻³,,,,,7.07×10⁻⁴,,,,,1.28×10⁻⁴,8.69×10⁻⁴,1.03×10⁻³,,,,,,,,,,,,,,,,,,
,,13c 4-(2-Morpholinoethoxy),4.75×10⁻²,,,,,9.50×10⁻²,,,,,1.03×10⁻³,2.10×10⁻²,1.08×10⁻³,,,,,,,,,,,,,,,,,,
,,"13d 3,5-Dimethoxy-4-(2-morpholinoethoxy)",3.81×10⁻¹,,,,,3.81×10⁻¹,,,,,5.15×10⁻²,6.90×10⁻²,7.73×10⁻²,,,,,,,,,,,,,,,,,,
,,13e 3-Methoxy-4-(2-morpholinoethoxy),3.74×10⁻¹,,,,,9.34×10⁻²,,,,,1.91×10⁻²,4.79×10⁻²,5.57×10⁻²,,,,,,,,,,,,,,,,,,
,,13f 3-Ethoxy-4-(2-morpholinoethoxy),3.74×10⁻¹,,,,,4.67×10⁻²,,,,,1.65×10⁻²,1.27×10⁻³,2.31×10⁻²,,,,,,,,,,,,,,,,,,
,,13g 3-Ethoxy-4-(2-morpholinoethoxy)-5-nitro,3.68×10⁻¹,,,,,3.68×10⁻¹,,,,,6.71×10⁻²,4.79×10⁻²,3.99×10⁻²,,,,,,,,,,,,,,,,,,
2980,,,对金黄色葡萄球菌（SA）的 MIC（μg/mL）,对枯草芽孢杆菌（BS）的 MIC（μg/mL）,,,,对大肠杆菌（EC）的 MIC（μg/mL）,,,,,对肝癌细胞（HePG - 2）的（μg/mL）,对乳腺癌细胞（MCF - 7）的（μg/mL）,对前列腺癌细胞（PC - 3）的（μg/mL）,对结肠癌细胞（HCT - 116）的（μg/mL）,,,,"Pharmaceuticals 2024, 17, 1123",,,,,,,,,,,,,
,S=C1NN=C(C2=CC=CS2)N1C3=CC=C(F)C=C3,5a X=H，Y=4-F，R=None,4,1,,,,ND,,,,,1.17×10⁻²,2.20×10⁻²,1.90×10⁻²,2.32×10⁻²,,,,,,,,,,,,,,,,,
,S=C1NN=C(C2=CC=C(Br)S2)N1C3=CC=C(Br)C=C3,5e X=Br，Y=4-Br，R=None,3.2,3.5,,,,ND,,,,,5.32×10⁻³,8.38×10⁻³,1.46×10⁻²,1.28×10⁻²,,,,,,,,,,,,,,,,,
,S=C1N(CN2CCOCC2)N=C(C3=CC=CS3)N1C4=CC=C(F)C=C4,6b X=H，Y=O，R=None,3.8,1.2,,,,ND,,,,,2.79×10⁻³,7.79×10⁻³,9.24×10⁻³,1.88×10⁻²,,,,,,,,,,,,,,,,,
,S=C1N(CN2CCSCC2)N=C(C3=CC=CS3)N1C4=CC=C(F)C=C4,6c X=H，Y=S，R=None,5,ND,,,,ND,,,,,3.50×10⁻³,6.69×10⁻³,7.79×10⁻³,1.50×10⁻²,,,,,,,,,,,,,,,,,
,S=C1N(CN2CCOCC2)N=C(C3=CC=CS3)N1C4=CC=C(F)C=C4Br,6d X=Br，Y=O，R=None,2,3.4,,,,ND,,,,,1.88×10⁻³,2.65×10⁻³,7.91×10⁻³,1.06×10⁻²,,,,,,,,,,,,,,,,,
,S=C1N(CN2CCSCC2)N=C(C3=CC=CS3)N1C4=CC=C(F)C=C4Br,6e X=Br，Y=S，R=None,4.8,3.4,,,,24,,,,,2.38×10⁻³,8.17×10⁻³,1.22×10⁻²,1.92×10⁻²,,,,,,,,,,,,,,,,,
,S=C1N(CN2CCN(C)CC2)N=C(C3=CC=CS3)N1C4=CC=C(F)C=C4,7a X=H，Y=None，R=CH₃,3.2,4.2,,,,22.4,,,,,3.37×10⁻³,5.31×10⁻³,1.12×10⁻²,1.56×10⁻²,,,,,,,,,,,,,,,,,
,S=C1N(CN2CCN(C3=CC=CC=C3)CC2)N=C(C4=CC=CS4)N1C5=CC=C(F)C=C5Br,7c X=Br，Y=None，R=C₆H₅,ND,18.5,,,,ND,,,,,2.45×10⁻³,8.00×10⁻³,8.00×10⁻³,1.08×10⁻²,,,,,,,,,,,,,,,,,
,FC1=CC(Br)=C(N2C(N(CN3CCN(C4=CC=CC=C4OC)CC3)N=C2C5=CC=CS5)=S)C=C1,7d X=Br，Y=None，R=2-CH₃OC₆H₄,2.1,1,,,,ND,,,,,1.82×10⁻³,1.77×10⁻³,7.49×10⁻³,8.00×10⁻³,,,,,,,,,,,,,,,,,
,S=C1N(CN2CCC(C3=CC=CC=C3)CC2)N=C(C4=CC=CS4)N1C5=CC=C(F)C=C5,8 X=None，Y=None，R=None,ND,18.2,,,,ND,,,,,1.49×10⁻²,2.47×10⁻²,2.75×10⁻²,2.75×10⁻²,,,,,,,,,,,,,,,,,
,S=C1N(CN2CC3=C(C=CC=C3)CC2)N=C(C4=CC=CS4)N1C5=CC=C(F)C=C5,9 X=None，Y=None，R=None,18,8.2,,,,ND,,,,,2.19×10⁻²,2.78×10⁻²,2.78×10⁻²,2.78×10⁻²,,,,,,,,,,,,,,,,,
,S=C1N(CN(C)C2=CC=CC=C2)N=C(C3=CC=CS3)N1C4=CC=C(F)C=C4,10a X=None，Y=None，R=CH₃,ND,12.4,,,,ND,,,,,5.53×10⁻³,8.90×10⁻³,1.56×10⁻²,2.78×10⁻²,,,,,,,,,,,,,,,,,
1406,,,化合物,MIC（μg/mL） against MTB H37Rv,MIC（μg/mL） against MTB Spec.192,MIC（μg/mL） against MTB Spec.210,,,,,,,IC50（μM）,,,,,,,Bioorganic Chemistry 100（2020） 103955,,,,,,,,,,,,,
,,7h：R = H，X = H，Y = H,7h,60.71,60.71,60.71,,,,,,,18.59277,,,,,,,,,,,,,,,,,,,,
,,7i：R = H，X = H，Y = H,7i,59.19,59.19,59.19,,,,,,,30.30433,,,,,,,,,,,,,,,,,,,,
,,7j：R = H，X = H，Y = H,7j,59.19,59.19,59.19,,,,,,,45.488172,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8a：R = H，X = Cl，Y = H,8a,30.35,30.35,30.35,,,,,,,25.823978,,,,,,,,,,,,,,,,,,,,
,,8e：R = H，X = Cl，Y = H,8e,50.94,50.94,>203.76,,,,,,,133.78575,,,,,,,,,,,,,,,,,,,,
,,8f：R = H，X = Cl，Y = H,8f,54.72,54.72,54.72,,,,,,,112.56658,,,,,,,,,,,,,,,,,,,,
,,8i：R = H，X = Cl，Y = H,8i,54.72,54.72,109.44,,,,,,,94.888206,,,,,,,,,,,,,,,,,,,,
,,8l：R = H，X = Cl，Y = H,8l,52,52,52,,,,,,,132.95258,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9b：R = H，X = Cl，Y = Cl,9b,53.85,53.85,53.85,,,,,,,34.098428,,,,,,,,,,,,,,,,,,,,
,,9c：R = H，X = Cl，Y = Cl,9c,52,52,52,,,,,,,51.5865,,,,,,,,,,,,,,,,,,,,
,,9d：R = H，X = Cl，Y = Cl,9d,47.6,47.6,47.6,,,,,,,150.035355,,,,,,,,,,,,,,,,,,,,
2623,,,S.aureus,,,,,E.Coli,,,,,IC50,,,,,,,"Russian Journal of General Chemistry,2020,90(12):2419–2434",,,,,,,,,,,,,
1,S=C1N(N)C(C2=CC=CC=C2)=NN1,,4302,,,,,2559,,,,,1529,,,,,,,,,,,,,,,,,,,,
2a,S=C1N(/N=C/C2=CC=CC=C2)C(C3=CC=CC=C3)=NN1,,2176,,,,,1291,,,,,1798,,,,,,,,,,,,,,,,,,,,
2b ,C[o]C1=CC=C(/C=N/N(C(C2=CC=CC=C2)=NN3)C3=S)C=C1,,1389,,,,,1134,,,,,2684,,,,,,,,,,,,,,,,,,,,
2c,O=[N+]([O-])C1=CC=C(/C=N/N2C(=S)NN=C2C2=CC=CC=C2)C=C1,,977,,,,,959,,,,,344,,,,,,,,,,,,,,,,,,,,
2d,S=C1N(C(C2=CC=CC=C2)=NN1)/N=C/C3=CC=CO3,,1757,,,,,1036,,,,,1302,,,,,,,,,,,,,,,,,,,,
2e,S=C1N(C(C2=CC=CC=C2)=NN1)/N=C/C3=CC=C[s]3,,1425,,,,,1355,,,,,552,,,,,,,,,,,,,,,,,,,,
3a,C#CCSC1N(C(C2=CC=CC=C2)=NN1)/N=C/C3=CC=CC=C3,,1555,,,,,1137,,,,,983,,,,,,,,,,,,,,,,,,,,
3b,C#CCSC1N(C(C2=CC=CC=C2)=NN1)/N=C/C3=CC=C(OC)C=C3,,1039,,,,,502,,,,,2884,,,,,,,,,,,,,,,,,,,,
3c,C#CCSC1N(C(C2=CC=CC=C2)=NN1)/N=C/C3=CC=C([N+]([O-])=O)C=C3,,848,,,,,842,,,,,1095,,,,,,,,,,,,,,,,,,,,
3d,C#CCSC1N(C(C2=CC=CC=C2)=NN1)/N=C/C3=CC=CO3,,1518,,,,,1226,,,,,772,,,,,,,,,,,,,,,,,,,,
3e,C#CCSC1N(C(C2=CC=CC=C2)=NN1)/N=C/C3=CC=C[s]3,,1279,,,,,663,,,,,2395,,,,,,,,,,,,,,,,,,,,
4a,O=[N+](C(C=C1)=CC=C1N2N=NC(CSC3N(C(C4=CC=CC=C4)=NN3)/N=C/C5=CC=CC=C5)=C2)[O-],,539,,,,,452,,,,,655,,,,,,,,,,,,,,,,,,,,
4b,O=[N+](C1=CC=CC(N2N=NC(CSC3N(C(C4=CC=CC=C4)=NN3)/N=C/C5=CC=CC=C5)=C2)=C1)[O-],,648,,,,,560,,,,,2421,,,,,,,,,,,,,,,,,,,,
4c,COC(C=C1)=CC=C1/C=N/N2C(SCC3=CN(C4=CC=C([N+]([O-])=O)C=C4)N=N3)NN=C2C5=CC=CC=C5,,371,,,,,293,,,,,377,,,,,,,,,,,,,,,,,,,,
4d,COC(C=C1)=CC=C1/C=N/N2C(SCC3=CN(C4=CC([N+]([O-])=O)=CC=C4)N=N3)NN=C2C5=CC=CC=C5,,658,,,,,478,,,,,780,,,,,,,,,,,,,,,,,,,,
4e,O=[N+](C(C=C1)=CC=C1/C=N/N2C(SCC3=CN(C4=CC=C([N+]([O-])=O)C=C4)N=N3)NN=C2C5=CC=CC=C5)[O-],,555,,,,,527,,,,,1399,,,,,,,,,,,,,,,,,,,,
4f,O=[N+](C(C=C1)=CC=C1/C=N/N2C(SCC3=CN(C4=CC([N+]([O-])=O)=CC=C4)N=N3)NN=C2C5=CC=CC=C5)[O-],,569,,,,,152,,,,,95,,,,,,,,,,,,,,,,,,,,
4g,O=[N+](C(C=C1)=CC=C1N2N=NC(CSC3N(C(C4=CC=CC=C4)=NN3)/N=C/C5=CC=CO5)=C2)[O-],,662,,,,,131,,,,,260,,,,,,,,,,,,,,,,,,,,
4h,O=[N+](C1=CC=CC(N2N=NC(CSC3N(C(C4=CC=CC=C4)=NN3)/N=C/C5=CC=CO5)=C2)=C1)[O-],,991,,,,,193,,,,,269,,,,,,,,,,,,,,,,,,,,
4i,O=[N+](C(C=C1)=CC=C1N2N=NC(CSC3N(C(C4=CC=CC=C4)=NN3)/N=C/C5=CC=CS5)=C2)[O-],,598,,,,,483,,,,,264,,,,,,,,,,,,,,,,,,,,
4j,O=[N+](C1=CC=CC(N2N=NC(CSC3N(C(C4=CC=CC=C4)=NN3)/N=C/C5=CC=CS5)=C2)=C1)[O-],,635,,,,,563,,,,,921,,,,,,,,,,,,,,,,,,,,
2648,,,金黄色葡萄球菌 ATCC 6538 ,se12228,Bs6633,Bc10876,M110240,肠杆菌 ATCC 25922,KP3883,PM12453,Pa27853,,,,,,,,,"Journal of Enzyme Inhibition and Medicinal Chemistry, 29(6): 786–795",,,,,,,,,,,,,
2a,S=C1NN=C(C2CC2)N1C1=CC=C(Cl)C=C1,,125,62.5,125,125,31.25,,,,,,毒性不大,,,,,,,,,,,,,,,,,,,,
2c,S=C1NN=C(C2CCCCC2)N1C1=CC=C(Cl)C=C1,,62.5,125,125,125,62.5,,,,,,毒性不大,,,,,,,,,,,,,,,,,,,,
3a,S=C1N(CN2CCCC2)N=C(C3CC3)N1C4=CC=C(Cl)C=C4,,500,250,250,250,125,1000,500,1000,1000,,毒性不大,,,,,,,,,,,,,,,,,,,,
3b,S=C1N(CN2CCCCC2)N=C(C3CC3)N1C4=CC=C(Cl)C=C4,,500,250,250,250,125,1000,500,1000,1000,,毒性不大,,,,,,,,,,,,,,,,,,,,
3e,S=C1N(CN2CCN(C3=CC=CC=C3)CC2)N=C(C4CC4)N1C5=CC=C(Cl)C=C5,,500,500,500,500,500,,500,,,,毒性不大,,,,,,,,,,,,,,,,,,,,
4a,S=C1N(CN2CCCC2)N=C(C3CCCC3)N1C4=CC=C(Cl)C=C4Cl,,500,500,500,500,500,,500,,,,毒性不大,,,,,,,,,,,,,,,,,,,,
4b,S=C1N(CN2CCCCC2)N=C(C3CCCC3)N1C4=CC=C(Cl)C=C4Cl,,500,500,500,125,62.5,1000,500,1000,1000,,毒性不大,,,,,,,,,,,,,,,,,,,,
4d,S=C1N(CN2CCN(CCO)CC2)N=C(C3CCCC3)N1C4=CC=C(Cl)C=C4Cl,,1000,1000,1000,125,125,,500,,,,毒性不大,,,,,,,,,,,,,,,,,,,,
4e,S=C1N(CN2CCN(C3=CC=CC=C3)CC2)N=C(C4CCCC4)N1C5=CC=C(Cl)C=C5Cl,,＞1000,500,250,500,250,,500,,,,毒性不大,,,,,,,,,,,,,,,,,,,,
5c,S=C1N(CN2CCNCC2)N=C(C3CCCCC3)N1C4=CC=C(Cl)C=C4,,125,125,125,62.6,125,,,,,,毒性不大,,,,,,,,,,,,,,,,,,,,
6a,S=C1N(CN2CCCC2)N=C(C2=CC=CN=C2)N1C1=CC=CC=C1,,500,500,500,500,500,1000,500,500,1000,,毒性不大,,,,,,,,,,,,,,,,,,,,
6b,S=C1N(CN2CCCCC2)N=C(C3=CC=CN=C3)N1C4=CC=CC=C4,,500,500,500,500,500,1000,250,500,1000,,毒性不大,,,,,,,,,,,,,,,,,,,,
6e,S=C1N(CN2CCN(C3=CC=CC=C3)CC2)N=C(C4=CC=CN=C4)N1C5=CC=CC=C5,,500,500,500,500,500,1000,500,500,1000,,毒性不大,,,,,,,,,,,,,,,,,,,,
2808,,,S. aureus,B. subtilis,,,,E. coli,P. aeruginosa,,,,S. aureus,B. subtilis,E. coli,P. aeruginosa,,,,"Journal of Chemical Research, 413-416",,,,,,,,,,,,,
,O=C(OC)C1=CC(C2=C1C=CC=C2)CCCC(N3/N=C/C4=CC=CC(O)=C4)=NN=C3C5=CC=CC6=CC=CC=C65,8a 3-HO-C6H4,>128,>128,,,,>128,>128,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,
,O=C(OC)C1=CC(C2=C1C=CC=C2)CCCC(N3/N=C/C4=CC=C(Br)C=C4)=NN=C3C5=CC=CC6=CC=CC=C65,8b 4-Br-C6H4,8,16,,,,16,8,,,,5.2,8.1,6.9,4,,,,,,,,,,,,,,,,,
,O=C(C1=CC(CCCC2=NN=C(C3=CC=CC4=CC=CC=C43)N2/N=C/C5=CC=C(C=C5)[N+]([O-])=O)C6=C1C=CC=C6)OC,8c 4-NO2-C6H4,8,8,,,,8,8,,,,6.8,6.5,3.5,4.1,,,,,,,,,,,,,,,,,
,O=C(C1=CC(CCCC2=NN=C(C3=CC=CC4=CC=CC=C43)N2/N=C/C5=CC=C(C=C5)O)C6=C1C=CC=C6)OC,8d 4-HO-C6H4,>128,>128,,,,>128,>128,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,
,O=C(OC)C1=CC(C2=C1C=CC=C2)CCCC(N3/N=C/C4=CC=C(F)C=C4)=NN=C3C5=CC=CC6=CC=CC=C65,8e 4-F-C6H4,8,8,,,,4,8,,,,4.2,38,2.3,5,,,,,,,,,,,,,,,,,
,O=C(OC)C1=CC(C2=C1C=CC=C2)CCCC(N3/N=C/C4=CC=CC=C4Cl)=NN=C3C5=CC=CC6=CC=CC=C65,8f 2-Cl-C6H4,8,8,,,,8,4,,,,4.1,3.9,3.9,2.4,,,,,,,,,,,,,,,,,
,O=C(OC)C1=CC(C2=C1C=CC=C2)CCCC(N3/N=C/C4=CC=CO4)=NN=C3C5=CC=CC6=CC=CC=C65,8g 2-furyl,64,>128,,,,32,>128,,,,29.7,>64,23.4,>64,,,,,,,,,,,,,,,,,
,O=C(OC)C1=CC(C2=C1C=CC=C2)CCCC(N3/N=C/C4=CC=C(Cl)C=C4)=NN=C3C5=CC=CC6=CC=CC=C65,8h 4-Cl-C6H4,16,8,,,,16,4,,,,9.1,64,7.9,2.8,,,,,,,,,,,,,,,,,
,O=C(C1=CC(CCCC2=NN=C(C3=CC=CC4=CC=CC=C43)N2/N=C/C5=CC=C(C=C5)OC)C6=C1C=CC=C6)OC,8i 4-CH3O-C6H4,64,>128,,,,>128,32,,,,35.9,>64,>64,24.1,,,,,,,,,,,,,,,,,
,O=C(OC)C1=CC(C2=C1C=CC=C2)CCCC(N3/N=C/C4=CC=CC=C4O)=NN=C3C5=CC=CC6=CC=CC=C65,8j 2-HO-C6H4,>128,>128,,,,>128,>128,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,
,O=C(OC)C1=CC(C2=C1C=CC=C2)CCCC(N3/N=C/C4=CC=CC(F)=C4)=NN=C3C5=CC=CC6=CC=CC=C65,8k 3-F-C6H4,4,8,,,,8,4,,,,3,3.3,4,1.8,,,,,,,,,,,,,,,,,
,O=C(OC)C1=CC(C2=C1C=CC=C2)CCCC(N3/N=C/C4=CC=CC=C4)=NN=C3C5=CC=CC6=CC=CC=C65,8l pheny,>128,>128,,,,>128,>128,,,,>64,>64,>64,>64,,,,,,,,,,,,,,,,,
2810,,,S. aureus,,,,,E. coli,P. aeruginosa,,,,E. coli,B. subtilis,P. aeruginosa,S. aureus,,,,"Journal of Chemical Research, 2014, 38(5): 300-303",,,,,,,,,,,,,
,,8b R = 4-FC6H4,32,,,,,/,32,,,,/,/,17.34,18.72,,,,,,,,,,,,,,,,,
,,"8d R= 2,4-F2C6H3",/,,,,,/,64,,,,/,/,32.45,/,,,,,,,,,,,,,,,,,
,,8f R= 4-ClC6H4,64,,,,,/,64,,,,/,/,32.26,32.46,,,,,,,,,,,,,,,,,
,,8h R = 2-BrC6H4,128,,,,,/,64,,,,/,/,33.45,63.43,,,,,,,,,,,,,,,,,
2963,,,S. aureus ,B. cereus,,,,E. coli ,P. aeruginosa,,,,MCF - 7 Human breast adenocarcinoma cell line,HUVEC Human umbilical vein endothelial cell line,MKN - 45 Human gastric cancer cell line,,,,,"Biointerface Research in Applied Chemistry，Volume 12, Issue 1, 2022, 809 - 823",,,,,,,,,,,,,
,CCN1C(SCC2=CC(=O)OC3=C(C)C=C(C)C=C23)=NN=C1C1=CC=CS1,,2.5,2.5,,,,2.5,2.5,,,,981.198,978.561,196.475,,,,,,,,,,,,,,,,,,
2134,,,S.aureus,Micrococcus luteus,BC,,,E.Coli,PF,FD,,,IC50,,,,,,,"Med Chem Res,16,1519-9",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
