smiles,aureus_logMIC,subtilis_logMIC
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC(Cl)=C(F)C=C4)N=N3)C=C2)C=C(OCO5)C5=C1,,2.10720997
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC=C([N+]([O-])=O)C=C4)N=N3)C=C2)C=C(OCO5)C5=C1,,2.408239965
NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)CC=C)=CC(C(F)(F)F)=N1,,0.892094603
O=C1C(/N=N/C2=CC=C(C=C2)OCC3=CN(N=N3)C4=CC=CC=C4)=C(C(C)=CO1)O,,1.505149978
FC1=CC(Br)=C(N2C(N(CN3CCN(C4=CC=CC=C4OC)CC3)N=C2C5=CC=CS5)=S)C=C1,,0.0
CC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=C([N+]([O-])=O)C=C4)CC3)=O)N=N2)C=C1,,1.673757937
ClC1=NC2=CC=C(OC)C=C2C=C1C(NCC3=CN(CC(C4=CC=C(OC)C=C4)=O)N=N3)=O,,0.204119983
O=C(OC1=O)N(CC2=CN(C3=CC=C([N+]([O-])=O)C=C3)N=N2)C4=C1C=CC=C4,,1.86332286
NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)CCCCCCC)=CC(C(F)(F)F)=N1,,1.193124598
O=C1C=C(OCC2=CN(C3=CC=C(F)C=C3)N=N2)C4=C(O1)C=CC=C4,,1.698970004
NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)COC(CC)=O)=CC(C(F)(F)F)=N1,,2.397940009
O=C(N1CCN(C2=CC=CC=C2)CC1)CN3N=NC(COC4=CC=CC=C4)=C3,,1.698883137
S=C1N(CN2CC3=C(C=CC=C3)CC2)N=C(C4=CC=CS4)N1C5=CC=C(F)C=C5,,0.913813852
O=C(O[C@H]1[C@](OC[C@H]2O)([H])[C@]2([H])OC1)CCCCCCCCC(O)CN3N=NC(CO)=C3,,1.494154594
CCOC1=CC=CC=C1C1=NN=C(SCCSC2=NN=C(C3=CNC4=CC=CC=C43)N2N)O1,,2.10720997
C/C(C1=CN(C(C=C2)=CC=C2OCC3=CC(C(C)(C)C)=CC(C(C)(C)C)=C3)N=N1)=N\NC(N)=[NH2+],,1.806179974
O=C(OC)C1=CC(C2=C1C=CC=C2)CCCC(N3/N=C/C4=CC=CO4)=NN=C3C5=CC=CC6=CC=CC=C65,,2.10720997
C1(C2=CN(CC3=CN(CC4=CC=CC=C4)N=N3)C5=C2C=CC=C5)=NC6=CC=CC=C6N1,,1.096910013
CC1=NC=C([N+](=O)[O-])N1CCN1N=C(C2=CC=NC=C2)N(C)C1=S,,1.53529412
CN(C)CCN1C(=O)C2=CC=CC3=C(N4C=C(CSC(=S)N(C5CCN(C)CC5)N5CCN(C)CC5)N=N4)C=CC(=C23)C1=O,,0.600144879
CC1=CC=C2N=C(NN3C(C4=CC=CN=C4)=NN=C3C5=CC=C(Cl)C=C5)SC2=C1,,2.698970004
S=C1N(CN2CCN(C3=CC=CC=C3)CC2)N=C(C4=CC=CS4)N1C5=CC=C(F)C=C5Br,,1.267171728
CC(C(CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O1)=C1C(C)=C2C)=C2OCC3=CN(N=N3)C4=CC=CC=C4,,2.176091259
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC(OC)=C(Cl)C(OC)=C4)N=N3,,2.301029996
O=C(N(C1=C2C=CC=C1)CC3=CN(N=N3)C4=C(C=CC=C4)Cl)NC2=O,,2.47633882
SC1=NN=C(N1/N=C/C2=CC=C(Br)C=C2)C3=NC=CN=C3,,1.397940009
BrC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=CC=C4)CC3)=O)N=N2)C=C1,,1.397766256
O=C1C=C(CN2N=NC(CNS(=O)(C3=CC=C(F)C=C3)=O)=C2)C4=C(O1)C=C(O)C=C4,,1.505149978
S=C1N(CN2CCN(CCO)CC2)N=C(C3CCCC3)N1C4=CC=C(Cl)C=C4Cl,,3.0
O=C(OC1=O)N(CC2=CN(C3=CC=C(C=C3)OC)N=N2)C4=C1C=CC=C4,,2.478566496
CC(C(CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O1)=C1C(C)=C2C)=C2OCC3=CN(N=N3)C4=CN=C(C=CC=C5)C5=C4,2.380211241711606,
BrC1=CC=C(CN2C=C(N=N2)COC3=CC4=C(C(C)=C3)C=CC(O4)=O)C=C1[H],1.2041199826559248,
NC(NCCNC(C(N=N1)=CN1C2=CC=C(C=C2)OCC3=CC(C(C)(C)C)=CC(C(C)(C)C)=C3)=O)=[NH2+],0.9030899869919436,
O=C1N(C2=CC=CC(N3N=NC(C4=CC=CC=C4)=C3)=C2)C(/C=C/C5=CC=C(Cl)C=C5)=NC6=C1C=CC=C6,1.806179973983887,
S=C1N(CN2CCN(CCO)CC2)N=C(C3CCCC3)N1C4=CC=C(Cl)C=C4Cl,3.0,
CN(C1=C(SC2=C3)C=CC=C1)C2=CC=C3/C=N/OC4=C(NN=N4)CC5=CC=C(C=C5)[N+]([O-])=O,1.3979400086720375,
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=C(C)C=CC=C5)NC1=O,1.9873086737311825,
FC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=CC=C4)CC3)=O)N=N2)C=C1,1.6988831367525905,
SC1=NN=C(N1/N=C/C2=CC=C(O)C=C2)C3=NC=CN=C3,0.1931245983544616,-0.1079053973095195
O=C1N(C2=CC=CC(OCC3=CN(C4=CC(Cl)=CC=C4)N=N3)=C2)C(C)=NC5=C1C=CC=C5C,1.806179973983887,
CCCCCCCCCCCCCCCC1=NN=C(S)N1/N=C/C1=CC=C(O)C=C1,1.3979400086720375,
ClC1=CC=C(C2=NN=C(C3=CC=CN=C3)O2)C=C1,2.6989700043360187,2.397940008672037
CN(C1=C(SC2=C3)C=CC=C1)C2=CC=C3/C=N/OC4=CN(N=N4)CC5=CC=C(O)C=C5,1.6989700043360187,
FC(C=C(N1N=NC(COC2=CC=CC3=C2N=CC=C3)=C1)C=C4)=C4N5CCOCC5,1.6989700043360187,
[H]C1=CC(CN2C=C(N=N2)COC(C(C=CC=C3)=C3O4)=CC4=O)=CC=C1[N+]([O-])=O,0.9030899869919436,
CC(C(CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O1)=C1C(C)=C2C)=C2OCC3=CN(N=N3)C4=CC=CC=C4,2.3010299956639813,
O=C(C1=CC=C([H])C=C1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,1.6989700043360187,
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC(OC)=C(Cl)C(OC)=C4)N=N3,2.3010299956639813,
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC=C5)SC2=C1)C6=CC=C(F)C=C6,0.7958800173440752,
C#CCSC1N(C(C2=CC=CC=C2)=NN1)/N=C/C3=CC=C[s]3,3.106870544478654,
OC1=CC=C(C=NC2=CC=C(C3=NN=C(S)O3)C=C2)C=C1,2.3010299956639813,
FC1=CC=C(C=C1)CN2N=NC(CN3C4=C(C=CC=C4)SC5=CC=CC=C35)=C2,1.0969100130080565,
ClC1=NC2=CC=C(OC)C=C2C=C1C(NCC3=CN(C4=CC=CC=C4)N=N3)=O,0.7958800173440752,
FC(C=C(N1N=NC(COC(C2=CC(C=CC=C3)=C3N2)=O)=C1)C=C4)=C4N5CCOCC5,1.3979400086720375,
COC1=CC(OC)=C2C(C=C(OC2=C1)C3=CC=C(C(OC)=C3)OCC4=CN(N=N4)C5=CC=C(C=C5)Cl)=O,2.0,
[H]C1=C([N+](=O)[O-])C([H])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,1.3979400086720375,
[H]C(C1=CN(N=C1C2=C(N(N=N2)C3=C(C(C(F)(F)F)=CC(Cl)=C3Cl)C)C)C4=C(C=C(C=C4)[N+]([O-])=O)[N+]([O-])=O)=O,1.0791812460476249,
[H]C(C1=CN(N=C1C2=C(N(N=N2)C3=C(C(C(F)(F)F)=CC(Cl)=C3Cl)C)C)C4=CC=C(C=C4)[N+]([O-])=O)=O,1.3979400086720375,
N#CC1=CC=C(CN2N=NC(CO/N=C/C3=CC=C4N(C)C5=C(C=CC=C5)SC4=C3)=C2)C=C1,1.0969100130080565,
[H]C1=CC=C2C(N(CC3=CN(CC4=CC=C(F)C=C4)N=N3)C(C=CC=C5)=C5S2)=C1,1.0969100130080565,
BrC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=CC=C4)CC3)=O)N=N2)C=C1,1.6988831367525905,
FC(C1=CC=C2C(N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C(C=CC=C5)=C5S2)=C1)(F)F,1.0969100130080565,
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC=C(OC)C=C4)N=N3)C=C2)C=C(OCO5)C5=C1,1.505149978319906,
COC1=CC=C(N2N=NC(CN3C=C(C4=NC5=CC=CC=C5N4)C6=C3C=CC=C6)=C2)C=C1,1.0969100130080565,
NC1=CC=C(C2=NN=C(SCCSC3=NN=C(C4=CNC5=CC=CC=C54)N3N)O2)C=C1,0.3010299956639812,0.9030899869919436
C1(C2=CN(CC3=CN(CC4=CC=CC=C4)N=N3)C5=C2C=CC=C5)=NC6=CC=CC=C6N1,1.0969100130080565,
O=C(OCC1=CN(CC2=CC=CC(Cl)=C2)N=N1)/C=C/C3=COC4=C(C=C(C)C=C4)C3=O,1.999638364463431,
FC(C=C(N1N=NC(CN2C(CSC3=C2C=CC=C3)=O)=C1)C=C4)=C4N5CCOCC5,0.7958800173440752,
[H]C1=CC=C2C(N(CC3NNN(C4=CC=C(C#N)C=C4)C3)C(C=CC(/C=N/NC(C5=CC=C(C)C=C5)=O)=C6)=C6S2)=C1,1.3979400086720375,
[H]C1=C(C(N2N=NC(C3=NN(C4=NN=CC5=C4C=CC=C5)C=C3C([H])=O)=C2C)=C(C(C(F)(F)F)=C1)C)[H],1.146128035678238,
O=C(N1CCN(C2=CC=CC=C2)CC1)CN3N=NC(COC4=CC=CC=C4)=C3,1.6988831367525905,
CN(C1=C(SC2=C3)C=CC=C1)C2=CC=C3/C=N/OC4=C(NN=N4)CC5=CC=C(C=C5)C,1.3979400086720375,
O=C(C1=CC=C(F)C=C1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,0.7958800173440752,
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC=C([N+]([O-])=O)C=C4)N=N3)C=C2)C=C(OCO5)C5=C1,2.4082399653118496,
S=C1N(C(C2=CC=CC=C2)=NN1)/N=C/C3=CC=C[s]3,3.153814864344529,
ClC1=NC2=CC=C(OC)C=C2C=C1C(NCC3=CN(CC(C4=CC=C(OC)C=C4)=O)N=N3)=O,0.7958800173440752,
O=C(OCC1=CN(CC2=CC=CC=C2)N=N1)/C=C/C3=COC4=C(C=C(C)C=C4)C3=O,1.999552967844228,
O=C1C=C(CN2N=NC(CNS(=O)(C3=CC=C(F)C=C3)=O)=C2)C4=C(O1)C=C(O)C=C4,2.4082399653118496,
O=C(N1C(C)CC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4,1.1025235740714672,1.3971194597300385
[H]C1=C([H])C(O)=C(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)C=C1OC,,2.096910013008056
COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OC)=C2)OCC3=CN(N=N3)C4=CC=C(C=C4)Cl)=O,,2.0
O=C(OC)C1=CC(C2=C1C=CC=C2)CCCC(N3/N=C/C4=CC=CC(O)=C4)=NN=C3C5=CC=CC6=CC=CC=C65,,2.1072099696478683
O=C(OC)C1=CC(C2=C1C=CC=C2)CCCC(N3/N=C/C4=CC=CC=C4Cl)=NN=C3C5=CC=CC6=CC=CC=C65,,0.9030899869919436
ClC1=CC=C2N=C(NN3C(C4=CC=CN=C4)=NN=C3C5=CC=C(Cl)C=C5)SC2=C1,,2.6989700043360187
O=C(N1C(C)CC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4SC,,1.3998778438180506
O=C(N1C(C)CC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C6=CC=CC=C6,,1.3999795232129102
O=C(CNN1C(=O)CSC1C1=CC=C(F)C=C1)NN1C(C2=CC=NC=C2)=NNC1S,,0.7958800173440752
O=C(OC)C1=CC(C2=C1C=CC=C2)CCCC(N3/N=C/C4=CC=C(F)C=C4)=NN=C3C5=CC=CC6=CC=CC=C65,,0.9030899869919436
[H]C1=CC(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)=C([H])C([H])=C1Cl,,2.096910013008056
C[C@H]1COC2=C3C(=CC(F)=C2N2CCN(C)CC2)C(=O)C(C(=O)O)=CN31,,1.0969100130080565
O=C1OC2=C(C=CC=C2)C(OCC(N=N3)=CN3CC4=CC=C(Cl)C([H])=C4)=C1,,0.6020599913279624
SC1=NN=C(C2=CC=C(N=CC3=CC=CC([N+]([O-])=O)=C3)C=C2)O1,,2.0
O=[N+](C1=C2N=C(NN3C(C4=CC=CN=C4)=NN=C3C5=CC=C(Cl)C=C5)SC2=CC=C1)[O-],,2.397940008672037
CC1=CC=C(N2N=NC(CN3C=C(C4=NC5=CC=CC=C5N4)C6=C3C=CC=C6)=C2)C=C1,,1.3979400086720375
COC1=CC(OC)=C2C(=O)C=C(C3=CC=C(OCC4=CN(C5=CC=C(F)C(Cl)=C5)N=N4)C(OC)=C3)OC2=C1,,2.0
COC1=CC(OC)=C(C(=O)/C=C/C2=CC=C(OCC3=CN(C4=CC=C(F)C=C4F)N=N3)C(OC)=C2)C(O)=C1,,1.0969100130080565
ClC1=NC2=CC=C(OC)C=C2C=C1C(NCC3=CN(C4=CC=C(OC)C=C4)N=N3)=O,,0.2041199826559248
CN1CCN(N(C(=S)SCC2=CN(CCCN3C(=O)C4=CC=CC5=CC=CC(=C54)C3=O)N=N2)N2CCN(C)CC2)CC1,,2.504631229592347
S=C1N(CN(C)C2=CC=CC=C2)N=C(C3=CC=CS3)N1C4=CC=C(F)C=C4,,1.0934216851622351
CC1=NC=C([N+](=O)[O-])N1CCN1N=C(C2=CC=CN=C2)N(C2=CC=CC=C2)C1=S,,1.2479732663618066
O=C1OC2=C(C=CC=C2)C(OCC(N=N3)=CN3CC4=CC=C([H])C(Cl)=C4)=C1,,0.6020599913279624
SC1=NN=C(N1/N=C/C2=CC=CC(O)=C2)C3=NC=CN=C3,,1.6989700043360187
COC1=CC(OC)=C2C(C=C(OC2=C1)C3=CC=C(C(OC)=C3)OCC4=CN(N=N4)C5=CC=CC=C5Cl)=O,,1.6989700043360187
OC1=CC=C(C=NC2=CC=C(C3=NN=C(S)N3N=CC4=CC=C(O)C=C4)C=C2)C=C1,,2.3010299956639813
ClC1=C(Cl)C=C2N=C(NN3C(C4=CC=CN=C4)=NN=C3C5=CC=C(Cl)C=C5)SC2=C1,,2.6989700043360187
NN1C(SCCSC2=NN=C(C3=CC=C(F)C=C3)O2)=NN=C1C1=CNC2=CC=CC=C21,,1.2041199826559248
O=C1C(C(O)=O)=CN(C2=NC(N3C/C(C(C3)CN)=N\OC)=C(C=C12)F)C4CC4,,1.3979400086720375
S=C1N(N)C(C2=CC=CC=C2)=NN1,3.633670406051444,
CC1=CC(N2N=NC(CN3C=C(C4=NC5=CC=CC=C5N4)C6=C3C=CC=C6)=C2)=CC=C1,1.3979400086720375,
O=C(C1=NC=CN=C1)N/N=C/C2=CC=C3N(CC4=CN(CC5=CC=C(C#N)C=C5)N=N4)C6=C(C=CC=C6)SC3=C2,1.6989700043360187,
O=C1N(C(C)=NC2=C1C=CC=C2)C3=CC=CC(OC4=CN(N=N4)C5=CC=C(C(Cl)=C5)F)=C3,1.806179973983887,
O=C1C2=CC=CC3=CC=CC(=C32)C(=O)N1CCCN1C=C(CSC(=S)N(N2CCCCC2)N2CCCCC2)N=N1,1.804187154381649,
[H]C1=C(C)C([H])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,1.3979400086720375,
O=P(O)(C[C@H](C(OCC)=O)OCC1=CN(CCCCCCCCCCCC)N=N1)OCCCNCC(C=C2)=CC=C2C3=CC=CC=C3,0.6254153521544081,
O=C(OC)C1=CC(C2=C1C=CC=C2)CCCC(N3/N=C/C4=CC=CO4)=NN=C3C5=CC=CC6=CC=CC=C65,1.806179973983887,
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=CC(Cl)=CC=C5)NC1=O,1.6623800200162475,
O=C(OC1=O)N(CC2=CN(C3=CC=C(C=C3)OC)N=N2)C4=C1C=CC=C4,2.478566495593844,
O=C(C1=NC=CN=C1)N/N=C/C2=CC=C3N(CC4=CN(CC5=CC=C(C#N)C=C5)N=N4)C6=C(C=CC(C(F)(F)F)=C6)SC3=C2,1.6989700043360187,
S=C1N(/N=C/C2=CC=CC=C2)C(C3=CC=CC=C3)=NN1,3.3376588910261424,
O=C1OC2=C(C=CC=C2)C(OCC(N=N3)=CN3CC4=CC=C([H])C([N+]([O-])=O)=C4)=C1,0.9030899869919436,
[H]C(C1=CN(N=C1C2=C(N(N=N2)C3=C(C(C(F)(F)F)=CC(Cl)=C3Cl)C)C)C4=CC=C(C=C4)Cl)=O,1.3979400086720375,
S=C1NN=C(C2=CC=C(Br)S2)N1C3=CC=C(Br)C=C3,0.505149978319906,0.5440680443502757
O=[N+](C(C=C1)=CC=C1/C=N/N2C(SCC3=CN(C4=CC=C([N+]([O-])=O)C=C4)N=N3)NN=C2C5=CC=CC=C5)[O-],2.7442929831226763,
O=C1C=C(C2=C(C=C(C=C2)O)O1)CN3N=NC(CCCCCCCC)=C3,2.4082399653118496,
FC(C=C(N1N=NC(COC2=CC=CC(Cl)=C2)=C1)C=C3)=C3N4CCOCC4,1.3979400086720375,
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=C(C)C=CC(C)=C5)NC1=O,1.9722028383790644,
N#CC1=CC=C(C=C1)/C=C/C(N2C3=CC=C(C=C3)OC4=CN(N=N4)CC5=CC=C(C=C5)Br)=NC6=C(C2=O)C=CC=C6,1.806179973983887,
[H]C1=C([H])C([N+](=O)[O-])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,1.6989700043360187,
COC1=CC(OC)=C2C(=O)C=C(C3=CC=C(OCC4=CN(C5=CC=C(F)C=C5Cl)N=N4)C(OC)=C3)OC2=C1,1.6989700043360187,2.0
NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)COC(CC)=O)=CC(C(F)(F)F)=N1,1.1931245983544616,
S=C1N(CN2CC3=C(C=CC=C3)CC2)N=C(C4=CC=CS4)N1C5=CC=C(F)C=C5,1.255272505103306,
NC1=NC(OCC2=CN(N=N2)C3=NN(C4=NC(C(F)(F)F)=CC=C34)CC=C)=CC(C(F)(F)F)=N1,2.397940008672037,
O=C1C(/N=N/C2=CC=C(C=C2)OCC3=CN(N=N3)C4=CC=CC=C4)=C(C(C)=CO1)O,1.505149978319906,
O=C1OC2=C(C=CC=C2)C(OCC(N=N3)=CN3CC4=CC=C(Cl)C([H])=C4)=C1,1.2041199826559248,
[H]C1=C(C(N2N=NC(C3=NN(C=C3C([H])=O)C4=CC=CC=C4)=C2C)=C(C(C(F)(F)F)=C1)C)[H],1.1760912590556811,
N#CC1=CC=C(C=C1)/C=C/C(N2C3=CC=CC(OC4=CN(N=N4)C5=CC=C(C=C5)Cl)=C3)=NC6=C(C2=O)C=CC=C6,-0.3010299956639812,
S=C1N(C(C2=CC=CC=C2)=NN1)/N=C/C3=CC=CO3,3.244771761495295,
O=C1N(C2=CC=CC(OCC3=CN(C4=CC=CC(C(O)=O)=C4)N=N3)=C2)C(C)=NC5=C1C=CC=C5,1.806179973983887,
O=[N+](C1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(Br)C=C4)=C3)=O)CC2)C=C1)[O-],1.3142886609474975,
N#CC1=CC=C(C=C1)/C=C/C(N2C3=CC=CC(OC4=CN(N=N4)C5=CC=C(C=C5)C(F)(F)F)=C3)=NC6=C(C2=O)C=CC=C6,0.6020599913279624,
O=P(O)(C[C@H](C(OCC)=O)OCC1=CN(CCCCCCCCCCCC)N=N1)OCCCN(CC2=CC=C(C3=CC=CC=C3)C=C2)CC(C=C4)=CC=C4C5=CC=CC=C5,2.5737995822157407,
COC1=CC=C(C=C1)CC2=C(CO/N=C/C3=CC=C4N(C)C5=C(C=CC=C5)SC4=C3)N=NN2,1.6989700043360187,
[NH3+]CCNC(C1=CN(C2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2)N=N1)=O,1.2041199826559248,
O=C(N(C1=C2C=CC=C1)CC3=CN(N=N3)C4=CC(Cl)=CC=C4)OC2=O,2.175308824585785,
NN1C(C2=CNC3=CC=CC=C23)=NN=C1SCCSC4=NN=C(C5=C(C=CC=C6)C6=CC=C5)O4,1.806179973983887,
CC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=C([N+]([O-])=O)C=C4)CC3)=O)N=N2)C=C1,1.3727279408855957,
[H]C1=C(OC)C(O)=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,1.6989700043360187,
CC(C(CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O1)=C1C(C)=C2C)=C2OCC3=CN(N=N3)C4=CC(SC=N5)=C5C=C4,2.812913356642856,
S=C1N(CN2CCCC2)N=C(C3CCCC3)N1C4=CC=C(Cl)C=C4Cl,2.6989700043360187,2.6989700043360187
SC1=NN=C(N1/N=C/C2=CC=C(Br)C=C2)C3=NC=CN=C3,1.6989700043360187,
SC1=NN=C(N1/N=C/C2=CC=C(Cl)C=C2)C3=NC=CN=C3,1.6989700043360187,
CC1=CC=C2N=C(NN3C(C4=CC=CN=C4)=NN=C3C5=CC=C(Cl)C=C5)SC2=C1,3.0,
O=C(NC1=O)N(CC2=CN(C3=CC=C(C=C3)OC)N=N2)C4=C1C=CC=C4,2.1775364999298623,
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC(Cl)=C(F)C=C4)N=N3)C=C2)C=C(OCO5)C5=C1,2.4082399653118496,
S=C1N(CN2CCSCC2)N=C(C3=CC=CS3)N1C4=CC=C(F)C=C4,0.6989700043360189,
C/C(C1=CN(C(C=C2)=CC=C2OCC3=CC(C(C)(C)C)=CC(C(C)(C)C)=C3)N=N1)=N\NC(N)=[NH2+],-0.3010299956639812,
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)CC(OCC)=O)NC1=O,1.38524868240322,
O=[N+](C1=CC=CC(N2N=NC(CSC3N(C(C4=CC=CC=C4)=NN3)/N=C/C5=CC=CC=C5)=C2)=C1)[O-],2.8115750058705933,
COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OCC3=CN(N=N3)C4=CC=C(C(Cl)=C4)F)=C2)OC)=O,2.0,2.0
O=C(OCC1=CN(CC2=CC=C(Cl)C=C2)N=N1)/C=C/C3=COC4=C(C=C(C)C=C4)C3=O,1.999638364463431,
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=C(Cl)C=CC=C5)NC1=O,1.9634100156802288,
CCOC1=CC=CC=C1C1=NN=C(SCCSC2=NN=C(C3=CNC4=CC=CC=C43)N2N)O1,1.806179973983887,
C/C(C1=CN(C2=CC=C(OCCCCCCC)C=C2)N=N1)=N\NC(N)=[NH2+],0.9030899869919436,1.505149978319906
FC(C=C(N1N=NC(CSC2=NC(C=CC=C3)=C3O2)=C1)C=C4)=C4N5CCOCC5,1.3979400086720375,1.0969100130080565
S=C1N(CN2CCOCC2)N=C(C3=CC=CS3)N1C4=CC=C(F)C=C4Br,0.3010299956639812,
C#CCSC1N(C(C2=CC=CC=C2)=NN1)/N=C/C3=CC=CC=C3,3.191730393362856,
FC(C=C(N1N=NC(COC2=CC=C(C(C)=CC(O3)=O)C3=C2)=C1)C=C4)=C4N5CCOCC5,1.3979400086720375,1.6989700043360187
FC1=CC=C2N=C(NN3C(C4=CC=CN=C4)=NN=C3C5=CC=C(Cl)C=C5)SC2=C1,2.3010299956639813,
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=CC(C)=C(C)C=C5)NC1=O,1.6711728427150832,
COC1=CC(OC)=C2C(C=C(OC2=C1)C3=CC=C(C(OC)=C3)OCC4=CN(N=N4)C5=CC=CC=C5Cl)=O,1.6989700043360187,
O=C(C1=CC=NC=C1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,1.6989700043360187,
CN(C)CCN1C(=O)C2=CC=CC3=C(N4C=C(CSC(=S)N(C5CCN(C)CC5)N5CCN(C)CC5)N=N4)C=CC(=C23)C1=O,1.805691117658475,
OC1=C(C=C2OCOC2=C1)/N=N/C3=CC=C(C=C3)OCC4=CN(N=N4)C5=CC(OC)=CC=C5,2.1072099696478683,1.806179973983887
O=C1C(N=NC2=CC=C(OCC3=CN(C4=CC=C(F)C=C4)N=N3)C=C2)=C(O)C(C)=CO1,2.4082399653118496,
CC1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=CC=C4)=C3)=O)CC2)C=C1,1.700097704613054,1.700097704613054
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC(C(F)(F)F)=C5)SC2=C1)C6=CN=CC=C6,1.6989700043360187,
O=C(N1)/C(SC1=O)=C\C2=CN(CC3=CN(C4=C(C=C(C=C4Br)Br)Br)N=N3)C5=CC=CC=C25,1.500785172917456,
CN1C2=C(C=CC=C2)SC3=CC(COCC4=CN(CC5=CC=C(OC)C=C5)N=N4)=CC=C13,1.6989700043360187,
O=C(N1C(C)CC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C6=CC=CC=C6,1.3999795232129102,
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC=C(F)C=C4)N=N3)C=C2)C=C(OCO5)C5=C1,2.4082399653118496,2.1072099696478683
COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OC)=C2)OCC3=CN(N=N3)C4=CC=C(C=C4Cl)F)=O,0.7958800173440752,
FC1=CC(Br)=C(N2C(N(CN3CCN(C4=CC=CC=C4OC)CC3)N=C2C5=CC=CS5)=S)C=C1,0.3222192947339193,
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC(C(F)(F)F)=C5)SC2=C1)C6=CC=C(C)C=C6,1.3979400086720375,
N#CC1=CC=C(CN2N=NC(CN3C4=C(C=CC=C4)SC5=CC=CC=C35)=C2)C=C1,0.7958800173440752,
O=C1N(C2=CC=CC(N3N=NC(COC4=CC(C)=CC=C4C)=C3)=C2)C(C)=NC5=C1C=CC=C5,1.806179973983887,
[H]C1=C([H])C(Br)=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,1.6989700043360187,
