step,mean_reward,valid_rate,triazole_rate
1651,0.695701,0.921875,0.960938
1652,0.695292,0.953125,0.976562
1653,0.696856,0.898438,0.921875
1654,0.695502,0.945312,0.960938
1655,0.697779,0.906250,0.953125
1656,0.695009,0.898438,0.945312
1657,0.692943,0.953125,0.976562
1658,0.695665,0.937500,0.968750
1659,0.693399,0.929688,0.960938
1660,0.697729,0.898438,0.937500
1661,0.697583,0.937500,0.984375
1662,0.690626,0.945312,0.960938
1663,0.695045,0.937500,0.953125
1664,0.696961,0.882812,0.929688
1665,0.698538,0.906250,0.937500
1666,0.695223,0.921875,0.945312
1667,0.694392,0.968750,0.976562
1668,0.696571,0.929688,0.960938
1669,0.698009,0.960938,0.976562
1670,0.697009,0.937500,0.960938
1671,0.698381,0.945312,0.984375
1672,0.692294,0.921875,0.929688
1673,0.699674,0.906250,0.937500
1674,0.697862,0.914062,0.945312
1675,0.699003,0.960938,0.968750
1676,0.695356,0.921875,0.945312
1677,0.694363,0.921875,0.945312
1678,0.700227,0.929688,0.953125
1679,0.694188,0.898438,0.960938
1680,0.694583,0.945312,0.953125
1681,0.694592,0.945312,0.976562
1682,0.698089,0.937500,0.976562
1683,0.693627,0.898438,0.921875
1684,0.697384,0.945312,0.968750
1685,0.697505,0.968750,0.984375
1686,0.693601,0.929688,0.960938
1687,0.695535,0.960938,0.968750
1688,0.699170,0.968750,0.984375
1689,0.699752,0.968750,0.992188
1690,0.695556,0.906250,0.945312
1691,0.697661,0.929688,0.968750
1692,0.694552,0.929688,0.945312
1693,0.697963,0.976562,0.984375
1694,0.695548,0.914062,0.921875
1695,0.695519,0.937500,0.945312
1696,0.696277,0.937500,0.937500
1697,0.695458,0.953125,0.976562
1698,0.698708,0.945312,0.953125
1699,0.699264,0.960938,0.984375
1700,0.699546,0.898438,0.929688
1701,0.696211,0.953125,0.976562
1702,0.698096,0.921875,0.960938
1703,0.696347,0.968750,0.976562
1704,0.696435,0.929688,0.953125
1705,0.695150,0.890625,0.937500
1706,0.694984,0.914062,0.968750
1707,0.699722,0.906250,0.929688
1708,0.699357,0.960938,0.976562
1709,0.696765,0.937500,0.968750
1710,0.698398,0.898438,0.937500
1711,0.697825,0.937500,0.968750
1712,0.695703,0.968750,0.984375
1713,0.698955,0.914062,0.937500
1714,0.699618,0.914062,0.953125
1715,0.697149,0.960938,0.968750
1716,0.692497,0.898438,0.945312
1717,0.696550,0.968750,0.976562
1718,0.696266,0.945312,0.968750
1719,0.697511,0.929688,0.960938
1720,0.696801,0.945312,0.968750
1721,0.698542,0.914062,0.921875
1722,0.698772,0.937500,0.968750
1723,0.697506,0.921875,0.953125
1724,0.697726,0.945312,0.976562
1725,0.695141,0.921875,0.960938
1726,0.698852,0.960938,0.984375
1727,0.695746,0.945312,0.992188
1728,0.693248,0.929688,0.960938
1729,0.696802,0.945312,0.953125
1730,0.699331,0.945312,0.976562
1731,0.695662,0.953125,0.968750
1732,0.697472,0.914062,0.937500
1733,0.701021,0.937500,0.960938
1734,0.697514,0.914062,0.960938
1735,0.698176,0.937500,0.953125
1736,0.696826,0.898438,0.953125
1737,0.700084,0.960938,0.984375
1738,0.695261,0.960938,0.968750
1739,0.700807,0.921875,0.960938
1740,0.698507,0.953125,0.976562
1741,0.694285,0.945312,0.960938
1742,0.698550,0.937500,0.968750
1743,0.694551,0.968750,1.000000
1744,0.695801,0.953125,0.976562
1745,0.697012,0.953125,0.960938
1746,0.695981,0.929688,0.945312
1747,0.696828,0.929688,0.953125
1748,0.699143,0.929688,0.968750
1749,0.696273,0.960938,0.960938
1750,0.700194,0.945312,0.976562
1751,0.698084,0.914062,0.960938
1752,0.696003,0.945312,0.960938
1753,0.699053,0.945312,0.960938
1754,0.695346,0.898438,0.937500
1755,0.696236,0.968750,0.984375
1756,0.699057,0.960938,0.968750
1757,0.698575,0.937500,0.960938
1758,0.699376,0.929688,0.968750
1759,0.698561,0.937500,0.984375
1760,0.698011,0.960938,0.984375
1761,0.697935,0.929688,0.976562
1762,0.697480,0.968750,0.984375
1763,0.695923,0.945312,0.968750
1764,0.697003,0.937500,0.960938
1765,0.701156,0.945312,0.968750
1766,0.701079,0.960938,0.984375
1767,0.700984,0.906250,0.953125
1768,0.697376,0.953125,0.960938
1769,0.698265,0.976562,0.984375
1770,0.698764,0.960938,0.976562
1771,0.697774,0.937500,0.976562
1772,0.700560,0.960938,0.992188
1773,0.696633,0.937500,0.968750
1774,0.697551,0.937500,0.953125
1775,0.700777,0.960938,0.968750
1776,0.697089,0.937500,0.968750
1777,0.698009,0.953125,0.960938
1778,0.701103,0.945312,0.960938
1779,0.700578,0.960938,0.976562
1780,0.699095,0.937500,0.945312
1781,0.698480,0.921875,0.968750
1782,0.700166,0.953125,0.976562
1783,0.695596,0.960938,0.984375
1784,0.700166,0.914062,0.960938
1785,0.698838,0.914062,0.953125
1786,0.700202,0.953125,0.968750
1787,0.700202,0.976562,0.984375
1788,0.699753,0.929688,0.968750
1789,0.698206,0.953125,0.984375
1790,0.696893,0.937500,0.960938
1791,0.698239,0.929688,0.976562
1792,0.697521,0.921875,0.968750
1793,0.699304,0.890625,0.921875
1794,0.701323,0.968750,0.976562
1795,0.699086,0.984375,0.984375
1796,0.698602,0.921875,0.968750
1797,0.698124,0.960938,0.984375
1798,0.697799,0.960938,0.960938
1799,0.697723,0.929688,0.968750
1800,0.698137,0.921875,0.968750
1801,0.696095,0.914062,0.953125
1802,0.700967,0.906250,0.953125
1803,0.699080,0.960938,0.960938
1804,0.699279,0.953125,0.992188
1805,0.699245,0.937500,0.960938
1806,0.699562,0.960938,0.968750
1807,0.700170,0.914062,0.960938
1808,0.697628,0.937500,0.945312
1809,0.698595,0.937500,0.976562
1810,0.698940,0.968750,0.976562
1811,0.697256,0.929688,0.945312
1812,0.697205,0.960938,0.968750
1813,0.698821,0.937500,0.960938
1814,0.700788,0.960938,0.992188
1815,0.700500,0.953125,0.984375
1816,0.699148,0.945312,0.968750
1817,0.699679,0.960938,0.968750
1818,0.694061,0.976562,0.984375
1819,0.697754,0.921875,0.945312
1820,0.700533,0.945312,0.960938
1821,0.697455,0.968750,0.992188
1822,0.700685,0.921875,0.953125
1823,0.698139,0.937500,0.968750
1824,0.700931,0.921875,0.929688
1825,0.697675,0.976562,0.984375
1826,0.699446,0.937500,0.953125
1827,0.699267,0.898438,0.929688
1828,0.701068,0.937500,0.968750
1829,0.697027,0.953125,0.960938
1830,0.697027,0.914062,0.945312
1831,0.701481,0.937500,0.960938
1832,0.697200,0.953125,0.968750
1833,0.699949,0.945312,0.992188
1834,0.700850,0.914062,0.953125
1835,0.699782,0.968750,0.976562
1836,0.701292,0.976562,0.984375
1837,0.700091,0.945312,0.953125
1838,0.699134,0.953125,0.976562
1839,0.698553,0.945312,0.960938
1840,0.696262,0.960938,0.984375
1841,0.697120,0.953125,0.960938
1842,0.698400,0.937500,0.976562
1843,0.699990,0.976562,0.984375
1844,0.697842,0.976562,0.984375
1845,0.697043,0.960938,0.984375
1846,0.702235,0.945312,0.984375
1847,0.698897,0.976562,0.984375
1848,0.698311,0.960938,0.976562
1849,0.697636,0.937500,0.953125
1850,0.699403,0.968750,0.984375
1851,0.700496,0.945312,0.976562
1852,0.699383,0.976562,0.992188
1853,0.699333,0.968750,0.984375
1854,0.700202,0.945312,0.976562
1855,0.699933,0.945312,0.976562
1856,0.699247,0.937500,0.976562
1857,0.696231,0.906250,0.960938
1858,0.696990,0.968750,0.984375
1859,0.699737,0.953125,0.992188
1860,0.702468,0.937500,0.968750
1861,0.700469,0.960938,0.976562
1862,0.697321,0.953125,0.976562
1863,0.699154,0.976562,0.984375
1864,0.699400,0.914062,0.937500
1865,0.698106,0.960938,0.976562
1866,0.696599,0.921875,0.953125
1867,0.699871,0.960938,0.984375
1868,0.699461,0.953125,0.984375
1869,0.698862,0.929688,0.953125
1870,0.700298,0.937500,0.953125
1871,0.700238,0.937500,0.953125
1872,0.700899,0.968750,0.976562
1873,0.699023,0.953125,0.976562
1874,0.697548,0.937500,0.984375
1875,0.700085,0.976562,0.976562
1876,0.699467,0.937500,0.960938
1877,0.701627,0.945312,0.968750
1878,0.697781,0.937500,0.968750
1879,0.700915,0.968750,0.976562
1880,0.698238,0.945312,0.976562
1881,0.701094,0.968750,0.976562
1882,0.700379,0.945312,0.953125
1883,0.698385,0.921875,0.960938
1884,0.701777,0.937500,0.953125
1885,0.700426,0.945312,0.968750
1886,0.698652,0.906250,0.937500
1887,0.700472,0.953125,0.976562
1888,0.698312,0.937500,0.960938
1889,0.701042,0.945312,0.960938
1890,0.699349,0.945312,0.953125
1891,0.700134,0.968750,0.984375
1892,0.699207,0.968750,0.984375
1893,0.700058,0.968750,0.976562
1894,0.700745,0.953125,0.992188
1895,0.699278,0.937500,0.968750
1896,0.698097,0.976562,0.976562
1897,0.701112,0.976562,0.984375
1898,0.702352,0.929688,0.953125
1899,0.699097,0.953125,0.960938
1900,0.700231,0.921875,0.953125
1901,0.697952,0.984375,0.984375
1902,0.700061,0.960938,0.968750
1903,0.700237,0.960938,0.992188
1904,0.701585,0.968750,0.976562
1905,0.699805,0.929688,0.960938
1906,0.699089,0.960938,0.984375
1907,0.701688,0.937500,0.960938
1908,0.700224,0.921875,0.960938
1909,0.701287,0.960938,0.968750
1910,0.700967,0.953125,0.984375
1911,0.700677,0.945312,0.960938
1912,0.698390,0.984375,0.984375
1913,0.701454,0.953125,0.984375
1914,0.699275,0.945312,0.968750
1915,0.701451,0.960938,0.984375
1916,0.701312,0.929688,0.968750
1917,0.701190,0.937500,0.960938
1918,0.701093,0.953125,0.976562
1919,0.701560,0.953125,0.960938
1920,0.702216,0.968750,1.000000
1921,0.699422,0.945312,0.984375
1922,0.698378,0.921875,0.937500
1923,0.699790,0.976562,0.992188
1924,0.700915,0.953125,0.960938
1925,0.700731,0.937500,0.968750
1926,0.700251,0.945312,0.968750
1927,0.698853,0.945312,0.976562
1928,0.701761,0.984375,0.984375
1929,0.702594,0.960938,0.984375
1930,0.700112,0.953125,0.960938
1931,0.699861,0.937500,0.945312
1932,0.698468,0.968750,0.984375
1933,0.703637,0.968750,0.968750
1934,0.699165,0.968750,0.976562
1935,0.704464,0.945312,0.968750
1936,0.701130,0.984375,1.000000
1937,0.702094,0.929688,0.960938
1938,0.696794,0.968750,0.976562
1939,0.701160,0.960938,0.992188
1940,0.701738,0.929688,0.992188
1941,0.699181,0.945312,0.960938
1942,0.701292,0.968750,0.976562
1943,0.702462,0.960938,0.976562
1944,0.700332,0.953125,0.968750
1945,0.702948,0.929688,0.945312
1946,0.700906,0.953125,0.968750
1947,0.699894,0.929688,0.953125
1948,0.702812,0.968750,0.968750
1949,0.700062,0.945312,0.968750
1950,0.703186,0.976562,0.976562
1951,0.702977,0.921875,0.960938
1952,0.700182,0.937500,0.960938
1953,0.701656,0.976562,1.000000
1954,0.700405,0.937500,0.976562
1955,0.704228,0.929688,0.968750
1956,0.703490,0.976562,0.984375
1957,0.701365,0.976562,0.976562
1958,0.699001,0.960938,0.984375
1959,0.702172,0.960938,0.976562
1960,0.701180,0.945312,0.968750
1961,0.702938,0.960938,0.960938
1962,0.702105,0.960938,0.960938
1963,0.700519,0.953125,0.968750
1964,0.703653,0.968750,0.968750
1965,0.701430,0.937500,0.968750
1966,0.703707,0.953125,0.976562
1967,0.700380,0.976562,0.976562
1968,0.701989,0.945312,0.968750
1969,0.703000,0.914062,0.953125
1970,0.703504,0.945312,0.976562
1971,0.701788,0.960938,0.976562
1972,0.701856,0.945312,0.960938
1973,0.703363,0.953125,0.976562
1974,0.703429,0.992188,1.000000
1975,0.703738,0.953125,0.968750
1976,0.702502,0.976562,0.976562
1977,0.702018,0.968750,0.984375
1978,0.702778,0.968750,0.976562
1979,0.703475,0.984375,0.992188
1980,0.703402,0.929688,0.976562
1981,0.701145,0.968750,0.976562
1982,0.703978,0.984375,0.992188
1983,0.700139,0.945312,0.960938
1984,0.703890,0.953125,0.976562
1985,0.700230,0.929688,0.968750
1986,0.702852,0.945312,0.953125
1987,0.702503,0.960938,0.976562
1988,0.699736,0.953125,0.976562
1989,0.703574,0.945312,0.960938
1990,0.701411,0.960938,0.984375
1991,0.702077,0.968750,0.984375
1992,0.703286,0.968750,0.992188
1993,0.701140,0.929688,0.953125
1994,0.703598,0.937500,0.968750
1995,0.704183,0.992188,0.992188
1996,0.704657,0.945312,0.976562
1997,0.703945,0.929688,0.960938
1998,0.699794,0.945312,0.953125
1999,0.703782,0.976562,0.984375
2000,0.704446,0.960938,1.000000
2001,0.699583,0.968750,0.984375
2002,0.705053,0.953125,0.953125
2003,0.703127,0.937500,0.960938
2004,0.701026,0.960938,0.968750
2005,0.705050,0.914062,0.953125
2006,0.704609,0.953125,0.968750
2007,0.704706,0.976562,0.984375
2008,0.703670,0.953125,0.984375
2009,0.701604,0.968750,0.992188
2010,0.701022,0.953125,0.960938
2011,0.703469,0.960938,0.960938
2012,0.704409,0.968750,0.976562
2013,0.704968,0.984375,0.992188
2014,0.701110,0.984375,0.992188
2015,0.703081,0.960938,0.984375
2016,0.703642,0.937500,0.960938
2017,0.704706,0.953125,0.984375
2018,0.704190,0.937500,0.960938
2019,0.705487,0.968750,0.976562
2020,0.702911,0.937500,0.945312
2021,0.704204,0.945312,0.960938
2022,0.704274,0.960938,0.984375
2023,0.704622,1.000000,1.000000
2024,0.702031,0.937500,0.953125
2025,0.705812,0.937500,0.953125
2026,0.701725,0.960938,0.968750
2027,0.705018,0.937500,0.953125
2028,0.701781,0.960938,0.976562
2029,0.703481,0.984375,1.000000
2030,0.700118,0.960938,0.976562
2031,0.700848,0.984375,0.992188
2032,0.702966,0.976562,0.984375
2033,0.705139,0.968750,0.984375
2034,0.701333,0.921875,0.953125
2035,0.702984,0.929688,0.929688
2036,0.703471,0.921875,0.953125
2037,0.702574,0.960938,0.976562
2038,0.705264,0.929688,0.937500
2039,0.703480,0.960938,0.976562
2040,0.702080,0.914062,0.953125
2041,0.702559,0.937500,0.953125
2042,0.704528,0.953125,0.953125
2043,0.706517,0.984375,0.992188
2044,0.703827,0.968750,0.992188
2045,0.703399,0.921875,0.937500
2046,0.701748,0.976562,0.976562
2047,0.705072,0.953125,0.953125
2048,0.705535,0.953125,0.976562
2049,0.703875,0.937500,0.945312
2050,0.705070,0.929688,0.953125
2051,0.704998,0.953125,0.968750
2052,0.703940,0.976562,0.976562
2053,0.706184,0.953125,0.976562
2054,0.705279,0.968750,0.992188
2055,0.702337,0.976562,0.984375
2056,0.704722,0.953125,0.984375
2057,0.700441,0.953125,0.953125
2058,0.704212,0.976562,0.976562
2059,0.703809,0.953125,0.976562
2060,0.703824,0.976562,0.984375
2061,0.701808,0.968750,0.984375
2062,0.702926,0.968750,0.968750
2063,0.703681,0.945312,0.968750
2064,0.703427,0.960938,0.968750
2065,0.705167,0.945312,0.968750
2066,0.704402,0.953125,0.960938
2067,0.703769,0.945312,0.960938
2068,0.704619,0.968750,0.968750
2069,0.706569,0.929688,0.976562
2070,0.704260,0.968750,0.984375
2071,0.703369,0.968750,0.968750
2072,0.703964,0.960938,0.968750
2073,0.703558,0.992188,1.000000
2074,0.705157,0.984375,1.000000
2075,0.705748,0.945312,0.976562
2076,0.702963,0.968750,0.992188
2077,0.703692,0.937500,0.953125
2078,0.705482,0.976562,0.992188
2079,0.704149,0.953125,0.960938
2080,0.706133,0.976562,0.976562
2081,0.705413,0.960938,0.976562
2082,0.706765,0.945312,0.953125
2083,0.701658,0.984375,0.992188
2084,0.705212,0.976562,0.984375
2085,0.705910,0.960938,0.984375
2086,0.702769,0.976562,0.984375
2087,0.704102,0.976562,0.984375
2088,0.705450,0.921875,0.960938
2089,0.705122,0.953125,0.984375
2090,0.705992,0.921875,0.953125
2091,0.704744,0.945312,0.945312
2092,0.703710,0.953125,0.953125
2093,0.706994,0.953125,0.968750
2094,0.704062,0.976562,0.984375
2095,0.706610,0.984375,0.984375
2096,0.707093,0.929688,0.968750
2097,0.705075,0.937500,0.953125
2098,0.706992,0.960938,0.976562
2099,0.706167,0.976562,0.992188
2100,0.704278,0.960938,0.984375
2101,0.704363,0.968750,0.984375
2102,0.705353,0.968750,0.984375
2103,0.703353,0.953125,0.984375
2104,0.706077,0.968750,0.992188
2105,0.705460,0.968750,0.976562
2106,0.705664,0.929688,0.992188
2107,0.706317,0.976562,0.976562
2108,0.704162,0.968750,0.992188
2109,0.706457,0.953125,0.968750
2110,0.705351,0.953125,0.968750
2111,0.706316,0.968750,0.976562
2112,0.707088,0.968750,0.992188
2113,0.703175,0.945312,0.960938
2114,0.706265,0.929688,0.960938
2115,0.707071,0.937500,0.984375
2116,0.701624,0.945312,0.992188
2117,0.704780,0.968750,1.000000
2118,0.705745,0.929688,0.945312
2119,0.707361,0.937500,0.968750
2120,0.704669,0.960938,0.968750
2121,0.706014,0.968750,0.976562
2122,0.703650,0.953125,0.968750
2123,0.703573,0.984375,0.984375
2124,0.706082,0.992188,1.000000
2125,0.704696,0.976562,0.984375
2126,0.704845,0.960938,0.992188
2127,0.702398,0.937500,0.960938
2128,0.704699,0.945312,0.968750
2129,0.700969,0.976562,0.984375
2130,0.706455,0.914062,0.945312
2131,0.703630,0.921875,0.960938
2132,0.702702,0.953125,0.976562
2133,0.704380,0.960938,0.984375
2134,0.707122,0.937500,0.976562
2135,0.706116,0.914062,0.937500
2136,0.705533,0.960938,0.984375
2137,0.706549,0.976562,0.976562
2138,0.704169,0.960938,0.968750
2139,0.705917,0.953125,0.960938
2140,0.701782,0.937500,0.968750
2141,0.705460,0.960938,0.976562
2142,0.704504,0.968750,0.976562
2143,0.705759,0.984375,0.984375
2144,0.704957,0.945312,0.960938
2145,0.704150,0.968750,0.976562
2146,0.707467,0.937500,0.960938
2147,0.704812,0.984375,0.992188
2148,0.705242,0.968750,0.992188
2149,0.705525,0.960938,0.992188
2150,0.706796,0.976562,0.984375
2151,0.706235,0.976562,0.992188
2152,0.706737,0.976562,1.000000
2153,0.705897,0.929688,0.968750
2154,0.704523,0.929688,0.968750
2155,0.706894,0.992188,0.992188
2156,0.706240,0.976562,0.992188
2157,0.705907,0.960938,0.976562
2158,0.705643,0.960938,0.968750
2159,0.706384,0.976562,0.984375
2160,0.706226,0.968750,0.992188
2161,0.706784,0.937500,0.968750
2162,0.707218,0.945312,0.968750
2163,0.703316,0.968750,0.976562
2164,0.703440,0.984375,1.000000
2165,0.707310,0.968750,0.984375
2166,0.707886,0.945312,0.984375
2167,0.703598,0.984375,1.000000
2168,0.703234,0.976562,0.984375
2169,0.706213,0.976562,0.976562
2170,0.703201,0.984375,0.984375
2171,0.703781,0.921875,0.960938
2172,0.706182,0.960938,0.968750
2173,0.707544,0.953125,0.984375
2174,0.707573,0.929688,0.968750
2175,0.707060,0.945312,0.976562
2176,0.706981,0.937500,0.960938
2177,0.706768,0.968750,1.000000
2178,0.707034,0.960938,0.968750
2179,0.705514,0.960938,0.968750
2180,0.707527,0.976562,0.984375
2181,0.706930,0.984375,0.992188
2182,0.707371,0.992188,0.992188
2183,0.706751,0.960938,0.992188
2184,0.704223,0.968750,0.968750
2185,0.705840,0.960938,0.984375
2186,0.705961,0.992188,1.000000
2187,0.703826,0.945312,0.984375
2188,0.706853,0.968750,0.984375
2189,0.704239,0.953125,0.984375
2190,0.705181,0.937500,0.968750
2191,0.705762,0.960938,0.984375
2192,0.707852,0.992188,0.992188
2193,0.703682,0.953125,0.968750
2194,0.705830,0.960938,0.984375
2195,0.704324,0.968750,0.976562
2196,0.706699,0.937500,0.976562
2197,0.708507,0.953125,0.968750
2198,0.705681,0.976562,0.984375
2199,0.706249,0.960938,0.984375
2200,0.706663,0.968750,0.984375
2201,0.707698,0.945312,0.984375
2202,0.705473,0.960938,0.984375
2203,0.705338,0.960938,0.984375
2204,0.706431,0.960938,0.968750
2205,0.704414,0.984375,1.000000
2206,0.705806,0.929688,0.984375
2207,0.705234,0.960938,0.968750
2208,0.707241,0.945312,0.984375
2209,0.706576,0.968750,0.984375
2210,0.705426,0.976562,0.984375
2211,0.705186,0.984375,0.984375
2212,0.704680,0.945312,0.976562
2213,0.705958,0.953125,0.960938
2214,0.705907,0.960938,0.984375
2215,0.707676,0.929688,0.960938
2216,0.707565,0.976562,0.984375
2217,0.705213,0.992188,0.992188
2218,0.706439,0.976562,0.992188
2219,0.706244,0.992188,1.000000
2220,0.705002,0.945312,0.960938
2221,0.705538,0.960938,0.976562
2222,0.704632,0.976562,0.984375
2223,0.707574,0.960938,0.992188
2224,0.705136,0.953125,0.968750
2225,0.705836,0.960938,0.992188
2226,0.705201,0.968750,0.992188
2227,0.705833,0.968750,0.984375
2228,0.705055,0.984375,0.992188
2229,0.704635,0.929688,0.976562
2230,0.706610,0.945312,0.960938
2231,0.705730,0.968750,0.968750
2232,0.703787,0.968750,0.976562
2233,0.705558,0.992188,1.000000
2234,0.705982,0.914062,0.945312
2235,0.705528,0.968750,0.992188
2236,0.707451,0.960938,0.984375
2237,0.706304,0.960938,0.984375
2238,0.706741,0.960938,0.992188
2239,0.707570,0.976562,0.976562
2240,0.705089,0.953125,0.976562
2241,0.703899,0.984375,0.992188
2242,0.706163,0.937500,0.968750
2243,0.704140,0.945312,0.976562
2244,0.706812,0.960938,0.976562
2245,0.707479,0.976562,0.984375
2246,0.707324,0.968750,0.984375
2247,0.703390,0.968750,0.984375
2248,0.706514,0.968750,0.968750
2249,0.708315,0.992188,0.992188
2250,0.707626,0.984375,0.992188
2251,0.707008,0.968750,1.000000
2252,0.705925,0.968750,0.976562
2253,0.703344,0.968750,0.968750
2254,0.707545,0.968750,0.976562
2255,0.708199,0.960938,0.960938
2256,0.708206,0.960938,0.984375
2257,0.706328,0.960938,0.976562
2258,0.705490,0.976562,0.992188
2259,0.706114,0.984375,0.984375
2260,0.705427,0.976562,0.976562
2261,0.703985,0.960938,0.984375
2262,0.706111,0.953125,0.968750
2263,0.705526,0.976562,0.976562
2264,0.706298,0.992188,1.000000
2265,0.706156,0.921875,0.976562
2266,0.707687,0.953125,0.984375
2267,0.704317,0.984375,0.984375
2268,0.707536,0.945312,0.968750
2269,0.706489,0.945312,0.960938
2270,0.708688,0.968750,0.992188
2271,0.708093,0.984375,0.992188
2272,0.706865,0.945312,0.976562
2273,0.707798,0.976562,0.992188
2274,0.706028,0.945312,0.960938
2275,0.704846,0.953125,0.976562
2276,0.706184,0.976562,0.992188
2277,0.705050,0.960938,0.976562
2278,0.705281,0.984375,1.000000
2279,0.705566,0.968750,0.984375
2280,0.707286,0.960938,0.984375
2281,0.707343,0.968750,0.992188
2282,0.706744,0.976562,0.984375
2283,0.706881,0.992188,1.000000
2284,0.705074,0.953125,0.984375
2285,0.704354,0.984375,0.992188
2286,0.703291,0.968750,1.000000
2287,0.707171,0.968750,0.976562
2288,0.707244,0.968750,0.976562
2289,0.706732,0.976562,0.984375
2290,0.704957,0.937500,0.960938
2291,0.704373,0.984375,1.000000
2292,0.707172,0.976562,0.984375
2293,0.705947,0.976562,0.992188
2294,0.706933,0.984375,0.984375
2295,0.702156,0.953125,0.984375
2296,0.707136,0.976562,0.992188
2297,0.706281,0.976562,1.000000
2298,0.705950,0.976562,0.976562
2299,0.708656,0.984375,0.984375
2300,0.708111,0.976562,1.000000
2301,0.707364,0.929688,0.953125
2302,0.706832,0.976562,0.992188
2303,0.705266,0.960938,0.984375
2304,0.706672,0.976562,0.976562
2305,0.705701,0.968750,0.968750
2306,0.706588,0.968750,0.976562
2307,0.706817,0.960938,0.984375
2308,0.708000,0.953125,0.960938
2309,0.706505,0.984375,0.992188
2310,0.706545,0.953125,0.960938
2311,0.706578,0.968750,0.992188
2312,0.707342,0.968750,0.992188
2313,0.706627,0.976562,0.984375
2314,0.705007,0.968750,0.984375
2315,0.705880,0.976562,0.984375
2316,0.706152,0.953125,0.992188
2317,0.705541,0.976562,0.992188
2318,0.704067,0.968750,0.984375
2319,0.707948,0.937500,0.968750
2320,0.707939,0.945312,0.976562
2321,0.704961,0.968750,0.976562
2322,0.705119,0.937500,0.968750
2323,0.704814,0.953125,0.976562
2324,0.705418,0.968750,0.968750
2325,0.707213,0.984375,0.992188
2326,0.705167,0.953125,0.984375
2327,0.707055,0.960938,0.960938
2328,0.706967,0.953125,0.992188
2329,0.706362,0.945312,0.976562
2330,0.705917,0.960938,0.976562
2331,0.707099,0.960938,0.992188
2332,0.705916,0.968750,0.976562
2333,0.706049,0.992188,1.000000
2334,0.707262,0.968750,0.976562
2335,0.707920,0.929688,0.968750
2336,0.706197,0.960938,0.968750
2337,0.706442,0.976562,0.984375
2338,0.702783,0.960938,0.968750
2339,0.708133,0.921875,0.945312
2340,0.708554,0.960938,0.976562
2341,0.708079,0.968750,0.984375
2342,0.707242,0.945312,0.960938
2343,0.704823,0.921875,0.953125
2344,0.708702,0.953125,0.976562
2345,0.706882,0.992188,0.992188
2346,0.707382,0.960938,0.984375
2347,0.707421,0.976562,0.976562
2348,0.707756,0.968750,0.984375
2349,0.703619,0.953125,0.976562
2350,0.704073,0.976562,0.976562
2351,0.705819,0.968750,0.976562
2352,0.708281,0.968750,0.976562
2353,0.706712,0.968750,0.984375
2354,0.706939,0.968750,1.000000
2355,0.706535,0.992188,0.992188
2356,0.705647,0.953125,0.976562
2357,0.705573,0.945312,0.976562
2358,0.705155,0.968750,0.976562
2359,0.705358,0.953125,0.984375
2360,0.707070,0.984375,1.000000
2361,0.705987,0.976562,0.976562
2362,0.706733,0.984375,0.992188
2363,0.707163,0.937500,0.960938
2364,0.708338,0.953125,0.976562
2365,0.705703,0.984375,0.992188
2366,0.704747,0.945312,0.968750
2367,0.706626,0.976562,1.000000
2368,0.705842,0.945312,0.968750
2369,0.704079,0.953125,0.984375
2370,0.706915,0.968750,0.976562
2371,0.704867,0.968750,0.992188
2372,0.707335,0.953125,0.984375
2373,0.706877,0.968750,0.968750
2374,0.705708,0.984375,1.000000
2375,0.706781,0.976562,0.992188
2376,0.706792,0.960938,0.976562
2377,0.708306,0.945312,0.960938
2378,0.708331,0.968750,0.976562
2379,0.704778,0.968750,0.992188
2380,0.705472,0.937500,0.968750
2381,0.707430,0.960938,0.968750
2382,0.706628,0.953125,0.976562
2383,0.708790,0.976562,0.976562
2384,0.706270,0.937500,0.984375
2385,0.706721,0.953125,0.984375
2386,0.708026,0.976562,1.000000
2387,0.708766,0.976562,0.992188
2388,0.707485,0.992188,0.992188
2389,0.708322,0.960938,0.976562
2390,0.708156,0.992188,0.992188
2391,0.704808,0.953125,0.968750
2392,0.707910,0.945312,0.968750
2393,0.706418,0.984375,0.992188
2394,0.705659,0.984375,0.984375
2395,0.707088,0.976562,0.992188
2396,0.707627,0.968750,0.992188
2397,0.707350,0.992188,0.992188
2398,0.708016,0.968750,0.984375
2399,0.705278,0.976562,1.000000
2400,0.706410,0.976562,0.992188
2401,0.705880,0.976562,0.992188
2402,0.708194,0.968750,0.984375
2403,0.706846,0.968750,0.984375
2404,0.707781,0.960938,0.984375
2405,0.705962,0.976562,0.984375
2406,0.707875,0.984375,0.992188
2407,0.704931,0.945312,0.984375
2408,0.706311,0.945312,0.976562
2409,0.706652,0.968750,0.976562
2410,0.707755,0.968750,0.992188
2411,0.705159,0.937500,0.968750
2412,0.705605,0.921875,0.953125
2413,0.706877,0.937500,0.976562
2414,0.707315,0.976562,0.984375
2415,0.706322,0.968750,0.976562
2416,0.706676,0.953125,0.968750
2417,0.706549,0.960938,0.968750
2418,0.706283,0.945312,0.992188
2419,0.706659,0.960938,0.960938
2420,0.707510,0.976562,0.992188
2421,0.708049,0.976562,0.984375
2422,0.706927,0.968750,0.976562
2423,0.706636,0.976562,0.984375
2424,0.704772,0.984375,0.992188
2425,0.708636,0.960938,0.976562
2426,0.706983,0.960938,0.976562
