smiles,aureus_MIC,aureus_logMIC,n,pos
CN(C1=C(SC2=C3)C=CC=C1)C2=CC=C3/C=N/OC4=CN(N=N4)CC5=CC=C(O)C=C5,50.0,1.6989700043360187,1,0
N#CC1=CC=C(CN2N=NC(CO/N=C/C3=CC=C4N(C)C5=C(C=CC=C5)SC4=C3)=C2)C=C1,12.5,1.0969100130080565,1,0
COC1=CC=C(C=C1)CC2=C(CO/N=C/C3=CC=C4N(C)C5=C(C=CC=C5)SC4=C3)N=NN2,50.0,1.6989700043360187,2,0
FC1=CC=C(C=C1)CC2=C(CO/N=C/C3=CC=C4N(C)C5=C(C=CC=C5)SC4=C3)N=NN2,12.5,1.0969100130080565,2,0
CC1=CC=C(C=C1)CN2N=NC(CN3C4=C(C=CC=C4)SC5=CC=CC=C35)=C2,50.0,1.6989700043360187,13,2
O=[N+](C1=CC=C(C=C1)CN2N=NC(CN3C4=C(C=CC=C4)SC5=CC=CC=C35)=C2)[O-],50.0,1.6989700043360187,13,2
FC1=CC=CC=C1CN2N=NC(CN3C4=C(C=CC=C4)SC5=CC=CC=C35)=C2,12.5,1.0969100130080565,13,2
OC(C=C1)=CC=C1CN(N=N2)C=C2CN3C4=CC=CC=C4SC5=C3C=CC=C5,50.0,1.6989700043360187,13,2
N#CC1=CC=C(CN2N=NC(CN3C4=C(C=CC=C4)SC5=CC=CC=C35)=C2)C=C1,6.25,0.7958800173440752,13,2
COC1=CC=C(C=C1)CN2N=NC(CN3C4=C(C=CC=C4)SC5=CC=CC=C35)=C2,25.0,1.3979400086720377,13,2
FC1=CC=C(C=C1)CN2N=NC(CN3C4=C(C=CC=C4)SC5=CC=CC=C35)=C2,12.5,1.0969100130080565,13,2
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC=C5)SC2=C1)C6=CN=CC=C6,12.5,1.0969100130080565,2,0
O=C(C1=NC=CN=C1)N/N=C/C2=CC=C3N(CC4=CN(CC5=CC=C(C#N)C=C5)N=N4)C6=C(C=CC=C6)SC3=C2,50.0,1.6989700043360187,2,0
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC=C5)SC2=C1)C6=CC=NC=C6,12.5,1.0969100130080565,2,0
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC(C(F)(F)F)=C5)SC2=C1)C6=CN=CC=C6,50.0,1.6989700043360187,2,0
O=C(C1=NC=CN=C1)N/N=C/C2=CC=C3N(CC4=CN(CC5=CC=C(C#N)C=C5)N=N4)C6=C(C=CC(C(F)(F)F)=C6)SC3=C2,50.0,1.6989700043360187,2,0
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC(C(F)(F)F)=C5)SC2=C1)C6=CC=NC=C6,50.0,1.6989700043360187,2,0
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC=C5)SC2=C1)C6=CC=C([N+]([O-])=O)C=C6,25.0,1.3979400086720377,8,2
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC=C5)SC2=C1)C6=CC=CC=C6,12.5,1.0969100130080565,8,2
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC=C5)SC2=C1)C6=CC=C(F)C=C6,6.25,0.7958800173440752,8,2
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC=C5)SC2=C1)C6=CC=C(C)C=C6,25.0,1.3979400086720377,8,2
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC(C(F)(F)F)=C5)SC2=C1)C6=CC=C([N+]([O-])=O)C=C6,25.0,1.3979400086720377,8,2
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC(C(F)(F)F)=C5)SC2=C1)C6=CC=CC=C6,50.0,1.6989700043360187,8,2
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC(C(F)(F)F)=C5)SC2=C1)C6=CC=C(F)C=C6,6.25,0.7958800173440752,8,2
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC(C(F)(F)F)=C5)SC2=C1)C6=CC=C(C)C=C6,25.0,1.3979400086720377,8,2
O=C(N1CCC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4,12.544,1.0984360453403632,12,0
O=C(N1CCC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC(C)=C(C)C=C5N=C4,25.1199,1.4000179061824103,12,0
O=C(N1CCC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C,24.95281,1.3971194597300385,12,0
O=C(N1CCC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4SC,25.079,1.399310215446545,12,0
O=C(N1CCC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C6=CC=CC=C6,12.6005,1.1003877786836413,3,0
O=C(N1C(C)CC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4,12.66262,1.1025235740714672,12,0
O=C(N1C(C)CC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC(C)=C(C)C=C5N=C4.C,12.41519,1.09395337031186,12,0
O=C(N1C(C)CC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C,25.1199,1.4000179061824103,12,0
O=C(N1C(C)CC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4SC,25.1118,1.3998778438180506,12,0
O=C(N1C(C)CC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C6=CC=CC=C6,25.11768,1.3999795232129102,3,0
O=C(N1CCC2=C1C=C([N+]([O-])=O)C=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4,12.5054,1.0970975877110194,12,0
O=C(N1CCC2=C1C=C([N+]([O-])=O)C=C2)CN(N=N3)C=C3CN4C5=CC(C)=C(C)C=C5N=C4,12.51234,1.0973385370359159,12,0
O=C(N1CCC2=C1C=C([N+]([O-])=O)C=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C,25.0458,1.3987349082569829,12,0
O=C(N1CCC2=C1C=C([N+]([O-])=O)C=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4SC,13.0355,1.1151276939682038,12,0
O=C(N1CCC2=C1C=C([N+]([O-])=O)C=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C6=CC=CC=C6,12.467,1.0957619594775003,3,0
[H]C1=CC=C2C(N(CC3=CN(CC4=CC=CC=C4F)N=N3)C(C=CC=C5)=C5S2)=C1,12.5,1.0969100130080565,13,2
[H]C1=CC=C2C(N(CC3=CN(CC4=CC=C(O)C=C4)N=N3)C(C=CC=C5)=C5S2)=C1,50.0,1.6989700043360187,13,2
[H]C1=CC=C2C(N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C(C=CC=C5)=C5S2)=C1,6.25,0.7958800173440752,13,2
[H]C1=CC=C2C(N(CC3=CN(CC4=CC=C(OC)C=C4)N=N3)C(C=CC=C5)=C5S2)=C1,25.0,1.3979400086720377,13,2
[H]C1=CC=C2C(N(CC3=CN(CC4=CC=C(F)C=C4)N=N3)C(C=CC=C5)=C5S2)=C1,12.5,1.0969100130080565,13,2
FC(C1=CC=C2C(N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C(C=CC=C5)=C5S2)=C1)(F)F,12.5,1.0969100130080565,13,2
[H]C1=CC=C2C(N(CC3NNN(C4=CC=C(C#N)C=C4)C3)C(C=CC(/C=N/NC(C5=CC=NC=N5)=O)=C6)=C6S2)=C1,50.0,1.6989700043360187,2,0
[H]C1=CC=C2C(N(CC3NNN(C4=CC=C(C#N)C=C4)C3)C(C=CC(/C=N/NC(C5=CC=CN=C5)=O)=C6)=C6S2)=C1,12.5,1.0969100130080565,2,0
O=C(C1=CC=NC=C1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,50.0,1.6989700043360187,1,0
O=C(C1=CC=NC=N1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,50.0,1.6989700043360187,2,0
O=C(C1=CC=CN=C1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,50.0,1.6989700043360187,2,0
[H]C1=CC=C2C(N(CC3NNN(C4=CC=C(C#N)C=C4)C3)C(C=CC(/C=N/NC(C5=CC=C([N+]([O-])=O)C=C5)=O)=C6)=C6S2)=C1,25.0,1.3979400086720377,8,2
[H]C1=CC=C2C(N(CC3NNN(C4=CC=C(C#N)C=C4)C3)C(C=CC(/C=N/NC(C5=CC=C([H])C=C5)=O)=C6)=C6S2)=C1,12.5,1.0969100130080565,8,2
[H]C1=CC=C2C(N(CC3NNN(C4=CC=C(C#N)C=C4)C3)C(C=CC(/C=N/NC(C5=CC=C(F)C=C5)=O)=C6)=C6S2)=C1,6.25,0.7958800173440752,8,2
[H]C1=CC=C2C(N(CC3NNN(C4=CC=C(C#N)C=C4)C3)C(C=CC(/C=N/NC(C5=CC=C(C)C=C5)=O)=C6)=C6S2)=C1,25.0,1.3979400086720377,8,2
O=C(C1=CC=C([N+]([O-])=O)C=C1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,25.0,1.3979400086720377,8,2
O=C(C1=CC=C([H])C=C1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,50.0,1.6989700043360187,8,2
O=C(C1=CC=C(F)C=C1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,6.25,0.7958800173440752,8,2
O=C(C1=CC=C(C)C=C1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,25.0,1.3979400086720377,8,2
O=C(NCC[NH3+])C(N=N1)=CN1C2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2,16.0,1.2041199826559248,10,8
O=C(NCC[NH3+])C(N=N1)=CN1C2=CC=C(OCCCCCCC)C=C2,4.0,0.6020599913279624,10,8
O=C(NCCNC(N)=[NH2+])C1=CN(C2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2)N=N1,8.0,0.9030899869919435,10,8
O=C(NCCNC(N)=[NH2+])C1=CN(C2=CC=C(OCCCCCCC)C=C2)N=N1,4.0,0.6020599913279624,10,8
O=C(NCCNC(N)=[NH2+])C1=CN(C(C=C2)=CC=C2OCC3=CC(C(C)(C)C)=CC(C(C)(C)C)=C3)N=N1,8.0,0.9030899869919435,2,2
C/C(C1=CN(CC2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2)N=N1)=N\NC(N)=[NH2+],4.0,0.6020599913279624,2,2
C/C(C1=CN(C2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2)N=N1)=N\NC(N)=[NH2+],4.0,0.6020599913279624,10,8
O=C1C=C(OCC2=CN(C3=CC=CC=C3OC)N=N2)C4=C(O1)C=CC=C4,200.0,2.3010299956639813,2,0
O=C1C=C(OCC2=CN(C3=CC=C(F)C=C3)N=N2)C4=C(O1)C=CC=C4,1600.0,3.2041199826559246,2,0
O=C1C=C(NCC2=CN(C3=CC=CC([N+]([O-])=O)=C3)N=N2)C4=C(O1)C=CC=C4,100.0,2.0,1,0
O=C(N1CCN(C2=CC=CC=C2)CC1)CN3N=NC(COC4=CC=CC=C4)=C3,49.99,1.6988831367525903,18,0
CC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=CC=C4)CC3)=O)N=N2)C=C1,50.13,1.7000977046130539,18,0
CCC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=CC=C4)CC3)=O)N=N2)C=C1,49.99,1.6988831367525903,18,0
O=C(N1CCN(C2=CC=CC=C2)CC1)CN3N=NC(COC4=CC=C(C5=CC=CC=C5)C=C4)=C3,24.99,1.39776625612645,3,0
O=C(N1CCN(C2=CC=CC=C2)CC1)CN3N=NC(COC4=C5C=CC=CC5=CC=C4)=C3,24.99,1.39776625612645,3,0
FC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=CC=C4)CC3)=O)N=N2)C=C1,49.99,1.6988831367525903,18,0
ClC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=CC=C4)CC3)=O)N=N2)C=C1,49.99,1.6988831367525903,18,0
BrC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=CC=C4)CC3)=O)N=N2)C=C1,49.99,1.6988831367525903,18,0
CC1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=CC=C4)=C3)=O)CC2)C=C1,50.13,1.7000977046130539,18,0
CC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=C(C)C=C4)CC3)=O)N=N2)C=C1,49.99,1.6988831367525903,18,0
CC1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(CC)C=C4)=C3)=O)CC2)C=C1,48.87,1.6890423390281717,18,0
CC1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(C5=CC=CC=C5)C=C4)=C3)=O)CC2)C=C1,48.43,1.6851144690465394,3,0
CC1=CC=C(C=C1)N2CCN(CC2)C(CN3N=NC(COC4=C5C=CC=CC5=CC=C4)=C3)=O,48.04,1.6816029987308685,3,0
CC1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(F)C=C4)=C3)=O)CC2)C=C1,24.85,1.395326393069351,18,0
CC1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(Cl)C=C4)=C3)=O)CC2)C=C1,48.98,1.6900187807886953,18,0
CC1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(Br)C=C4)=C3)=O)CC2)C=C1,22.3,1.3483048630481607,18,0
O=[N+](C1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=CC=C4)=C3)=O)CC2)C=C1)[O-],49.53,1.6948683279824561,18,0
CC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=C([N+]([O-])=O)C=C4)CC3)=O)N=N2)C=C1,23.59,1.3727279408855955,18,0
O=[N+](C1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(CC)C=C4)=C3)=O)CC2)C=C1)[O-],45.86,1.66143405039392,18,0
O=[N+](C1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(C5=CC=CC=C5)C=C4)=C3)=O)CC2)C=C1)[O-],40.53,1.607776603741693,3,0
O=[N+](C1=CC=C(N2CCN(C(CN3N=NC(COC4=C5C=CC=CC5=CC=C4)=C3)=O)CC2)C=C1)[O-],43.36,1.6370892735303304,3,0
O=[N+](C1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(F)C=C4)=C3)=O)CC2)C=C1)[O-],23.38,1.3688445068258213,18,0
O=[N+](C1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(Cl)C=C4)=C3)=O)CC2)C=C1)[O-],45.12,1.654369090975286,18,0
O=[N+](C1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(Br)C=C4)=C3)=O)CC2)C=C1)[O-],20.62,1.3142886609474977,18,0
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC=CC=C4C)N=N3,200.0,2.3010299956639813,10,0
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC(C)=CC(C)=C4)N=N3,100.0,2.0,10,0
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC=CC(Cl)=C4)N=N3,25.0,1.3979400086720377,10,0
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC(Cl)=CC(Cl)=C4)N=N3,25.0,1.3979400086720377,10,0
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC=C(OC)C=C4)N=N3,200.0,2.3010299956639813,10,0
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC(C(F)(F)F)=CC=C4)N=N3,100.0,2.0,10,0
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC=C(CCCC)C=C4)N=N3,100.0,2.0,10,0
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC=CC([N+]([O-])=O)=C4)N=N3,100.0,2.0,10,0
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC(OC)=C(Cl)C(OC)=C4)N=N3,200.0,2.3010299956639813,10,0
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC=C(Br)C=C4)N=N3,50.0,1.6989700043360187,10,0
O=C1C(/N=N/C2=CC=C(C=C2)OCC3=CN(N=N3)C4=CC=C(C=C4)OC)=C(C(C)=CO1)O,32.0,1.505149978319906,4,0
O=C1C(/N=N/C2=CC=C(C=C2)OCC3=CN(N=N3)C4=CC=CC=C4)=C(C(C)=CO1)O,32.0,1.505149978319906,4,0
O=C1C(/N=N/C2=CC=C(C=C2)OCC3=CN(N=N3)C4=CC(OC)=CC=C4)=C(C(C)=CO1)O,32.0,1.505149978319906,4,0
O=C1C(N=NC2=CC=C(OCC3=CN(C4=CC=C(F)C=C4)N=N3)C=C2)=C(O)C(C)=CO1,256.0,2.4082399653118496,1,0
O=C1C(/N=N/C2=CC=C(OCC3=CN(C4=C5C=CC=CC5=CC=C4)N=N3)C=C2)=C(O)C(C)=CO1,128.0,2.1072099696478683,1,0
O=C1C(/N=N/C2=CC=C(OCC3=CN(C4=CC=C(Br)C=C4)N=N3)C=C2)=C(O)C(C)=CO1,128.0,2.1072099696478683,4,0
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC=C(OC)C=C4)N=N3)C=C2)C=C(OCO5)C5=C1,32.0,1.505149978319906,8,0
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC=CC=C4)N=N3)C=C2)C=C(OCO5)C5=C1,64.0,1.806179973983887,8,0
OC1=C(C=C2OCOC2=C1)/N=N/C3=CC=C(C=C3)OCC4=CN(N=N4)C5=CC=C(C=C5)OC,128.0,2.1072099696478683,8,0
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC=C(F)C=C4)N=N3)C=C2)C=C(OCO5)C5=C1,256.0,2.4082399653118496,8,0
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=C5C=CC=CC5=CC=C4)N=N3)C=C2)C=C(OCO6)C6=C1,256.0,2.4082399653118496,1,0
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC=C([N+]([O-])=O)C=C4)N=N3)C=C2)C=C(OCO5)C5=C1,256.0,2.4082399653118496,8,0
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC(Cl)=C(F)C=C4)N=N3)C=C2)C=C(OCO5)C5=C1,256.0,2.4082399653118496,8,0
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC=C(Br)C=C4)N=N3)C=C2)C=C(OCO5)C5=C1,256.0,2.4082399653118496,8,0
OC1=C(C=C2OCOC2=C1)/N=N/C3=CC=C(C=C3)OCC4=CN(N=N4)C5=CC(OC)=CC=C5,128.0,2.1072099696478683,8,0
COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OC)=C2)OCC3=CN(N=N3)C4=CC=C(C=C4Cl)F)=O,6.25,0.7958800173440752,3,1
COC1=CC(OC)=C(C(=O)/C=C/C2=CC=C(OCC3=CN(C4=CC=C(F)C=C4F)N=N3)C(OC)=C2)C(O)=C1,12.5,1.0969100130080565,3,1
COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OC)=C2)OCC3=CN(N=N3)C4=CC=CC=C4Cl)=O,12.5,1.0969100130080565,3,1
COC1=CC(O)=C(C(OC)=C1)C(/C=C/C2=CC=C(C(OCC3=CN(N=N3)C4=CC=C(C=C4Cl)F)=C2)OC)=O,100.0,2.0,3,0
COC1=CC(OC)=C(C(=O)/C=C/C2=CC=C(OC)C(OCC3=CN(C4=CC=C(F)C=C4F)N=N3)=C2)C(O)=C1,100.0,2.0,3,0
COC1=CC(OC)=C(C(O)=C1)C(/C=C/C2=CC=C(C(OCC3=CN(N=N3)C4=CC=CC=C4Cl)=C2)OC)=O,25.0,1.3979400086720377,3,0
COC1=CC(OC)=C2C(=O)C=C(C3=CC=C(OCC4=CN(C5=CC=C(F)C=C5Cl)N=N4)C(OC)=C3)OC2=C1,50.0,1.6989700043360187,2,0
COC1=CC(OC)=C2C(C=C(OC2=C1)C3=CC=C(C(OC)=C3)OCC4=CN(N=N4)C5=CC=CC=C5Cl)=O,50.0,1.6989700043360187,2,0
