step,mean_reward,valid_rate
1148,0.467111,0.859375
1149,0.462363,0.828125
1150,0.464292,0.882812
1151,0.463629,0.820312
1152,0.465908,0.851562
1153,0.466388,0.851562
1154,0.462612,0.890625
1155,0.463170,0.851562
1156,0.468167,0.851562
1157,0.466997,0.835938
1158,0.468326,0.820312
1159,0.465771,0.859375
1160,0.465193,0.812500
1161,0.460803,0.953125
1162,0.464881,0.914062
1163,0.462245,0.882812
1164,0.464478,0.843750
1165,0.467090,0.867188
1166,0.466627,0.835938
1167,0.468333,0.906250
1168,0.464240,0.835938
1169,0.465816,0.867188
1170,0.468231,0.875000
1171,0.468096,0.914062
1172,0.468231,0.859375
1173,0.463963,0.882812
1174,0.466561,0.843750
1175,0.465394,0.851562
1176,0.460471,0.898438
1177,0.466070,0.851562
1178,0.464106,0.859375
1179,0.459373,0.890625
1180,0.466394,0.859375
1181,0.463692,0.828125
1182,0.466811,0.804688
1183,0.463366,0.851562
1184,0.465519,0.765625
1185,0.464292,0.781250
1186,0.463718,0.804688
1187,0.459367,0.867188
1188,0.466700,0.703125
1189,0.465841,0.781250
1190,0.465378,0.734375
1191,0.467714,0.734375
1192,0.462586,0.781250
1193,0.467331,0.757812
1194,0.466047,0.710938
1195,0.469134,0.703125
1196,0.466783,0.718750
1197,0.461053,0.734375
1198,0.462939,0.820312
1199,0.468618,0.632812
1200,0.466145,0.757812
1201,0.465361,0.695312
1202,0.466658,0.773438
1203,0.463506,0.734375
1204,0.467885,0.796875
1205,0.468281,0.757812
1206,0.462539,0.757812
1207,0.468159,0.765625
1208,0.466230,0.851562
1209,0.459856,0.867188
1210,0.465074,0.812500
1211,0.466852,0.804688
1212,0.462966,0.828125
1213,0.468523,0.796875
1214,0.461306,0.859375
1215,0.466654,0.851562
1216,0.464969,0.875000
1217,0.466007,0.835938
1218,0.465792,0.789062
1219,0.465445,0.835938
1220,0.462157,0.890625
1221,0.469532,0.921875
1222,0.459058,0.843750
1223,0.467552,0.882812
1224,0.465308,0.945312
1225,0.468055,0.851562
1226,0.464369,0.898438
1227,0.466439,0.890625
1228,0.467396,0.843750
1229,0.464588,0.898438
1230,0.463165,0.890625
1231,0.466931,0.828125
1232,0.468734,0.828125
1233,0.463868,0.882812
1234,0.467950,0.867188
1235,0.466544,0.781250
1236,0.465265,0.882812
1237,0.467720,0.867188
1238,0.467630,0.828125
1239,0.465842,0.781250
1240,0.467353,0.828125
1241,0.469442,0.773438
1242,0.465693,0.882812
1243,0.463456,0.765625
1244,0.463677,0.742188
1245,0.461143,0.804688
1246,0.464445,0.875000
1247,0.468373,0.804688
1248,0.467043,0.750000
1249,0.468056,0.828125
1250,0.467754,0.765625
1251,0.462244,0.773438
1252,0.463147,0.773438
1253,0.463155,0.804688
1254,0.466571,0.820312
1255,0.468195,0.773438
1256,0.466825,0.812500
1257,0.466752,0.851562
1258,0.463071,0.781250
1259,0.468165,0.843750
1260,0.467885,0.757812
1261,0.468019,0.828125
1262,0.468793,0.828125
1263,0.466071,0.882812
1264,0.467523,0.851562
1265,0.467612,0.820312
1266,0.468605,0.890625
1267,0.467827,0.867188
1268,0.463283,0.875000
1269,0.466089,0.890625
1270,0.463285,0.812500
1271,0.466973,0.890625
1272,0.465050,0.875000
1273,0.467723,0.882812
1274,0.469333,0.875000
1275,0.468225,0.882812
1276,0.467592,0.906250
1277,0.466929,0.882812
1278,0.463943,0.890625
1279,0.465655,0.867188
1280,0.467807,0.906250
1281,0.465677,0.914062
1282,0.465188,0.898438
1283,0.463100,0.898438
1284,0.466246,0.882812
1285,0.465850,0.921875
1286,0.468564,0.890625
1287,0.467301,0.914062
1288,0.468167,0.898438
1289,0.465170,0.835938
1290,0.468158,0.890625
1291,0.466293,0.890625
1292,0.465863,0.890625
1293,0.468104,0.882812
1294,0.465703,0.890625
1295,0.469209,0.890625
1296,0.467244,0.921875
1297,0.466025,0.898438
1298,0.466753,0.875000
1299,0.458741,0.859375
1300,0.466794,0.875000
1301,0.469019,0.882812
1302,0.467834,0.859375
1303,0.468198,0.843750
1304,0.467329,0.875000
1305,0.465614,0.890625
1306,0.469055,0.875000
1307,0.467814,0.820312
1308,0.467023,0.937500
1309,0.466289,0.867188
1310,0.468553,0.882812
1311,0.465982,0.859375
1312,0.465045,0.898438
1313,0.463715,0.890625
1314,0.462633,0.859375
1315,0.464440,0.804688
1316,0.468986,0.875000
1317,0.463931,0.851562
1318,0.469859,0.851562
1319,0.468483,0.851562
1320,0.468645,0.796875
1321,0.467835,0.789062
1322,0.463197,0.835938
1323,0.469627,0.820312
1324,0.466689,0.820312
1325,0.465641,0.820312
1326,0.468489,0.804688
1327,0.465702,0.820312
1328,0.467897,0.812500
1329,0.468393,0.789062
1330,0.468328,0.835938
1331,0.466446,0.828125
1332,0.469391,0.835938
1333,0.460636,0.859375
1334,0.465400,0.804688
1335,0.464742,0.859375
1336,0.469527,0.757812
1337,0.467435,0.789062
1338,0.468305,0.859375
1339,0.467015,0.765625
1340,0.467676,0.820312
1341,0.467714,0.789062
1342,0.466848,0.812500
1343,0.468806,0.835938
1344,0.465941,0.851562
1345,0.465653,0.773438
1346,0.466332,0.796875
1347,0.463893,0.851562
1348,0.468364,0.828125
1349,0.467260,0.812500
1350,0.465118,0.804688
1351,0.469724,0.789062
1352,0.466932,0.789062
1353,0.469904,0.859375
1354,0.462806,0.820312
1355,0.468441,0.804688
1356,0.465695,0.843750
1357,0.464977,0.843750
1358,0.468659,0.843750
1359,0.464611,0.851562
1360,0.466556,0.867188
1361,0.468858,0.890625
1362,0.467464,0.820312
1363,0.468187,0.828125
1364,0.469527,0.875000
1365,0.468438,0.843750
1366,0.467258,0.890625
1367,0.465245,0.835938
1368,0.469426,0.906250
1369,0.469805,0.875000
1370,0.469238,0.906250
1371,0.466266,0.867188
1372,0.467918,0.906250
1373,0.468147,0.898438
1374,0.467345,0.898438
1375,0.468207,0.945312
1376,0.466449,0.859375
1377,0.468126,0.851562
1378,0.466210,0.867188
1379,0.467182,0.882812
1380,0.467579,0.937500
1381,0.465789,0.875000
1382,0.468129,0.921875
1383,0.467278,0.859375
1384,0.464328,0.882812
1385,0.466436,0.812500
1386,0.468246,0.882812
1387,0.469348,0.851562
1388,0.464975,0.867188
1389,0.467026,0.890625
1390,0.470006,0.835938
1391,0.465436,0.890625
1392,0.469755,0.867188
1393,0.469450,0.953125
1394,0.467247,0.843750
1395,0.468826,0.921875
1396,0.469160,0.835938
1397,0.466381,0.812500
1398,0.469356,0.890625
1399,0.468200,0.867188
1400,0.469757,0.804688
1401,0.468476,0.882812
1402,0.469498,0.828125
1403,0.465896,0.875000
1404,0.466926,0.851562
1405,0.463817,0.859375
1406,0.466638,0.875000
1407,0.468377,0.843750
1408,0.469580,0.843750
1409,0.469187,0.937500
1410,0.468496,0.867188
1411,0.469977,0.851562
1412,0.468010,0.796875
1413,0.469047,0.875000
1414,0.460442,0.812500
1415,0.468432,0.890625
1416,0.466357,0.804688
1417,0.470098,0.875000
1418,0.466062,0.859375
1419,0.467592,0.898438
1420,0.468731,0.851562
1421,0.468577,0.875000
1422,0.469644,0.820312
1423,0.465954,0.875000
1424,0.466612,0.867188
1425,0.469213,0.875000
1426,0.466286,0.867188
1427,0.467677,0.867188
1428,0.468587,0.898438
1429,0.469309,0.867188
1430,0.469043,0.875000
1431,0.468212,0.781250
1432,0.468761,0.835938
1433,0.469759,0.828125
1434,0.469009,0.820312
1435,0.468323,0.828125
1436,0.469227,0.843750
1437,0.469241,0.828125
1438,0.467672,0.867188
1439,0.467446,0.843750
1440,0.469083,0.812500
1441,0.469463,0.835938
1442,0.469261,0.898438
1443,0.466774,0.820312
1444,0.467376,0.898438
1445,0.468359,0.859375
1446,0.467880,0.789062
1447,0.469654,0.796875
1448,0.469709,0.796875
1449,0.468411,0.820312
1450,0.461448,0.812500
1451,0.469633,0.812500
1452,0.469758,0.804688
1453,0.469558,0.835938
1454,0.467497,0.789062
1455,0.467858,0.843750
1456,0.467823,0.804688
1457,0.467137,0.820312
1458,0.466732,0.843750
1459,0.469802,0.820312
1460,0.466244,0.789062
1461,0.463601,0.828125
1462,0.467606,0.789062
1463,0.469860,0.820312
1464,0.469630,0.812500
1465,0.467105,0.804688
1466,0.466932,0.843750
1467,0.463791,0.773438
1468,0.468309,0.765625
1469,0.468078,0.750000
1470,0.469636,0.820312
1471,0.469792,0.789062
1472,0.467062,0.718750
1473,0.469191,0.750000
1474,0.465124,0.773438
1475,0.469387,0.773438
1476,0.469196,0.750000
1477,0.466389,0.765625
1478,0.468648,0.773438
1479,0.465019,0.742188
1480,0.469095,0.734375
1481,0.463817,0.687500
1482,0.469334,0.773438
1483,0.467805,0.750000
1484,0.465030,0.679688
1485,0.467124,0.773438
1486,0.468937,0.828125
1487,0.467131,0.820312
1488,0.468583,0.757812
1489,0.464835,0.742188
1490,0.470142,0.804688
1491,0.467890,0.734375
1492,0.468254,0.765625
1493,0.467877,0.796875
1494,0.467120,0.796875
1495,0.469557,0.804688
1496,0.467490,0.781250
1497,0.469477,0.804688
1498,0.466855,0.828125
1499,0.469869,0.875000
1500,0.469128,0.828125
1501,0.467098,0.898438
1502,0.468835,0.906250
1503,0.464129,0.898438
1504,0.466706,0.835938
1505,0.469962,0.843750
1506,0.470105,0.867188
1507,0.465900,0.804688
1508,0.467924,0.875000
1509,0.469295,0.773438
1510,0.469430,0.875000
1511,0.469228,0.843750
1512,0.469641,0.835938
1513,0.469482,0.851562
1514,0.469681,0.835938
1515,0.469712,0.867188
1516,0.468219,0.859375
1517,0.469465,0.929688
1518,0.465713,0.890625
1519,0.469048,0.898438
1520,0.467703,0.875000
1521,0.465725,0.875000
1522,0.469573,0.859375
1523,0.469880,0.890625
1524,0.468766,0.835938
1525,0.466083,0.898438
1526,0.466405,0.882812
1527,0.468525,0.796875
1528,0.468115,0.851562
1529,0.468246,0.882812
1530,0.470002,0.828125
1531,0.469425,0.851562
1532,0.470100,0.843750
1533,0.467583,0.867188
1534,0.468338,0.875000
1535,0.468534,0.875000
1536,0.469392,0.867188
1537,0.468195,0.851562
1538,0.465783,0.867188
1539,0.467849,0.890625
1540,0.468625,0.781250
1541,0.469715,0.851562
1542,0.467813,0.851562
1543,0.467831,0.890625
1544,0.467046,0.851562
1545,0.469507,0.851562
1546,0.469686,0.859375
1547,0.467182,0.867188
1548,0.470161,0.890625
1549,0.470153,0.867188
1550,0.467010,0.859375
1551,0.469159,0.820312
1552,0.469972,0.914062
1553,0.464739,0.789062
1554,0.469367,0.859375
1555,0.467392,0.867188
1556,0.469977,0.875000
1557,0.467755,0.835938
1558,0.469630,0.882812
1559,0.468278,0.875000
1560,0.466725,0.859375
1561,0.467686,0.867188
1562,0.469851,0.875000
1563,0.470018,0.851562
1564,0.469814,0.906250
1565,0.468779,0.867188
1566,0.469663,0.867188
1567,0.465474,0.914062
1568,0.466433,0.882812
1569,0.469209,0.882812
1570,0.467249,0.867188
1571,0.470004,0.820312
1572,0.469523,0.843750
1573,0.469660,0.796875
1574,0.464304,0.851562
1575,0.467276,0.812500
1576,0.469496,0.828125
1577,0.467863,0.804688
1578,0.468460,0.789062
1579,0.465653,0.843750
1580,0.469352,0.820312
1581,0.470132,0.773438
1582,0.467701,0.828125
1583,0.465851,0.789062
1584,0.464896,0.937500
1585,0.468817,0.882812
1586,0.469440,0.812500
1587,0.466692,0.820312
1588,0.464111,0.890625
1589,0.469855,0.906250
1590,0.468243,0.835938
1591,0.469768,0.890625
1592,0.463845,0.898438
1593,0.468167,0.914062
1594,0.468404,0.906250
1595,0.468503,0.921875
1596,0.467689,0.875000
1597,0.469777,0.906250
1598,0.469843,0.859375
1599,0.469073,0.921875
1600,0.469112,0.890625
1601,0.465919,0.867188
1602,0.469874,0.835938
1603,0.467412,0.898438
1604,0.469901,0.898438
1605,0.470108,0.859375
1606,0.460879,0.867188
1607,0.469192,0.859375
1608,0.467907,0.937500
1609,0.470028,0.851562
1610,0.469087,0.851562
1611,0.468846,0.898438
1612,0.469730,0.898438
1613,0.468436,0.914062
1614,0.468507,0.890625
1615,0.470109,0.898438
1616,0.468525,0.867188
1617,0.469556,0.843750
1618,0.464329,0.906250
1619,0.469988,0.898438
1620,0.469325,0.851562
1621,0.466203,0.843750
1622,0.469760,0.867188
1623,0.468316,0.867188
1624,0.463745,0.890625
1625,0.465315,0.820312
1626,0.469244,0.867188
1627,0.467409,0.906250
1628,0.468416,0.835938
1629,0.464364,0.898438
1630,0.468024,0.828125
1631,0.468261,0.890625
1632,0.469765,0.828125
1633,0.466588,0.843750
1634,0.468467,0.882812
1635,0.468389,0.867188
1636,0.470236,0.828125
1637,0.470001,0.835938
1638,0.470056,0.843750
1639,0.467244,0.812500
1640,0.466031,0.812500
1641,0.469622,0.867188
1642,0.468956,0.812500
1643,0.469893,0.867188
1644,0.468147,0.835938
1645,0.470192,0.828125
1646,0.469822,0.843750
1647,0.469539,0.820312
1648,0.466898,0.828125
1649,0.466112,0.875000
1650,0.466296,0.812500
1651,0.463937,0.882812
1652,0.468961,0.851562
1653,0.467956,0.882812
1654,0.466682,0.867188
1655,0.470233,0.789062
1656,0.470018,0.867188
1657,0.470010,0.851562
1658,0.464162,0.859375
1659,0.469771,0.843750
1660,0.469623,0.835938
1661,0.468296,0.875000
1662,0.466412,0.859375
1663,0.467808,0.859375
1664,0.469759,0.835938
1665,0.468241,0.890625
1666,0.468615,0.820312
1667,0.467516,0.789062
1668,0.469090,0.835938
1669,0.470053,0.867188
1670,0.469702,0.875000
1671,0.468057,0.820312
1672,0.468302,0.812500
1673,0.469442,0.796875
1674,0.466383,0.882812
1675,0.469832,0.796875
1676,0.469575,0.812500
1677,0.469549,0.835938
1678,0.469269,0.859375
1679,0.468678,0.804688
1680,0.470103,0.835938
1681,0.466412,0.835938
1682,0.465998,0.843750
1683,0.467641,0.859375
1684,0.468497,0.851562
1685,0.468365,0.835938
1686,0.468776,0.843750
1687,0.467355,0.843750
1688,0.467999,0.820312
1689,0.469985,0.875000
1690,0.470243,0.867188
1691,0.468706,0.843750
1692,0.469060,0.867188
1693,0.470027,0.820312
1694,0.465319,0.789062
1695,0.469579,0.812500
1696,0.469556,0.851562
1697,0.468129,0.812500
1698,0.468808,0.898438
1699,0.470094,0.812500
1700,0.469856,0.906250
1701,0.469833,0.882812
1702,0.466372,0.898438
1703,0.466848,0.843750
1704,0.469630,0.851562
1705,0.468319,0.898438
1706,0.470008,0.851562
1707,0.468702,0.859375
1708,0.469484,0.882812
1709,0.467994,0.859375
1710,0.465646,0.835938
1711,0.467249,0.796875
1712,0.467978,0.859375
1713,0.467959,0.851562
1714,0.467697,0.843750
1715,0.467433,0.867188
1716,0.465904,0.820312
1717,0.468707,0.875000
1718,0.466188,0.812500
1719,0.468835,0.851562
1720,0.467070,0.867188
1721,0.468964,0.820312
1722,0.470130,0.773438
1723,0.468209,0.804688
1724,0.468438,0.781250
1725,0.469681,0.796875
1726,0.470016,0.867188
1727,0.467579,0.710938
1728,0.469490,0.773438
1729,0.465955,0.765625
1730,0.467183,0.812500
1731,0.470091,0.765625
1732,0.467803,0.820312
1733,0.470057,0.851562
1734,0.466338,0.859375
1735,0.468666,0.796875
1736,0.470017,0.875000
1737,0.468005,0.835938
1738,0.462367,0.812500
1739,0.469885,0.859375
1740,0.469766,0.812500
1741,0.469769,0.812500
1742,0.468768,0.828125
1743,0.469812,0.882812
1744,0.469226,0.898438
1745,0.470096,0.843750
1746,0.467248,0.828125
1747,0.468846,0.781250
1748,0.469555,0.867188
1749,0.469926,0.859375
1750,0.469281,0.890625
1751,0.466359,0.851562
1752,0.469693,0.835938
1753,0.470283,0.835938
1754,0.469480,0.859375
1755,0.467877,0.851562
1756,0.469586,0.835938
1757,0.469653,0.843750
1758,0.469730,0.820312
1759,0.470236,0.820312
1760,0.466846,0.812500
1761,0.469320,0.820312
1762,0.465596,0.796875
1763,0.467474,0.835938
1764,0.468018,0.851562
1765,0.469750,0.773438
1766,0.464519,0.835938
1767,0.469746,0.867188
1768,0.468836,0.882812
1769,0.469773,0.828125
1770,0.468975,0.843750
1771,0.470095,0.828125
1772,0.470183,0.750000
1773,0.469932,0.867188
1774,0.468340,0.898438
1775,0.468809,0.859375
1776,0.467897,0.867188
1777,0.469757,0.898438
1778,0.470032,0.843750
1779,0.468235,0.882812
1780,0.469528,0.867188
1781,0.468156,0.859375
1782,0.470111,0.890625
1783,0.470245,0.921875
1784,0.469166,0.875000
1785,0.468882,0.929688
1786,0.469591,0.859375
1787,0.470194,0.843750
1788,0.468094,0.898438
1789,0.469567,0.851562
1790,0.469625,0.867188
1791,0.468241,0.890625
1792,0.470069,0.898438
1793,0.468526,0.882812
1794,0.469807,0.890625
1795,0.470114,0.890625
1796,0.468222,0.882812
1797,0.468107,0.937500
1798,0.468009,0.867188
1799,0.469886,0.867188
1800,0.468586,0.875000
1801,0.467657,0.875000
1802,0.470014,0.851562
1803,0.469956,0.828125
1804,0.467407,0.906250
1805,0.468997,0.867188
1806,0.469535,0.867188
1807,0.469097,0.890625
1808,0.468393,0.851562
1809,0.468069,0.843750
1810,0.470150,0.882812
1811,0.468705,0.890625
1812,0.469297,0.882812
1813,0.469132,0.859375
1814,0.470148,0.843750
1815,0.470111,0.890625
1816,0.470157,0.906250
1817,0.469841,0.882812
1818,0.469379,0.875000
1819,0.469129,0.835938
1820,0.470108,0.859375
1821,0.468157,0.882812
1822,0.470193,0.843750
1823,0.469706,0.859375
1824,0.468935,0.867188
1825,0.469971,0.882812
1826,0.468277,0.859375
1827,0.470191,0.851562
1828,0.469613,0.835938
1829,0.470178,0.835938
1830,0.469917,0.882812
1831,0.468044,0.820312
1832,0.466993,0.914062
1833,0.470280,0.851562
1834,0.467386,0.937500
1835,0.469426,0.781250
1836,0.468340,0.828125
1837,0.466354,0.882812
1838,0.468371,0.851562
1839,0.469960,0.804688
1840,0.469803,0.789062
1841,0.470103,0.867188
1842,0.470187,0.781250
1843,0.465722,0.820312
1844,0.466982,0.851562
1845,0.470177,0.734375
1846,0.470232,0.757812
1847,0.469226,0.726562
1848,0.469482,0.796875
1849,0.467716,0.835938
1850,0.468367,0.734375
1851,0.470232,0.765625
1852,0.470025,0.734375
1853,0.469404,0.757812
1854,0.470127,0.750000
1855,0.469683,0.695312
1856,0.469592,0.796875
1857,0.470171,0.695312
1858,0.470142,0.812500
1859,0.465020,0.742188
1860,0.469952,0.765625
1861,0.470233,0.695312
1862,0.468789,0.765625
1863,0.470165,0.640625
1864,0.470184,0.789062
1865,0.467226,0.812500
1866,0.467870,0.703125
1867,0.469136,0.687500
1868,0.467827,0.726562
1869,0.463509,0.710938
1870,0.467157,0.726562
1871,0.469731,0.687500
1872,0.469384,0.765625
1873,0.468993,0.718750
1874,0.470043,0.750000
1875,0.469881,0.765625
1876,0.469732,0.765625
1877,0.467449,0.718750
1878,0.469284,0.789062
1879,0.467759,0.765625
1880,0.467976,0.789062
1881,0.464145,0.812500
1882,0.466465,0.710938
1883,0.469911,0.828125
1884,0.470228,0.703125
1885,0.466970,0.812500
1886,0.469613,0.742188
1887,0.467576,0.781250
1888,0.469918,0.726562
1889,0.469182,0.726562
1890,0.467268,0.781250
1891,0.468630,0.726562
1892,0.468577,0.765625
1893,0.469974,0.750000
1894,0.467575,0.820312
1895,0.470189,0.828125
1896,0.468328,0.804688
1897,0.470283,0.742188
1898,0.466331,0.796875
1899,0.467987,0.828125
1900,0.468233,0.789062
1901,0.468628,0.820312
1902,0.470136,0.859375
1903,0.469711,0.820312
1904,0.465279,0.859375
1905,0.469761,0.882812
1906,0.465802,0.812500
1907,0.464285,0.859375
1908,0.469843,0.867188
1909,0.470172,0.820312
1910,0.467728,0.812500
1911,0.468206,0.859375
1912,0.467214,0.835938
1913,0.470237,0.843750
1914,0.469953,0.835938
1915,0.469615,0.859375
1916,0.468458,0.921875
1917,0.470111,0.859375
1918,0.469752,0.859375
1919,0.467923,0.914062
1920,0.466262,0.875000
1921,0.464758,0.906250
1922,0.469913,0.851562
1923,0.469775,0.898438
1924,0.470283,0.914062
1925,0.469992,0.890625
1926,0.469805,0.898438
1927,0.470201,0.914062
1928,0.470283,0.875000
1929,0.470114,0.906250
1930,0.469192,0.875000
1931,0.469653,0.851562
1932,0.470117,0.914062
1933,0.469922,0.843750
1934,0.469910,0.937500
1935,0.469732,0.875000
1936,0.469558,0.835938
1937,0.468629,0.882812
1938,0.469181,0.906250
1939,0.467798,0.898438
1940,0.468970,0.929688
1941,0.469921,0.882812
1942,0.468811,0.929688
1943,0.469100,0.914062
1944,0.470239,0.875000
1945,0.469819,0.898438
1946,0.468059,0.882812
1947,0.469586,0.882812
1948,0.467532,0.890625
1949,0.470239,0.835938
1950,0.469888,0.898438
1951,0.470096,0.835938
1952,0.469818,0.898438
1953,0.468373,0.867188
1954,0.469981,0.914062
1955,0.468438,0.843750
1956,0.468982,0.859375
1957,0.468362,0.875000
1958,0.469627,0.867188
1959,0.470152,0.890625
1960,0.468573,0.906250
1961,0.468560,0.859375
1962,0.470195,0.851562
1963,0.469941,0.890625
1964,0.469810,0.882812
1965,0.468908,0.851562
1966,0.469841,0.890625
1967,0.469374,0.898438
1968,0.467065,0.921875
1969,0.469681,0.882812
1970,0.469485,0.914062
1971,0.470117,0.875000
1972,0.469902,0.890625
1973,0.466548,0.804688
1974,0.470056,0.859375
1975,0.469797,0.921875
1976,0.469439,0.835938
1977,0.470026,0.890625
1978,0.470195,0.882812
1979,0.468035,0.937500
1980,0.469246,0.875000
1981,0.469759,0.867188
1982,0.470093,0.921875
1983,0.470056,0.882812
1984,0.469182,0.835938
1985,0.468412,0.890625
1986,0.470091,0.882812
1987,0.468567,0.835938
1988,0.469743,0.921875
1989,0.470196,0.898438
1990,0.467231,0.851562
1991,0.470000,0.804688
1992,0.470188,0.820312
1993,0.470201,0.835938
1994,0.468317,0.875000
1995,0.469533,0.843750
1996,0.469167,0.875000
1997,0.469813,0.804688
1998,0.468677,0.867188
1999,0.470135,0.781250
2000,0.469658,0.820312
2001,0.470193,0.835938
2002,0.470149,0.851562
2003,0.470188,0.828125
2004,0.469507,0.781250
2005,0.470127,0.734375
2006,0.468646,0.843750
2007,0.468661,0.773438
2008,0.470290,0.843750
2009,0.470143,0.835938
2010,0.470229,0.781250
2011,0.470093,0.820312
2012,0.470019,0.875000
2013,0.467745,0.804688
2014,0.470181,0.765625
2015,0.469910,0.812500
2016,0.470283,0.773438
2017,0.464081,0.843750
2018,0.470144,0.820312
2019,0.470188,0.820312
2020,0.468652,0.820312
2021,0.468294,0.820312
2022,0.468522,0.773438
2023,0.470087,0.804688
2024,0.469547,0.875000
2025,0.469879,0.851562
2026,0.468064,0.781250
2027,0.470283,0.835938
2028,0.467973,0.796875
2029,0.468809,0.828125
2030,0.467986,0.859375
2031,0.469741,0.843750
2032,0.470242,0.843750
2033,0.470194,0.843750
2034,0.468962,0.796875
2035,0.470101,0.859375
2036,0.469744,0.859375
2037,0.469282,0.835938
2038,0.470194,0.875000
2039,0.468076,0.820312
2040,0.470068,0.882812
2041,0.470283,0.828125
2042,0.466269,0.804688
2043,0.470282,0.773438
2044,0.469865,0.820312
2045,0.469851,0.875000
2046,0.469780,0.781250
2047,0.468074,0.820312
2048,0.468983,0.820312
2049,0.469305,0.812500
2050,0.469194,0.859375
2051,0.470149,0.820312
2052,0.469312,0.812500
2053,0.469242,0.773438
2054,0.467520,0.835938
2055,0.468318,0.796875
2056,0.468405,0.742188
2057,0.470181,0.734375
2058,0.467502,0.828125
2059,0.468730,0.781250
2060,0.470006,0.804688
2061,0.470041,0.781250
2062,0.468323,0.804688
2063,0.468477,0.835938
2064,0.464916,0.804688
2065,0.469750,0.789062
2066,0.470283,0.835938
2067,0.469962,0.859375
2068,0.467209,0.796875
2069,0.470283,0.773438
2070,0.470179,0.750000
2071,0.470283,0.765625
2072,0.468750,0.765625
2073,0.469779,0.828125
2074,0.469679,0.789062
2075,0.468920,0.773438
2076,0.470030,0.859375
2077,0.469847,0.789062
2078,0.469742,0.843750
2079,0.469892,0.796875
2080,0.466073,0.750000
2081,0.469835,0.867188
2082,0.468427,0.812500
2083,0.466351,0.812500
2084,0.468400,0.812500
2085,0.467963,0.835938
2086,0.470282,0.828125
2087,0.470282,0.742188
2088,0.470090,0.781250
2089,0.468005,0.835938
2090,0.470283,0.765625
2091,0.466382,0.796875
2092,0.470235,0.812500
2093,0.470193,0.835938
2094,0.467699,0.789062
2095,0.468970,0.789062
2096,0.468643,0.804688
2097,0.470191,0.820312
2098,0.465755,0.750000
2099,0.470000,0.859375
2100,0.467492,0.812500
2101,0.469762,0.804688
2102,0.468211,0.796875
2103,0.470283,0.726562
2104,0.468431,0.820312
2105,0.470007,0.796875
2106,0.470184,0.804688
2107,0.470088,0.773438
2108,0.470198,0.882812
2109,0.469143,0.804688
2110,0.464845,0.820312
2111,0.469589,0.867188
2112,0.467900,0.828125
2113,0.469808,0.882812
2114,0.469363,0.867188
2115,0.469125,0.867188
2116,0.469397,0.835938
2117,0.469623,0.757812
2118,0.466412,0.781250
2119,0.467629,0.804688
2120,0.467310,0.765625
2121,0.470179,0.726562
2122,0.469514,0.843750
2123,0.467002,0.781250
2124,0.468775,0.812500
2125,0.469716,0.812500
2126,0.470048,0.789062
2127,0.469670,0.875000
2128,0.469659,0.796875
2129,0.470106,0.851562
2130,0.470103,0.804688
2131,0.470100,0.835938
2132,0.469568,0.750000
2133,0.468659,0.812500
2134,0.469936,0.804688
2135,0.469218,0.781250
2136,0.469787,0.859375
2137,0.470278,0.781250
2138,0.467747,0.820312
2139,0.469866,0.835938
2140,0.469463,0.835938
2141,0.467790,0.812500
2142,0.467778,0.796875
2143,0.470143,0.882812
2144,0.470154,0.789062
2145,0.469920,0.835938
2146,0.470151,0.796875
2147,0.469859,0.828125
2148,0.467074,0.796875
2149,0.470188,0.820312
2150,0.470235,0.812500
2151,0.470188,0.789062
2152,0.467996,0.796875
2153,0.470100,0.835938
2154,0.470000,0.812500
2155,0.467990,0.789062
2156,0.470143,0.804688
2157,0.469379,0.804688
2158,0.470283,0.765625
2159,0.470283,0.804688
2160,0.467444,0.812500
2161,0.469947,0.781250
2162,0.469326,0.843750
2163,0.470283,0.828125
2164,0.469487,0.828125
2165,0.470184,0.789062
2166,0.470110,0.820312
2167,0.470012,0.843750
2168,0.470223,0.789062
2169,0.467844,0.851562
2170,0.467451,0.804688
2171,0.470283,0.890625
2172,0.468547,0.812500
2173,0.469866,0.914062
2174,0.470108,0.875000
2175,0.468949,0.820312
2176,0.468453,0.875000
2177,0.470050,0.835938
2178,0.470283,0.835938
2179,0.470196,0.867188
2180,0.470193,0.835938
2181,0.470161,0.898438
2182,0.469951,0.898438
2183,0.470114,0.906250
2184,0.468487,0.828125
2185,0.470062,0.859375
2186,0.469899,0.914062
2187,0.469971,0.882812
2188,0.470155,0.914062
2189,0.467782,0.859375
2190,0.470093,0.914062
2191,0.468129,0.882812
2192,0.468445,0.914062
2193,0.470283,0.859375
2194,0.467992,0.890625
2195,0.470181,0.859375
2196,0.470283,0.898438
2197,0.468170,0.859375
2198,0.470282,0.875000
2199,0.469873,0.843750
2200,0.469693,0.843750
2201,0.469934,0.867188
2202,0.470283,0.929688
2203,0.469872,0.835938
2204,0.470283,0.843750
2205,0.469650,0.820312
2206,0.469052,0.835938
2207,0.469991,0.773438
2208,0.470169,0.796875
2209,0.470203,0.867188
2210,0.468346,0.867188
2211,0.469923,0.875000
2212,0.469871,0.851562
2213,0.466692,0.851562
2214,0.469790,0.867188
2215,0.470093,0.820312
2216,0.470188,0.820312
2217,0.470184,0.789062
2218,0.470046,0.812500
2219,0.470137,0.859375
2220,0.469777,0.828125
2221,0.468965,0.882812
2222,0.470194,0.875000
