step,mean_reward,valid_rate
2223,0.465592,0.867188
2224,0.469123,0.882812
2225,0.467321,0.882812
2226,0.468754,0.882812
2227,0.467963,0.867188
2228,0.469313,0.851562
2229,0.470032,0.867188
2230,0.470199,0.875000
2231,0.470283,0.804688
2232,0.469799,0.867188
2233,0.470142,0.828125
2234,0.470149,0.875000
2235,0.470283,0.843750
2236,0.470241,0.835938
2237,0.470283,0.835938
2238,0.468934,0.867188
2239,0.470192,0.859375
2240,0.470104,0.875000
2241,0.469903,0.828125
2242,0.468948,0.875000
2243,0.469884,0.859375
2244,0.470198,0.867188
2245,0.468829,0.867188
2246,0.469937,0.875000
2247,0.469689,0.796875
2248,0.469899,0.820312
2249,0.469838,0.898438
2250,0.470196,0.898438
2251,0.467508,0.773438
2252,0.468873,0.890625
2253,0.469528,0.867188
2254,0.469829,0.867188
2255,0.470237,0.835938
2256,0.469920,0.835938
2257,0.469094,0.851562
2258,0.468132,0.804688
2259,0.470234,0.796875
2260,0.470283,0.773438
2261,0.470190,0.835938
2262,0.470100,0.851562
2263,0.470224,0.835938
2264,0.469488,0.820312
2265,0.468754,0.742188
2266,0.470134,0.765625
2267,0.470283,0.820312
2268,0.470147,0.812500
2269,0.469193,0.828125
2270,0.469332,0.765625
2271,0.470190,0.812500
2272,0.469688,0.757812
2273,0.469969,0.851562
2274,0.466806,0.781250
2275,0.470282,0.828125
2276,0.470145,0.765625
2277,0.470100,0.835938
2278,0.470179,0.750000
2279,0.469851,0.812500
2280,0.470234,0.789062
2281,0.470146,0.835938
2282,0.470283,0.812500
2283,0.468012,0.765625
2284,0.470235,0.812500
2285,0.470283,0.851562
2286,0.470135,0.789062
2287,0.470283,0.875000
2288,0.467836,0.757812
2289,0.469355,0.750000
2290,0.469271,0.812500
2291,0.470283,0.781250
2292,0.470091,0.812500
2293,0.470106,0.843750
2294,0.467748,0.773438
2295,0.468356,0.734375
2296,0.470283,0.851562
2297,0.469321,0.851562
2298,0.470239,0.882812
2299,0.469583,0.789062
2300,0.465804,0.781250
2301,0.470091,0.789062
2302,0.468132,0.789062
2303,0.469459,0.882812
2304,0.470188,0.820312
2305,0.469985,0.781250
2306,0.470283,0.710938
2307,0.470010,0.828125
2308,0.470283,0.820312
2309,0.465827,0.796875
2310,0.467946,0.828125
2311,0.469186,0.859375
2312,0.468883,0.843750
2313,0.470283,0.851562
2314,0.469838,0.843750
2315,0.469788,0.914062
2316,0.470111,0.882812
2317,0.467196,0.875000
2318,0.469968,0.875000
2319,0.466942,0.914062
2320,0.468420,0.890625
2321,0.470282,0.882812
2322,0.469780,0.882812
2323,0.468713,0.882812
2324,0.470105,0.875000
2325,0.468906,0.882812
2326,0.468502,0.898438
2327,0.469938,0.890625
2328,0.469914,0.921875
2329,0.469586,0.929688
2330,0.469773,0.898438
2331,0.469756,0.921875
2332,0.468652,0.906250
2333,0.468056,0.914062
2334,0.469835,0.851562
2335,0.470275,0.875000
2336,0.470283,0.851562
2337,0.468353,0.906250
2338,0.470238,0.867188
2339,0.467829,0.929688
2340,0.469263,0.929688
2341,0.469992,0.929688
2342,0.469576,0.937500
2343,0.470244,0.875000
2344,0.470178,0.867188
2345,0.469560,0.898438
2346,0.470105,0.875000
2347,0.470196,0.867188
2348,0.470057,0.851562
2349,0.470118,0.914062
2350,0.470245,0.914062
2351,0.468175,0.898438
2352,0.469930,0.898438
2353,0.470283,0.898438
2354,0.470102,0.898438
2355,0.468187,0.929688
2356,0.469709,0.859375
2357,0.470283,0.953125
2358,0.470283,0.929688
2359,0.470116,0.906250
2360,0.469023,0.937500
2361,0.469764,0.929688
2362,0.470166,0.945312
2363,0.470123,0.968750
2364,0.470115,0.929688
2365,0.468237,0.945312
2366,0.470283,0.937500
2367,0.470283,0.914062
2368,0.468647,0.921875
2369,0.468244,0.945312
2370,0.470201,0.898438
2371,0.467976,0.906250
2372,0.468592,0.937500
2373,0.467856,0.898438
2374,0.470197,0.906250
2375,0.469555,0.882812
2376,0.469893,0.906250
2377,0.469984,0.890625
2378,0.467052,0.906250
2379,0.470006,0.937500
2380,0.467850,0.953125
2381,0.470142,0.890625
2382,0.470199,0.921875
2383,0.470204,0.984375
2384,0.470203,0.945312
2385,0.470325,0.890625
2386,0.470161,0.937500
2387,0.470203,0.921875
2388,0.468833,0.945312
2389,0.470280,0.921875
2390,0.470163,0.953125
2391,0.470241,0.921875
2392,0.470200,0.937500
2393,0.470204,0.953125
2394,0.470160,0.929688
2395,0.469370,0.906250
2396,0.468729,0.929688
2397,0.467575,0.929688
2398,0.468000,0.945312
2399,0.470283,0.921875
2400,0.467801,0.921875
2401,0.470241,0.929688
2402,0.467352,0.921875
2403,0.470283,0.937500
2404,0.470124,0.898438
2405,0.469933,0.953125
2406,0.467355,0.906250
2407,0.469101,0.898438
2408,0.470114,0.898438
2409,0.468702,0.859375
2410,0.469845,0.937500
2411,0.469918,0.843750
2412,0.470241,0.929688
2413,0.470238,0.890625
2414,0.470075,0.906250
2415,0.470199,0.929688
2416,0.469795,0.882812
2417,0.470241,0.921875
2418,0.470283,0.882812
2419,0.470196,0.898438
2420,0.469989,0.875000
2421,0.469128,0.914062
2422,0.466796,0.867188
2423,0.470239,0.875000
2424,0.468184,0.875000
2425,0.469489,0.867188
2426,0.465959,0.867188
2427,0.470282,0.867188
2428,0.470146,0.906250
2429,0.470179,0.835938
2430,0.470194,0.843750
2431,0.470283,0.804688
2432,0.469903,0.796875
2433,0.470195,0.851562
2434,0.468467,0.867188
2435,0.470150,0.859375
2436,0.470187,0.875000
2437,0.470237,0.851562
2438,0.469870,0.851562
2439,0.470200,0.898438
2440,0.470149,0.875000
2441,0.469021,0.867188
2442,0.470276,0.843750
2443,0.470237,0.843750
2444,0.470283,0.843750
2445,0.469902,0.929688
2446,0.470152,0.875000
2447,0.470283,0.890625
2448,0.470192,0.859375
2449,0.470159,0.890625
2450,0.470283,0.828125
2451,0.467322,0.875000
2452,0.469898,0.890625
2453,0.469883,0.859375
2454,0.468175,0.898438
2455,0.470195,0.859375
2456,0.470283,0.773438
2457,0.468818,0.851562
2458,0.470283,0.867188
2459,0.470192,0.828125
2460,0.470283,0.812500
2461,0.470191,0.843750
2462,0.470282,0.843750
2463,0.468461,0.890625
2464,0.470146,0.835938
2465,0.470236,0.828125
2466,0.469837,0.804688
2467,0.467831,0.851562
2468,0.470144,0.820312
2469,0.470283,0.859375
2470,0.469309,0.828125
2471,0.470186,0.804688
2472,0.470141,0.851562
2473,0.468496,0.875000
2474,0.469427,0.812500
2475,0.470195,0.859375
2476,0.470191,0.820312
2477,0.470283,0.875000
2478,0.470186,0.804688
2479,0.470283,0.820312
2480,0.470235,0.804688
2481,0.468224,0.734375
2482,0.470185,0.796875
2483,0.470283,0.820312
2484,0.470185,0.796875
2485,0.470085,0.773438
2486,0.468675,0.812500
2487,0.470195,0.859375
2488,0.470136,0.757812
2489,0.470283,0.820312
2490,0.470187,0.812500
2491,0.470188,0.820312
2492,0.469701,0.812500
2493,0.470145,0.835938
2494,0.470283,0.820312
2495,0.466283,0.820312
2496,0.470103,0.843750
2497,0.469006,0.843750
2498,0.470106,0.851562
2499,0.470193,0.867188
2500,0.470231,0.742188
2501,0.470101,0.820312
2502,0.468363,0.804688
2503,0.466605,0.812500
2504,0.470283,0.796875
2505,0.470236,0.820312
2506,0.467968,0.781250
2507,0.469860,0.812500
2508,0.469556,0.796875
2509,0.469009,0.796875
2510,0.470296,0.757812
2511,0.468772,0.867188
2512,0.470192,0.828125
2513,0.470283,0.828125
2514,0.470233,0.789062
2515,0.470192,0.851562
2516,0.470283,0.812500
2517,0.470137,0.773438
2518,0.470237,0.851562
2519,0.470283,0.742188
2520,0.469728,0.828125
2521,0.468500,0.789062
2522,0.470022,0.875000
2523,0.470174,0.835938
2524,0.469655,0.812500
2525,0.470239,0.882812
2526,0.468217,0.890625
2527,0.468990,0.804688
2528,0.469163,0.875000
2529,0.469865,0.835938
2530,0.469436,0.859375
2531,0.470111,0.843750
2532,0.470146,0.843750
2533,0.468107,0.882812
2534,0.470147,0.859375
2535,0.470283,0.843750
2536,0.469879,0.851562
2537,0.470283,0.867188
2538,0.469145,0.875000
2539,0.469910,0.812500
2540,0.468381,0.906250
2541,0.469855,0.820312
2542,0.470189,0.828125
2543,0.470283,0.820312
2544,0.470185,0.796875
2545,0.470283,0.875000
2546,0.469824,0.765625
2547,0.470283,0.820312
2548,0.469871,0.851562
2549,0.467959,0.875000
2550,0.470283,0.835938
2551,0.468896,0.851562
2552,0.469413,0.859375
2553,0.469790,0.828125
2554,0.470274,0.796875
2555,0.470283,0.820312
2556,0.470234,0.789062
2557,0.470283,0.781250
2558,0.470186,0.804688
2559,0.470036,0.789062
2560,0.469254,0.835938
2561,0.470283,0.843750
2562,0.470283,0.867188
2563,0.470134,0.843750
2564,0.469650,0.781250
2565,0.470278,0.835938
2566,0.470206,0.867188
2567,0.470236,0.820312
2568,0.470283,0.765625
2569,0.470196,0.875000
2570,0.470283,0.812500
2571,0.469974,0.851562
2572,0.467536,0.859375
2573,0.470283,0.812500
2574,0.470283,0.820312
2575,0.470283,0.859375
2576,0.470283,0.796875
2577,0.469233,0.882812
2578,0.467119,0.851562
2579,0.470283,0.812500
2580,0.470100,0.835938
2581,0.470188,0.820312
2582,0.470237,0.867188
2583,0.469286,0.867188
2584,0.469481,0.867188
2585,0.470283,0.812500
2586,0.470084,0.835938
2587,0.470283,0.796875
2588,0.470254,0.804688
2589,0.470237,0.843750
2590,0.470181,0.750000
2591,0.467946,0.828125
2592,0.470283,0.804688
2593,0.470186,0.773438
2594,0.470183,0.781250
2595,0.470282,0.789062
2596,0.470144,0.843750
2597,0.470182,0.757812
2598,0.470139,0.765625
2599,0.469544,0.812500
2600,0.469760,0.710938
2601,0.468508,0.851562
2602,0.470042,0.796875
2603,0.470108,0.859375
2604,0.470233,0.781250
2605,0.465418,0.695312
2606,0.470172,0.679688
2607,0.466863,0.695312
2608,0.470283,0.796875
2609,0.470235,0.804688
2610,0.469442,0.812500
2611,0.470283,0.695312
2612,0.468890,0.757812
2613,0.470235,0.726562
2614,0.470226,0.687500
2615,0.470188,0.789062
2616,0.470186,0.757812
2617,0.470283,0.789062
2618,0.468191,0.843750
2619,0.469250,0.804688
2620,0.466287,0.789062
2621,0.468550,0.726562
2622,0.469773,0.710938
2623,0.469928,0.828125
2624,0.470181,0.765625
2625,0.470179,0.750000
2626,0.469239,0.828125
2627,0.469856,0.804688
2628,0.470283,0.773438
2629,0.468910,0.796875
2630,0.470048,0.820312
2631,0.470057,0.851562
2632,0.469846,0.773438
2633,0.470192,0.859375
2634,0.470238,0.859375
2635,0.469934,0.789062
2636,0.470070,0.882812
2637,0.470282,0.734375
2638,0.470283,0.804688
2639,0.467515,0.804688
2640,0.470198,0.781250
2641,0.468822,0.828125
2642,0.470001,0.835938
2643,0.470186,0.804688
2644,0.470283,0.750000
2645,0.470139,0.812500
2646,0.468843,0.820312
2647,0.470190,0.804688
2648,0.465923,0.820312
2649,0.470189,0.828125
2650,0.467361,0.781250
2651,0.470283,0.796875
2652,0.470282,0.843750
2653,0.469976,0.835938
2654,0.469757,0.796875
2655,0.469956,0.843750
2656,0.470295,0.812500
2657,0.470189,0.835938
2658,0.470152,0.859375
2659,0.469784,0.835938
2660,0.469658,0.796875
2661,0.470283,0.851562
2662,0.470283,0.835938
2663,0.470283,0.812500
2664,0.469285,0.843750
2665,0.470004,0.820312
2666,0.470282,0.875000
2667,0.469328,0.843750
2668,0.468688,0.875000
2669,0.470283,0.882812
2670,0.470307,0.804688
2671,0.470283,0.851562
2672,0.469402,0.843750
2673,0.470156,0.851562
2674,0.470193,0.867188
2675,0.469898,0.875000
2676,0.470103,0.867188
2677,0.470014,0.851562
2678,0.467898,0.875000
2679,0.468367,0.851562
2680,0.467955,0.804688
2681,0.468536,0.859375
2682,0.470283,0.851562
2683,0.470283,0.820312
2684,0.469829,0.757812
2685,0.470185,0.796875
2686,0.469875,0.843750
2687,0.470186,0.804688
2688,0.470197,0.875000
2689,0.470193,0.835938
2690,0.470192,0.828125
2691,0.468434,0.835938
2692,0.469965,0.867188
2693,0.470191,0.820312
2694,0.470283,0.898438
2695,0.468190,0.906250
2696,0.470199,0.898438
2697,0.468657,0.835938
2698,0.470283,0.859375
2699,0.468306,0.820312
2700,0.470197,0.875000
2701,0.470236,0.820312
2702,0.468688,0.851562
2703,0.470194,0.875000
2704,0.470195,0.859375
2705,0.470017,0.851562
2706,0.470238,0.867188
2707,0.467968,0.859375
2708,0.470105,0.867188
2709,0.470143,0.835938
2710,0.470152,0.875000
2711,0.468202,0.835938
2712,0.470283,0.820312
2713,0.469081,0.843750
2714,0.467424,0.875000
2715,0.470056,0.828125
2716,0.470283,0.828125
2717,0.468426,0.867188
2718,0.470247,0.812500
2719,0.469862,0.835938
2720,0.470283,0.820312
2721,0.469849,0.906250
2722,0.470234,0.796875
2723,0.469762,0.781250
2724,0.470283,0.750000
2725,0.470283,0.781250
2726,0.470282,0.812500
2727,0.470134,0.765625
2728,0.470196,0.867188
2729,0.470283,0.773438
2730,0.470191,0.851562
2731,0.470100,0.835938
2732,0.468549,0.820312
2733,0.470188,0.820312
2734,0.470188,0.789062
2735,0.470283,0.835938
2736,0.470439,0.851562
2737,0.465563,0.773438
2738,0.468054,0.812500
2739,0.470283,0.859375
2740,0.470237,0.843750
2741,0.470236,0.820312
2742,0.469751,0.804688
2743,0.470283,0.859375
2744,0.470179,0.804688
2745,0.470144,0.820312
2746,0.467779,0.765625
2747,0.468160,0.820312
2748,0.468080,0.789062
2749,0.467850,0.859375
2750,0.470190,0.835938
2751,0.467817,0.804688
2752,0.470246,0.796875
2753,0.469568,0.867188
2754,0.470283,0.820312
2755,0.470199,0.898438
2756,0.470236,0.828125
2757,0.469744,0.796875
2758,0.470178,0.867188
2759,0.469962,0.859375
2760,0.470199,0.890625
2761,0.468395,0.812500
2762,0.467857,0.867188
2763,0.470239,0.875000
2764,0.470145,0.828125
2765,0.470283,0.796875
2766,0.470200,0.890625
2767,0.470283,0.875000
2768,0.470191,0.843750
2769,0.469909,0.914062
2770,0.468192,0.937500
2771,0.468293,0.804688
2772,0.469493,0.890625
2773,0.470283,0.921875
2774,0.470282,0.929688
2775,0.470283,0.906250
2776,0.468878,0.867188
2777,0.469466,0.890625
2778,0.470239,0.882812
2779,0.470190,0.835938
2780,0.470283,0.914062
2781,0.470154,0.882812
2782,0.470120,0.914062
2783,0.467825,0.906250
2784,0.467220,0.843750
2785,0.470283,0.867188
2786,0.466751,0.906250
2787,0.470194,0.875000
2788,0.470195,0.890625
2789,0.470159,0.890625
2790,0.470244,0.882812
2791,0.470283,0.851562
2792,0.469481,0.812500
2793,0.467651,0.875000
2794,0.470120,0.890625
2795,0.470281,0.867188
2796,0.470283,0.921875
2797,0.470160,0.914062
2798,0.469166,0.898438
2799,0.470283,0.914062
2800,0.470283,0.882812
2801,0.466708,0.890625
2802,0.466261,0.906250
2803,0.469488,0.859375
2804,0.469444,0.882812
2805,0.469536,0.945312
2806,0.470238,0.882812
2807,0.468815,0.898438
2808,0.469842,0.882812
2809,0.470197,0.875000
2810,0.467800,0.890625
2811,0.470281,0.875000
2812,0.470200,0.906250
2813,0.470194,0.890625
2814,0.470154,0.859375
2815,0.470115,0.914062
2816,0.469407,0.914062
2817,0.470368,0.859375
2818,0.470116,0.890625
2819,0.470283,0.898438
2820,0.470193,0.867188
2821,0.467763,0.882812
2822,0.470157,0.906250
2823,0.470198,0.882812
2824,0.470124,0.945312
2825,0.470199,0.906250
2826,0.470238,0.867188
2827,0.470069,0.898438
2828,0.470283,0.882812
2829,0.470282,0.937500
2830,0.470283,0.921875
2831,0.469937,0.875000
2832,0.469920,0.953125
2833,0.467622,0.898438
2834,0.470283,0.875000
2835,0.470283,0.890625
2836,0.470283,0.851562
2837,0.470283,0.914062
2838,0.470240,0.906250
2839,0.470283,0.875000
2840,0.470197,0.875000
2841,0.470200,0.906250
2842,0.470283,0.875000
2843,0.468830,0.890625
2844,0.470103,0.867188
2845,0.469976,0.898438
2846,0.468564,0.859375
2847,0.470283,0.914062
2848,0.470194,0.875000
2849,0.470148,0.843750
2850,0.470162,0.929688
2851,0.468319,0.859375
2852,0.470240,0.906250
2853,0.469990,0.906250
2854,0.470198,0.914062
2855,0.470283,0.914062
2856,0.470194,0.828125
2857,0.470244,0.898438
2858,0.469977,0.875000
2859,0.470283,0.898438
2860,0.470162,0.929688
2861,0.470283,0.859375
2862,0.470293,0.914062
2863,0.470283,0.835938
2864,0.468617,0.929688
2865,0.470198,0.914062
2866,0.468386,0.843750
2867,0.470240,0.906250
2868,0.470283,0.875000
2869,0.470274,0.796875
2870,0.470283,0.921875
2871,0.470196,0.867188
2872,0.470283,0.945312
2873,0.470283,0.875000
2874,0.468097,0.875000
2875,0.470231,0.750000
2876,0.470174,0.835938
2877,0.470103,0.867188
2878,0.469813,0.835938
2879,0.470283,0.867188
2880,0.470283,0.843750
2881,0.470190,0.820312
2882,0.470242,0.851562
2883,0.470234,0.796875
2884,0.470195,0.851562
2885,0.470238,0.875000
2886,0.470240,0.898438
2887,0.470283,0.796875
2888,0.470283,0.882812
2889,0.470171,0.734375
2890,0.467415,0.867188
2891,0.470241,0.835938
2892,0.470241,0.828125
2893,0.469792,0.859375
2894,0.470283,0.843750
2895,0.468078,0.859375
2896,0.470283,0.820312
2897,0.470203,0.828125
2898,0.470144,0.843750
2899,0.469276,0.851562
2900,0.468918,0.773438
2901,0.470283,0.812500
2902,0.470283,0.851562
2903,0.468444,0.789062
2904,0.470237,0.851562
2905,0.470188,0.820312
2906,0.470095,0.820312
2907,0.468933,0.882812
2908,0.469944,0.812500
2909,0.468091,0.835938
2910,0.470086,0.765625
2911,0.470283,0.757812
2912,0.470235,0.804688
2913,0.470283,0.718750
2914,0.470231,0.750000
2915,0.470283,0.843750
2916,0.470230,0.734375
2917,0.470283,0.742188
2918,0.470226,0.687500
2919,0.470167,0.632812
2920,0.470283,0.718750
2921,0.470227,0.695312
2922,0.470283,0.750000
2923,0.470283,0.679688
2924,0.468961,0.710938
2925,0.470283,0.703125
2926,0.470283,0.671875
2927,0.470230,0.734375
2928,0.470228,0.710938
2929,0.470283,0.781250
2930,0.468277,0.703125
2931,0.469741,0.710938
2932,0.469236,0.695312
2933,0.470283,0.828125
2934,0.470283,0.703125
2935,0.470228,0.710938
2936,0.470283,0.781250
2937,0.470283,0.734375
2938,0.470283,0.726562
2939,0.470283,0.781250
2940,0.470142,0.828125
2941,0.467268,0.679688
2942,0.470283,0.750000
2943,0.469370,0.796875
2944,0.470283,0.835938
2945,0.470283,0.718750
2946,0.470232,0.757812
2947,0.470283,0.781250
2948,0.470283,0.773438
2949,0.470119,0.695312
2950,0.470103,0.835938
2951,0.467728,0.828125
2952,0.468874,0.804688
2953,0.470103,0.851562
2954,0.470195,0.890625
2955,0.470185,0.796875
2956,0.470282,0.843750
2957,0.470196,0.867188
2958,0.469330,0.804688
2959,0.470187,0.812500
2960,0.469953,0.835938
2961,0.470199,0.929688
2962,0.470184,0.789062
2963,0.470283,0.875000
2964,0.469428,0.851562
2965,0.470234,0.789062
2966,0.469920,0.835938
2967,0.470242,0.851562
2968,0.470100,0.851562
2969,0.467544,0.710938
2970,0.469937,0.875000
2971,0.470238,0.867188
2972,0.470283,0.796875
2973,0.470187,0.812500
2974,0.470283,0.843750
2975,0.470138,0.789062
2976,0.469634,0.851562
2977,0.470283,0.781250
2978,0.470283,0.796875
2979,0.470242,0.843750
2980,0.470236,0.828125
2981,0.470187,0.812500
2982,0.470189,0.828125
2983,0.467119,0.828125
2984,0.470283,0.851562
2985,0.470138,0.757812
2986,0.470283,0.765625
2987,0.469938,0.851562
2988,0.470283,0.835938
2989,0.467528,0.781250
2990,0.470237,0.851562
2991,0.470186,0.804688
2992,0.470114,0.859375
2993,0.470282,0.835938
2994,0.470283,0.835938
2995,0.470283,0.812500
2996,0.470283,0.843750
2997,0.470283,0.804688
2998,0.470141,0.804688
2999,0.470283,0.789062
3000,0.469895,0.882812
3001,0.469238,0.828125
3002,0.470139,0.812500
3003,0.470283,0.804688
3004,0.469611,0.742188
3005,0.470185,0.796875
3006,0.470283,0.812500
3007,0.470283,0.867188
3008,0.470283,0.875000
3009,0.470242,0.843750
3010,0.470283,0.828125
3011,0.470283,0.867188
3012,0.470283,0.828125
3013,0.470283,0.804688
3014,0.470282,0.820312
3015,0.469815,0.890625
3016,0.470200,0.906250
3017,0.468528,0.867188
3018,0.470192,0.859375
3019,0.470283,0.890625
3020,0.470112,0.898438
3021,0.470189,0.828125
3022,0.469851,0.828125
3023,0.469907,0.914062
3024,0.469847,0.789062
3025,0.470283,0.867188
3026,0.469327,0.875000
3027,0.469867,0.828125
3028,0.469917,0.828125
3029,0.470195,0.859375
3030,0.470283,0.828125
3031,0.470136,0.796875
3032,0.470283,0.789062
3033,0.470105,0.859375
3034,0.470236,0.828125
3035,0.469031,0.812500
3036,0.470184,0.789062
3037,0.470283,0.820312
3038,0.468399,0.859375
3039,0.470085,0.789062
3040,0.470283,0.804688
3041,0.470283,0.820312
3042,0.470283,0.765625
3043,0.470283,0.765625
3044,0.469493,0.796875
3045,0.468918,0.773438
3046,0.469022,0.796875
3047,0.468692,0.742188
3048,0.470137,0.796875
3049,0.470052,0.812500
3050,0.470283,0.726562
3051,0.470190,0.820312
3052,0.470283,0.726562
3053,0.470283,0.726562
3054,0.467971,0.718750
3055,0.470283,0.757812
3056,0.469911,0.742188
3057,0.468199,0.765625
3058,0.470283,0.789062
3059,0.470283,0.796875
3060,0.470283,0.734375
3061,0.470283,0.789062
3062,0.470081,0.757812
3063,0.470283,0.750000
3064,0.470172,0.703125
3065,0.470283,0.820312
3066,0.470283,0.750000
3067,0.470241,0.828125
3068,0.470190,0.812500
3069,0.470283,0.804688
3070,0.470244,0.882812
3071,0.470283,0.789062
3072,0.470242,0.835938
3073,0.468908,0.796875
3074,0.470283,0.796875
3075,0.467398,0.757812
3076,0.470100,0.812500
3077,0.470283,0.796875
3078,0.470175,0.757812
3079,0.468346,0.828125
3080,0.469949,0.906250
3081,0.470283,0.820312
3082,0.470234,0.789062
3083,0.470236,0.828125
3084,0.470283,0.796875
3085,0.469757,0.773438
3086,0.470100,0.835938
3087,0.470194,0.875000
3088,0.467535,0.835938
3089,0.470283,0.867188
3090,0.470283,0.781250
3091,0.468860,0.820312
3092,0.469910,0.843750
3093,0.468369,0.820312
3094,0.470274,0.812500
3095,0.470237,0.835938
3096,0.470283,0.796875
3097,0.470194,0.875000
3098,0.469492,0.875000
3099,0.470235,0.812500
3100,0.468933,0.875000
3101,0.470283,0.843750
3102,0.470283,0.835938
3103,0.470243,0.859375
3104,0.470283,0.820312
3105,0.470283,0.820312
3106,0.467112,0.867188
3107,0.469821,0.851562
3108,0.470203,0.835938
3109,0.470283,0.914062
3110,0.467577,0.890625
3111,0.470155,0.859375
3112,0.469986,0.835938
3113,0.470142,0.812500
3114,0.469945,0.921875
3115,0.469308,0.851562
3116,0.469017,0.859375
3117,0.470283,0.804688
3118,0.469801,0.796875
3119,0.470196,0.867188
3120,0.470283,0.843750
3121,0.468830,0.812500
3122,0.470283,0.851562
3123,0.470239,0.890625
3124,0.468887,0.781250
3125,0.470240,0.804688
3126,0.470283,0.812500
3127,0.468962,0.859375
3128,0.470283,0.890625
3129,0.470240,0.804688
3130,0.470239,0.875000
3131,0.469071,0.804688
3132,0.470283,0.843750
3133,0.470283,0.835938
3134,0.470283,0.828125
3135,0.470192,0.828125
3136,0.468874,0.804688
3137,0.470238,0.867188
3138,0.468042,0.742188
3139,0.470237,0.843750
3140,0.470283,0.804688
3141,0.470098,0.828125
3142,0.470188,0.820312
3143,0.469217,0.789062
3144,0.470283,0.820312
3145,0.470191,0.843750
3146,0.470237,0.835938
3147,0.470283,0.835938
3148,0.467873,0.859375
3149,0.470040,0.835938
3150,0.469436,0.859375
3151,0.469910,0.812500
3152,0.470283,0.820312
3153,0.468983,0.890625
3154,0.470283,0.867188
3155,0.470283,0.859375
3156,0.470283,0.828125
3157,0.467704,0.875000
3158,0.467267,0.765625
3159,0.470283,0.843750
3160,0.470283,0.875000
3161,0.470064,0.867188
3162,0.470239,0.875000
3163,0.468592,0.820312
3164,0.469982,0.898438
3165,0.467448,0.835938
3166,0.470283,0.867188
3167,0.467947,0.835938
3168,0.470283,0.851562
3169,0.470283,0.843750
3170,0.470235,0.812500
3171,0.470283,0.820312
3172,0.470189,0.796875
3173,0.470085,0.773438
3174,0.470190,0.812500
3175,0.470188,0.820312
3176,0.470283,0.757812
3177,0.469934,0.789062
3178,0.470234,0.796875
3179,0.469229,0.789062
3180,0.470283,0.828125
3181,0.470283,0.789062
3182,0.470193,0.835938
3183,0.470140,0.781250
3184,0.468822,0.789062
3185,0.470283,0.835938
3186,0.469834,0.781250
3187,0.470283,0.781250
3188,0.470183,0.781250
3189,0.470143,0.835938
3190,0.470130,0.765625
3191,0.470283,0.789062
3192,0.467903,0.757812
3193,0.469924,0.843750
3194,0.470283,0.843750
3195,0.470232,0.757812
3196,0.470195,0.851562
3197,0.468596,0.820312
3198,0.468709,0.843750
3199,0.469883,0.859375
3200,0.470283,0.812500
3201,0.470239,0.875000
3202,0.470283,0.820312
3203,0.469044,0.851562
3204,0.467921,0.859375
3205,0.470283,0.835938
3206,0.468952,0.851562
3207,0.470283,0.867188
3208,0.469937,0.875000
3209,0.470283,0.843750
3210,0.469201,0.781250
3211,0.470283,0.875000
3212,0.470192,0.867188
3213,0.470191,0.851562
3214,0.470283,0.812500
3215,0.470188,0.828125
3216,0.470174,0.835938
3217,0.470103,0.875000
3218,0.468299,0.828125
3219,0.470191,0.843750
3220,0.470104,0.843750
3221,0.470238,0.867188
3222,0.468646,0.906250
3223,0.470143,0.835938
3224,0.470243,0.859375
3225,0.467016,0.867188
3226,0.470239,0.875000
3227,0.470283,0.882812
3228,0.470283,0.843750
3229,0.468539,0.843750
3230,0.469552,0.914062
3231,0.470237,0.843750
3232,0.470283,0.796875
3233,0.469774,0.812500
3234,0.470237,0.851562
3235,0.470283,0.812500
3236,0.470191,0.820312
3237,0.470283,0.820312
3238,0.470189,0.804688
3239,0.470282,0.781250
3240,0.470283,0.796875
3241,0.470283,0.828125
3242,0.470136,0.765625
3243,0.470191,0.843750
3244,0.470283,0.859375
3245,0.469845,0.781250
3246,0.470283,0.820312
3247,0.470283,0.796875
3248,0.470295,0.820312
3249,0.470283,0.859375
3250,0.469809,0.804688
3251,0.470283,0.835938
3252,0.470283,0.875000
3253,0.470146,0.851562
3254,0.469448,0.859375
3255,0.470234,0.789062
3256,0.470237,0.851562
3257,0.470282,0.820312
3258,0.469307,0.812500
3259,0.470283,0.781250
3260,0.470190,0.804688
3261,0.470283,0.835938
3262,0.470283,0.843750
3263,0.469872,0.835938
3264,0.470283,0.820312
3265,0.469763,0.859375
3266,0.468794,0.843750
3267,0.470232,0.757812
3268,0.470283,0.781250
3269,0.470239,0.882812
3270,0.470283,0.882812
3271,0.467223,0.765625
3272,0.470046,0.812500
3273,0.468254,0.882812
3274,0.470188,0.789062
3275,0.470283,0.859375
3276,0.470185,0.796875
3277,0.468610,0.812500
3278,0.470283,0.796875
3279,0.468409,0.859375
3280,0.468906,0.828125
3281,0.469308,0.835938
3282,0.470184,0.789062
3283,0.468448,0.750000
3284,0.470238,0.765625
3285,0.470283,0.757812
3286,0.470283,0.734375
3287,0.469750,0.718750
3288,0.470283,0.726562
3289,0.470283,0.687500
3290,0.470228,0.710938
3291,0.470183,0.781250
3292,0.470179,0.757812
3293,0.468394,0.781250
3294,0.470070,0.757812
3295,0.470118,0.710938
3296,0.470225,0.726562
3297,0.470173,0.710938
