smiles,aureus_MIC,aureus_logMIC,n,pos,FEAT_COMPACT_0,FEAT_COMPACT_1,FEAT_COMPACT_2,FEAT_COMPACT_3,FEAT_COMPACT_4,FEAT_COMPACT_5,FEAT_COMPACT_6,FEAT_COMPACT_7,FEAT_COMPACT_8,FEAT_COMPACT_9,FEAT_COMPACT_10,FEAT_COMPACT_11,FEAT_COMPACT_12,FEAT_COMPACT_13,FEAT_COMPACT_14,FEAT_COMPACT_15,FEAT_COMPACT_16,FEAT_COMPACT_17,FEAT_COMPACT_18,FEAT_COMPACT_19,FEAT_COMPACT_20,FEAT_COMPACT_21,FEAT_COMPACT_22,FEAT_COMPACT_23,FEAT_COMPACT_24,FEAT_COMPACT_25,FEAT_COMPACT_26,FEAT_COMPACT_27,FEAT_COMPACT_28,FEAT_COMPACT_29,FEAT_COMPACT_30,FEAT_COMPACT_31
O=C(OCC1=CN(CC2=CC=CC(Cl)=C2)N=N1)/C=C/C3=COC4=C(C=C(C)C=C4)C3=O,99.916765,1.999638364463431,9,0,-4.066277260410021,23.745343581708134,10.864594639229477,-4.990347838965088,26.963212789242807,-4.156676480622191,-4.497441650912153,-5.636730790575819,9.167206501756459,-20.534405037250995,2.7953694210511384,2.040350583614692,-4.617652058806292,-9.991566517639061,3.012534982380824,-0.4461542656495415,3.7617477930187704,-4.2872756200392965,-0.6368515366057172,-1.7381377217962222,0.4010933103103715,-0.4280503544045854,-2.0391427491007827,0.24046293508840333,0.15887473364443291,-1.528581146615543,0.016479909410379426,-0.9520388914396021,-1.040503021798128,-0.36038179735506903,0.03365965508099456,-0.6387822529235507
O=C(OCC1=CN(CC2=CC=C(Cl)C=C2)N=N1)/C=C/C3=COC4=C(C=C(C)C=C4)C3=O,99.916765,1.999638364463431,9,0,-3.99066441148349,24.14673482560515,10.9460046184693,-4.458235976909456,26.61629105606441,-4.180381543666622,-4.091456945382228,-5.555599747981574,9.043912239244824,-20.85573390588488,3.162758667390048,1.843556613540469,-3.851628888078703,-10.241639684633444,3.0651762535729894,-0.4289797162830481,3.9157530663101103,-4.099317052050145,-0.8548775657237969,-2.2278972892554925,0.055680206374463796,-0.8150320525612033,-1.759114846470527,-0.591220738514654,-0.0430223857414183,-1.0219343342787055,0.6380595182357747,-1.0565015922078203,-0.6575668923824092,-0.6439279298801429,0.04670418502878723,-0.6111579570093199
O=C(OCC1=CN(CC2=CC=CC=C2C)N=N1)/C=C/C3=COC4=C(C=C(C)C=C4)C3=O,998.9382,2.9995386211297026,9,0,-4.132006458544913,23.353547954507714,10.784464545520423,-5.528730811744748,27.276801317900475,-4.014908939400133,-4.040364101184412,-5.6305297646279096,7.39348920276551,-21.633813898495728,4.387552520520091,2.0587694726922305,-5.3026558603330285,-12.081876076247239,3.7525471869551157,0.23353860255475453,3.72467192217448,-4.5952007307453435,0.9944403145242044,-1.9604855968856516,0.6772424892613546,-0.5017725593111115,-1.9804318683117008,0.7054486208365233,0.8030552045955613,0.387700174462676,0.9127749976051622,-0.3670325036810821,-0.681654849743554,0.20511413488579874,0.14926270567839944,0.1985124778063363
O=C(OCC1=CN(CC2=CC=CC(C)=C2)N=N1)/C=C/C3=COC4=C(C=C(C)C=C4)C3=O,499.4691,2.6985086254657213,9,0,-3.9169714017670136,24.08470712580056,11.303634051589583,-5.190060080950205,26.90213352127153,-4.059063968569878,-3.6227519046039065,-5.506801254295293,7.651349647815514,-21.73866394602516,3.6442401105655335,2.235840327029379,-4.973601079723634,-11.103526721141435,3.6184336483419575,-0.6707800115586982,3.5219148645478597,-4.3655744943054,1.5831109578968239,-1.9854825139993448,0.2500976219291051,-0.7710714032261154,-1.6778004416417962,0.3517721664509218,1.0723362176167932,-0.6904223306939943,-0.10442450734329649,-0.22555351324455605,-0.6144753835670252,-0.016791720031246352,-0.3914404959242132,0.1668572777909326
O=C(OCC1=CN(CC2=CC=C(C)C=C2)N=N1)/C=C/C3=COC4=C(C=C(C)C=C4)C3=O,499.4691,2.6985086254657213,9,0,-3.581790209373109,24.649831647546552,11.131321979865925,-4.308126646001191,26.623828986322103,-3.849162177894862,-3.9074378177181246,-5.873829544580287,7.056066567918713,-21.001221255239173,3.4978001721193674,1.9770313838209075,-4.7274995555278165,-11.348973988285545,3.3091721721217815,-0.5717192221436012,3.8211477860840746,-4.451035263569299,0.6700817188595638,-1.896378322598872,-0.10238567865180342,-1.3443391267496367,-1.4202164800458827,0.31532115408275535,0.7553737655400505,0.5208171778751911,0.2838090722675011,-0.6536873690487958,-0.8012201023244506,-0.18289844757683707,-0.5228334300156207,-0.02101005908100257
O=C(OCC1=CN(CC2=CC=C(Cl)C=C2Cl)N=N1)/C=C/C3=COC4=C(C=C(C)C=C4)C3=O,49.9657,1.6986719760860518,9,0,-3.744155660348538,22.57905017799967,9.925137743928486,-5.93943179988005,27.61055681064351,-4.087220812338972,-5.058006495650576,-5.159566291496531,9.675269878748031,-20.68356425988386,2.930772559615613,1.5259806447879634,-4.615289178170089,-10.672228826903842,3.4906385817805083,-0.21855159854773487,4.55204061155245,-4.946396174085531,-1.7136047474198077,-2.6478698872683806,0.9709819634855817,0.12029261047157423,-2.6878539664126633,-0.4895895654910449,-0.5679849004718119,-0.9721879561538336,1.3627453942689294,-0.9624708833838066,0.11096592351447782,-0.4519838691849938,-0.3262972122814847,-1.0317520770083632
ClC1=NC2=CC=C(OC)C=C2C=C1COCC3=CN(CC(C4=CC=C(F)C=C4)=O)N=N3,12.5,1.0969100130080565,1,0,-5.527582526648335,7.533152292405105,0.8278121219039031,-4.325494099745255,5.413225754567176,1.7871277167136872,9.752251074407535,13.560219951142216,9.94128421817408,0.1569670480998562,-18.144082394026537,-12.735813877587542,-7.421165146816846,-4.42692426600849,-3.3997954989119874,0.9317477250635939,-6.4737711946845,-1.0217162139291018,-6.998028507916514,-1.794716602823932,-3.161672080191336,1.363220189945515,5.4984592184322025,-7.019489581511569,-0.10735965718662183,-5.8347114142812995,0.4644932341823445,4.707197890167483,4.43441787209966,1.7616709948554712,1.651550243467998,3.7450798662393705
ClC1=NC2=CC=C(OC)C=C2C=C1C(NCC3=CN(CC(C4=CC=C(OC)C=C4)=O)N=N3)=O,6.25,0.7958800173440752,4,3,-4.520584753993553,3.489361815649336,-2.857077453116879,-6.774264147767981,2.7615104735603677,1.2756066044407413,13.480865893749597,20.878105837515392,13.000148391944553,-2.239784147992879,-30.7063536173235,-15.839826500381223,-8.285939370013825,-1.0263334491578953,-12.808240898424048,-0.11396282765991543,-6.3952662614480715,-1.9632633230572436,-8.820152507075868,-2.3232375863349173,0.4790754065817636,2.335421366511405,4.368936425830107,-2.0708831531992913,1.8575233179982125,-3.3540452105368543,-0.5406279234483421,2.6624956917279334,2.1508784058115205,0.5381996258880497,1.7276449148356492,1.66278580033552
ClC1=NC2=CC=C(OC)C=C2C=C1C(NCC3=CN(CC(C4=CC=C(F)C=C4)=O)N=N3)=O,6.25,0.7958800173440752,4,3,-3.901402181571096,3.2478299411210694,-3.053053505765337,-7.6524700651419435,3.301491670102363,1.8618893557344451,12.750822309927266,20.359245908490852,13.32422963655341,-2.713066464747822,-30.87418837278618,-15.623049719137676,-7.92601906744039,-1.7315646039987507,-12.836134606953708,-0.39544720444237613,-6.593069610530136,-1.578856227973532,-8.611048782084492,-2.4317881517820816,0.2233686058851483,3.0634707980780878,4.2960577165573754,-1.2012996039943715,1.0038589554921449,-3.275081895366564,-0.6682478479567329,3.219975768386093,2.413902342339897,1.1097480893343956,1.3882908734068216,1.7022591374161227
ClC1=NC2=CC=C(OC)C=C2C=C1C(NCC3=CN(CC(C4=CC=C([N+]([O-])=O)C=C4)=O)N=N3)=O,6.25,0.7958800173440752,4,3,-2.8356937633638233,1.9643347895928,-4.921744530716599,-5.213896192711377,2.998499978536234,-0.6799893847170927,13.456927102090495,18.52912349482736,11.01027882870058,0.4184211212052725,-30.404626710272737,-13.949531426733028,-9.471466742648307,-3.1103481595961693,-12.459200630113578,1.3091904372918763,-4.464616043126321,-1.6642974174497804,-10.385194293099598,-3.5937605150638228,2.3776363691087044,4.073783571330854,-0.9010001716957261,-3.112137535302774,1.547523170909753,-3.9165939222734267,-4.837505495566259,3.9896096869103594,2.850972752971705,2.3987286250315325,0.7384026360843213,1.2473510098659384
ClC1=NC2=CC=C(OC)C=C2C=C1C(NCC3=CN(CC(C4=CC=CC=C4)=O)N=N3)=O,12.5,1.0969100130080565,4,3,-4.278302905915357,3.5574365613298906,-2.6138396051009867,-6.522516731694333,2.8692497385873583,1.3874641393037095,14.390136462313604,20.752605369680744,12.771438166388071,-2.2713294343998824,-30.999580170243885,-15.155884239876059,-8.14659102639688,-1.5682849615383498,-13.431636204699814,-0.5509164565081431,-6.702091244637133,-1.9485491618326733,-8.329323117596756,-2.4888555086720996,0.3009257784839902,2.44413562629367,4.280188501144744,-1.2874243935373153,1.187442403622828,-2.961639317248295,-0.3958917521440383,2.7776620983779896,1.9854242409621419,0.7855559669428839,1.7249834294338462,1.7349716351972158
ClC1=NC2=CC=C(OC)C=C2C=C1C(NCC3=CN(C4=CC=C(OC)C=C4)N=N3)=O,6.25,0.7958800173440752,3,3,-11.169834674385816,1.8881974308586122,-11.65607564177158,-4.9828182437289215,-4.6146991741589005,-0.8079334410887956,10.130880903848922,13.565531903100247,8.749122843551765,-8.825873761811025,-25.005564794986785,-10.3192408399646,-5.204222655970467,0.670761509592548,-13.191534277157565,2.297483578509936,-7.840576619649921,0.847234847992093,-4.08456056832206,-1.8813554439432865,2.9897474467430802,-0.17771561442361852,-0.8824881118832982,1.5555197162656957,-4.139912186528682,4.2383466957510425,2.1460807923407086,-4.539276893450835,-3.2657821233285453,-3.502678702917224,-0.5309255155356984,-3.41104115619573
ClC1=NC2=CC=C(OC)C=C2C=C1C(NCC3=CN(C4=CC=CC=C4)N=N3)=O,6.25,0.7958800173440752,3,3,-11.103819899610372,1.8962311051072562,-11.116849926064036,-4.639581453507877,-4.453652656346327,-0.5923514251594811,10.921185286056534,13.212605182281045,8.690125841373263,-8.750689643794109,-25.155988416129812,-10.09251893160794,-4.930439004532088,0.6097709528048535,-12.99593449736198,1.9166971712413263,-7.8614787389149585,0.49362720517525804,-4.704206986863176,-2.058231850591969,2.5816413882328773,-0.217847951229456,-0.7247304554396949,1.6177036053946254,-4.533911885255859,3.918494712894026,1.605777104428572,-3.743242685592257,-2.902031424547845,-2.824397527209784,-0.12161476077463095,-3.1290367357793776
