smiles,toxicity_label,n,counts_json
CC1=CC=CC(C2=NN=C(SCCSC3=NN=C(C4=CNC5=CC=CC=C54)N3N)O2)=C1,中毒,12,"{""中毒"": 10, ""高毒"": 2}"
CC1=CC=C(C2=NN=C(SCCSC3=NN=C(C4=CNC5=CC=CC=C54)N3N)O2)C=C1,中毒,12,"{""中毒"": 10, ""高毒"": 2}"
NN1C(C2=CNC3=CC=CC=C32)=NN=C1SCCSC(O4)=NN=C4C5=C(OC)C=CC=C5,中毒,12,"{""中毒"": 10, ""高毒"": 2}"
NN1C(SCCSC2=NN=C(O2)C3=CC=CC(OC)=C3)=NN=C1C4=CNC5=CC=CC=C45,中毒,12,"{""中毒"": 10, ""高毒"": 2}"
CCOC1=CC=CC=C1C1=NN=C(SCCSC2=NN=C(C3=CNC4=CC=CC=C43)N2N)O1,中毒,12,"{""中毒"": 10, ""高毒"": 2}"
NN1C(SCCSC2=NN=C(C3=CC=C(F)C=C3)O2)=NN=C1C1=CNC2=CC=CC=C21,高毒,12,"{""中毒"": 10, ""高毒"": 2}"
NN1C(SCCSC2=NN=C(C3=CC=C(Cl)C=C3)O2)=NN=C1C1=CNC2=CC=CC=C21,中毒,12,"{""中毒"": 10, ""高毒"": 2}"
NN1C(SCCSC2=NN=C(C3=CC=C(Br)C=C3)O2)=NN=C1C1=CNC2=CC=CC=C21,中毒,12,"{""中毒"": 10, ""高毒"": 2}"
CC1=CC=C(C2=NN=C(SCCSC3=NN=C(C4=CNC5=CC=CC=C54)N3N)O2)C(C)=C1,中毒,12,"{""中毒"": 10, ""高毒"": 2}"
NC1=CC=C(C2=NN=C(SCCSC3=NN=C(C4=CNC5=CC=CC=C54)N3N)O2)C=C1,高毒,12,"{""中毒"": 10, ""高毒"": 2}"
NN1C(C2=CNC3=CC=CC=C23)=NN=C1SCCSC4=NN=C(C5=C(C=CC=C6)C6=CC=C5)O4,中毒,1,"{""中毒"": 1}"
SC1=NN=C(N1/N=C/C2=CC=C(Cl)C=C2)C3=NC=CN=C3,低毒,11,"{""低毒"": 2, ""微毒"": 9}"
SC1=NN=C(N1/N=C/C2=CC=C(C)C=C2)C3=NC=CN=C3,微毒,11,"{""低毒"": 2, ""微毒"": 9}"
SC1=NN=C(N1/N=C/C2=CC=C(Cl)C=C2Cl)C3=NC=CN=C3,低毒,11,"{""低毒"": 2, ""微毒"": 9}"
SC1=NN=C(N1/N=C/C2=CC=C(OC)C(OC)=C2)C3=NC=CN=C3,微毒,11,"{""低毒"": 2, ""微毒"": 9}"
SC1=NN=C(N1/N=C/C2=CC(OC)=C(OC)C=C2OC)C3=NC=CN=C3,微毒,11,"{""低毒"": 2, ""微毒"": 9}"
SC1=NN=C(N1/N=C/C2=CC(OC)=C(OC)C(OC)=C2)C3=NC=CN=C3,微毒,11,"{""低毒"": 2, ""微毒"": 9}"
SC1=NN=C(N1/N=C/C2=CC=CC=C2OC)C3=NC=CN=C3,微毒,11,"{""低毒"": 2, ""微毒"": 9}"
SC1=NN=C(N1/N=C/C2=CC=CC=C2O)C3=NC=CN=C3,微毒,11,"{""低毒"": 2, ""微毒"": 9}"
SC1=NN=C(N1/N=C/C2=CC=C(O)C=C2)C3=NC=CN=C3,微毒,11,"{""低毒"": 2, ""微毒"": 9}"
SC1=NN=C(N1/N=C/C2=CC=CC(O)=C2)C3=NC=CN=C3,微毒,11,"{""低毒"": 2, ""微毒"": 9}"
SC1=NN=C(N1/N=C/C2=CC=C(O)C(O)=C2)C3=NC=CN=C3,微毒,11,"{""低毒"": 2, ""微毒"": 9}"
C=C(CNN1C(=O)CSC1C1=CC=C(Br)C=C1)NN1C(C2=CC=NC=C2)=NNC1S,中毒,1,"{""中毒"": 1}"
O=C(CNN1C(=O)CSC1C1=CC=C(F)C=C1)NN1C(C2=CC=NC=C2)=NNC1S,中毒,2,"{""中毒"": 2}"
O=C(CNN1C(=O)CS[C@H]1C1=CC=C(F)C=C1)NN1C(C2=CC=C(Cl)C=C2)=NN[C@@H]1S,中毒,1,"{""中毒"": 1}"
C[C@@H]1SC(C2=CC=C(Br)C=C2)C(NCC(=O)NN2C(C3=CC=C(Cl)C=C3)=NN[C@@H]2S)C1=O,中毒,1,"{""中毒"": 1}"
O=C(CNN1C(=O)CSC1C1=CC=CC=C1Cl)NN1C(C2=CC=NC=C2)=NNC1S,中毒,2,"{""中毒"": 2}"
O=C(O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,中毒,1,"{""中毒"": 1}"
O=C(CNN1C(=O)CSC1C1=C(Cl)C=CC=C1)NN1C(C2=CC=C([N+](=O)[O-])C=C2)=NN[C@@H]1S,中毒,2,"{""中毒"": 2}"
O=C1C(C(O)=O)=CN(C2=NC(N3C/C(C(C3)CN)=N\OC)=C(C=C12)F)C4CC4,中毒,1,"{""中毒"": 1}"
S[C@@H]1N(NC(CNN2C(SCC2=O)C3=C(Cl)C=CC=C3)=O)C(C4=CC=C(Cl)C=C4)=NN1,中毒,2,"{""中毒"": 2}"
C[C@H]1COC2=C3C(=CC(F)=C2N2CCN(C)CC2)C(=O)C(C(=O)O)=CN31,中毒,1,"{""中毒"": 1}"
CC1=NC=C([N+](=O)[O-])N1CCSC1=NN=C(C2=CC=NC=C2)N1C,微毒,1,"{""微毒"": 1}"
CC1=NC=C([N+](=O)[O-])N1CCN1N=C(C2=CC=NC=C2)N(C)C1=S,微毒,1,"{""微毒"": 1}"
CC1=NC=C([N+](=O)[O-])N1CCSC1=NN=C(C2=CC=CN=C2)N1C1=CC=CC=C1,中毒,1,"{""中毒"": 1}"
CC1=NC=C([N+](=O)[O-])N1CCN1N=C(C2=CC=CN=C2)N(C2=CC=CC=C2)C1=S,中毒,1,"{""中毒"": 1}"
COC1=CC=C(N2C(SCCN3C([N+](=O)[O-])=CN=C3C)=NN=C2C2=CC=NC=C2)C=C1,中毒,1,"{""中毒"": 1}"
CC1=NC=C([N+](=O)[O-])N1CCSC1=NN=C(C2=CN=CC=C2)N1C1=C2C=CC=CC2=CC=C1,低毒,1,"{""低毒"": 1}"
[H]C1=C([H])C([H])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,微毒,17,"{""微毒"": 12, ""高毒"": 4, ""中毒"": 1}"
[H]C1=C(C=O)C([H])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,高毒,17,"{""微毒"": 12, ""高毒"": 4, ""中毒"": 1}"
[H]C1=C(C)C([H])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,高毒,17,"{""微毒"": 12, ""高毒"": 4, ""中毒"": 1}"
[H]C1=C(OC)C(OC)=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,高毒,17,"{""微毒"": 12, ""高毒"": 4, ""中毒"": 1}"
[H]C1=C(OC)C(OC)=C(OC)C=C1/C=N\N1C(S)=NN=C1CCCCCCCCCCCCCCC,微毒,17,"{""微毒"": 12, ""高毒"": 4, ""中毒"": 1}"
[H]C1=C(OC)C(O)=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,中毒,17,"{""微毒"": 12, ""高毒"": 4, ""中毒"": 1}"
[H]C1=C([H])C([H])=C(O)C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,高毒,17,"{""微毒"": 12, ""高毒"": 4, ""中毒"": 1}"
[H]C1=C(O)C([H])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,微毒,17,"{""微毒"": 12, ""高毒"": 4, ""中毒"": 1}"
[H]C1=C(N(C)C)C([H])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,微毒,17,"{""微毒"": 12, ""高毒"": 4, ""中毒"": 1}"
[H]C1=CC([H])=C(Cl)C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,微毒,17,"{""微毒"": 12, ""高毒"": 4, ""中毒"": 1}"
[H]C1=C(Cl)C([H])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,微毒,17,"{""微毒"": 12, ""高毒"": 4, ""中毒"": 1}"
[H]C1=C(Cl)C([H])=C(Cl)C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,微毒,17,"{""微毒"": 12, ""高毒"": 4, ""中毒"": 1}"
[H]C1=C([H])C(Br)=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,微毒,17,"{""微毒"": 12, ""高毒"": 4, ""中毒"": 1}"
[H]C1=C(Br)C([H])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,微毒,17,"{""微毒"": 12, ""高毒"": 4, ""中毒"": 1}"
[H]C1=C([H])C([H])=C([N+](=O)[O-])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,微毒,17,"{""微毒"": 12, ""高毒"": 4, ""中毒"": 1}"
[H]C1=C([H])C([N+](=O)[O-])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,微毒,17,"{""微毒"": 12, ""高毒"": 4, ""中毒"": 1}"
[H]C1=C([N+](=O)[O-])C([H])=C([H])C(/C=N\N2C(S)=NN=C2CCCCCCCCCCCCCCC)=C1,微毒,17,"{""微毒"": 12, ""高毒"": 4, ""中毒"": 1}"
CCCCCCCCCCCCCCCC1=NN=C(S)N1/N=C/C1=CC=C(OC2=CC=CC=C2)C=C1,微毒,1,"{""微毒"": 1}"
CCCCCCCCCCCCCCCC1=NN=C(S)N1/N=C/C1=CC=C2CC=CCC2=C1,微毒,1,"{""微毒"": 1}"
CCCCCCCCCCCCCCCC1=NN=C(S)N1/N=C/C1=CC=C(O)C=C1,微毒,1,"{""微毒"": 1}"
[H]C1=CC(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)=C([H])C([H])=C1[H],微毒,12,"{""微毒"": 8, ""中毒"": 4}"
[H]C1=CC(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)=C(O)C([H])=C1[H],中毒,12,"{""微毒"": 8, ""中毒"": 4}"
[H]C1=CC(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)=C([H])C(O)=C1[H],中毒,12,"{""微毒"": 8, ""中毒"": 4}"
[H]C1=CC(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)=C(OC)C([H])=C1[H],微毒,12,"{""微毒"": 8, ""中毒"": 4}"
[H]C1=CC(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)=C([H])C([H])=C1OC,微毒,12,"{""微毒"": 8, ""中毒"": 4}"
[H]C1=CC(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)=C([H])C([H])=C1Cl,微毒,12,"{""微毒"": 8, ""中毒"": 4}"
[H]C1=CC(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)=C([H])C([H])=C1F,微毒,12,"{""微毒"": 8, ""中毒"": 4}"
[H]C1=CC(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)=C([H])C([H])=C1C,微毒,12,"{""微毒"": 8, ""中毒"": 4}"
[H]C1=C([H])C(O)=C(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)C=C1Cl,中毒,12,"{""微毒"": 8, ""中毒"": 4}"
[H]C1=C([H])C(O)=C(/C=N/N2C(=S)N([H])N=C2CC2=C(C)N([H])C3=CC=C(F)C=C32)C=C1OC,中毒,12,"{""微毒"": 8, ""中毒"": 4}"
[H]N1N=C(CC2=C(C)N([H])C3=CC=C(F)C=C32)N(/N=C/C2=CC(OC)=C(O)C=C2)C1=S,微毒,12,"{""微毒"": 8, ""中毒"": 4}"
[H]N1N=C(CC2=C(C)N([H])C3=CC=C(F)C=C32)N(/N=C/C2=CC(OC=O)=C(OC=O)C=C2)C1=S,微毒,12,"{""微毒"": 8, ""中毒"": 4}"
SC1=NN=C(C2=CC=C(N)C=C2)N1N,高毒,1,"{""高毒"": 1}"
SC1=NN=C(C2=CC=C(N)C=C2)O1,高毒,1,"{""高毒"": 1}"
SC1=NN=C(C2=CC=C(N=CC3=CC=CS3)C=C2)N1N=CC4=CC=CS4,高毒,1,"{""高毒"": 1}"
OC1=CC=C(C=NC2=CC=C(C3=NN=C(S)N3N=CC4=CC=C(O)C=C4)C=C2)C=C1,微毒,4,"{""微毒"": 1, ""高毒"": 3}"
O=[N+](C1=CC(C=NC2=CC=C(C3=NN=C(S)N3N=CC4=CC=CC([N+]([O-])=O)=C4)C=C2)=CC=C1)[O-],高毒,4,"{""微毒"": 1, ""高毒"": 3}"
SC1=NN=C(C2=CC=C(N=CC3=CC=C(Cl)C=C3)C=C2)N1N=CC4=CC=C(Cl)C=C4,高毒,4,"{""微毒"": 1, ""高毒"": 3}"
SC1=NN=C(C2=CC=C(N=CC3=CC=C(OC)C=C3)C=C2)N1N=CC4=CC=C(OC)C=C4,高毒,4,"{""微毒"": 1, ""高毒"": 3}"
SC1=NN=C(C2=CC=C(N=CC3=CC=CS3)C=C2)O1,高毒,1,"{""高毒"": 1}"
OC1=CC=C(C=NC2=CC=C(C3=NN=C(S)O3)C=C2)C=C1,高毒,4,"{""高毒"": 4}"
SC1=NN=C(C2=CC=C(N=CC3=CC=CC([N+]([O-])=O)=C3)C=C2)O1,高毒,4,"{""高毒"": 4}"
SC1=NN=C(C2=CC=C(N=CC3=CC=C(Cl)C=C3)C=C2)O1,高毒,4,"{""高毒"": 4}"
SC1=NN=C(C2=CC=C(N=CC3=CC=C(OC)C=C3)C=C2)O1,高毒,4,"{""高毒"": 4}"
FC1=CC=C2N=C(NN3C(C4=CC=CN=C4)=NN=C3C5=CC=C(Cl)C=C5)SC2=C1,微毒,10,"{""微毒"": 2, ""中毒"": 8}"
BrC1=CC=C2N=C(NN3C(C4=CC=CN=C4)=NN=C3C5=CC=C(Cl)C=C5)SC2=C1,中毒,10,"{""微毒"": 2, ""中毒"": 8}"
O=[N+](C1=CC=C2N=C(NN3C(C4=CC=CN=C4)=NN=C3C5=CC=C(Cl)C=C5)SC2=C1)[O-],中毒,10,"{""微毒"": 2, ""中毒"": 8}"
CC1=CC=C2N=C(NN3C(C4=CC=CN=C4)=NN=C3C5=CC=C(Cl)C=C5)SC2=C1,微毒,10,"{""微毒"": 2, ""中毒"": 8}"
COC1=CC=C2N=C(NN3C(C4=CC=CN=C4)=NN=C3C5=CC=C(Cl)C=C5)SC2=C1,中毒,10,"{""微毒"": 2, ""中毒"": 8}"
ClC1=CC=C2N=C(NN3C(C4=CC=CN=C4)=NN=C3C5=CC=C(Cl)C=C5)SC2=C1,中毒,10,"{""微毒"": 2, ""中毒"": 8}"
CC1=C2N=C(NN3C(C4=CC=CN=C4)=NN=C3C5=CC=C(Cl)C=C5)SC2=CC=C1,中毒,10,"{""微毒"": 2, ""中毒"": 8}"
O=[N+](C1=C2N=C(NN3C(C4=CC=CN=C4)=NN=C3C5=CC=C(Cl)C=C5)SC2=CC=C1)[O-],中毒,10,"{""微毒"": 2, ""中毒"": 8}"
ClC1=C(Cl)C=C2N=C(NN3C(C4=CC=CN=C4)=NN=C3C5=CC=C(Cl)C=C5)SC2=C1,中毒,10,"{""微毒"": 2, ""中毒"": 8}"
ClC1=C2N=C(NN3C(C4=CC=CN=C4)=NN=C3C5=CC=C(Cl)C=C5)SC2=CC=C1,中毒,10,"{""微毒"": 2, ""中毒"": 8}"
O=C(O[C@H]1[C@](OC[C@H]2O)([H])[C@]2([H])OC1)CCCCCCCCC(O)CN3N=NC(C4=CC=CC=C4)=C3,低毒,2,"{""低毒"": 2}"
O=C(O[C@H]1[C@](OC[C@H]2O)([H])[C@]2([H])OC1)CCCCCCCCC(O)CN3N=NC(C4=CC=CC(O)=C4)=C3,低毒,2,"{""低毒"": 2}"
O=C(O[C@H]1[C@](OC[C@H]2O)([H])[C@]2([H])OC1)CCCCCCCCC(O)CN3N=NC(C4=CC=C5C=C(OC)C=CC5=C4)=C3,低毒,1,"{""低毒"": 1}"
O=C(O[C@H]1[C@](OC[C@H]2O)([H])[C@]2([H])OC1)CCCCCCCCC(O)CN3N=NC(CO)=C3,低毒,1,"{""低毒"": 1}"
O=C1C=C(CN2N=NC(C(C)(C)C)=C2)C3=C(O1)C=C(O)C=C3,微毒,2,"{""微毒"": 1, ""中毒"": 1}"
O=C1C=C(C2=C(C=C(C=C2)O)O1)CN3N=NC(CCCCCCCC)=C3,中毒,2,"{""微毒"": 1, ""中毒"": 1}"
O=C1C=C(CN2N=NC(C3=CC=C(Br)C=C3)=C2)C4=C(O1)C=C(O)C=C4,中毒,4,"{""中毒"": 3, ""高毒"": 1}"
O=C1C=C(CN2N=NC(C3=CC=C(CCCC)C=C3)=C2)C4=C(O1)C=C(O)C=C4,中毒,4,"{""中毒"": 3, ""高毒"": 1}"
O=C1C=C(CN2N=NC(C3=CC=C(CCCCC)C=C3)=C2)C4=C(O1)C=C(O)C=C4,中毒,4,"{""中毒"": 3, ""高毒"": 1}"
O=C1C=C(CN2N=NC(C3=CC=C(CCCCCC)C=C3)=C2)C4=C(O1)C=C(O)C=C4,高毒,4,"{""中毒"": 3, ""高毒"": 1}"
O=C1C=C(CN2N=NC(C3=CC=C(C4CCC(CCC)CC4)C=C3)=C2)C5=C(O1)C=C(O)C=C5,中毒,1,"{""中毒"": 1}"
O=C1C=C(CN2N=NC(CNS(=O)(C3=CC=C(C)C=C3)=O)=C2)C4=C(O1)C=C(O)C=C4,中毒,4,"{""中毒"": 1, ""微毒"": 3}"
O=C1C=C(CN2N=NC(CNS(=O)(C3=CC=C(F)C=C3)=O)=C2)C4=C(O1)C=C(O)C=C4,微毒,4,"{""中毒"": 1, ""微毒"": 3}"
O=C1C=C(CN2N=NC(CNS(=O)(C3=C(Cl)C=C(F)C=C3)=O)=C2)C4=C(O1)C=C(O)C=C4,微毒,4,"{""中毒"": 1, ""微毒"": 3}"
O=C1C=C(CN2N=NC(CNS(=O)(C3=CC=C([N+]([O-])=O)C=C3)=O)=C2)C4=C(O1)C=C(O)C=C4,微毒,4,"{""中毒"": 1, ""微毒"": 3}"
O=C1C=C(CN2N=NC(CSC(N3CCOCC3)=S)=C2)C4=C(O1)C=C(O)C=C4,中毒,1,"{""中毒"": 1}"
O=C1C=C(CN2N=NC(CSC(N3CCNCC3)=S)=C2)C4=C(O1)C=C(O)C=C4,微毒,1,"{""微毒"": 1}"
CN(C1=C(SC2=C3)C=CC=C1)C2=CC=C3COC4=CN(N=N4)CC5=CC=C(C=C5)C,低毒,2,"{""低毒"": 2}"
CN(C1=C(SC2=C3)C=CC=C1)C2=CC=C3COC4=CN(N=N4)CC5=CC=C(C=C5)[N+]([O-])=O,低毒,2,"{""低毒"": 2}"
CN1C2=C(C=CC=C2)SC3=CC(COCC4=CN(CC5=CC=CC=C5F)N=N4)=CC=C13,低毒,5,"{""低毒"": 5}"
CN1C2=C(SC3=CC(COCC4=CN(N=N4)CC5=CC=C(O)C=C5)=CC=C13)C=CC=C2,低毒,5,"{""低毒"": 5}"
N#CC1=CC=C(CN2N=NC(COCC3=CC=C4N(C)C5=C(C=CC=C5)SC4=C3)=C2)C=C1,低毒,5,"{""低毒"": 5}"
CN1C2=C(C=CC=C2)SC3=CC(COCC4=CN(CC5=CC=C(OC)C=C5)N=N4)=CC=C13,低毒,5,"{""低毒"": 5}"
CN1C2=C(C=CC=C2)SC3=CC(COCC4=CN(CC5=CC=C(F)C=C5)N=N4)=CC=C13,低毒,5,"{""低毒"": 5}"
CN(C1=C(SC2=C3)C=CC=C1)C2=CC=C3/C=N/OC4=C(NN=N4)CC5=CC=C(C=C5)C,低毒,2,"{""低毒"": 2}"
CN(C1=C(SC2=C3)C=CC=C1)C2=CC=C3/C=N/OC4=C(NN=N4)CC5=CC=C(C=C5)[N+]([O-])=O,低毒,2,"{""低毒"": 2}"
CN(C(/C=C\C)=CSC1=C2)C1=CC=C2/C=N/OC3=C(NN=N3)CC4=CC=CC=C4F,低毒,1,"{""低毒"": 1}"
CN(C1=C(SC2=C3)C=CC=C1)C2=CC=C3/C=N/OC4=CN(N=N4)CC5=CC=C(O)C=C5,低毒,1,"{""低毒"": 1}"
N#CC1=CC=C(CN2N=NC(CO/N=C/C3=CC=C4N(C)C5=C(C=CC=C5)SC4=C3)=C2)C=C1,低毒,1,"{""低毒"": 1}"
COC1=CC=C(C=C1)CC2=C(CO/N=C/C3=CC=C4N(C)C5=C(C=CC=C5)SC4=C3)N=NN2,低毒,2,"{""低毒"": 2}"
FC1=CC=C(C=C1)CC2=C(CO/N=C/C3=CC=C4N(C)C5=C(C=CC=C5)SC4=C3)N=NN2,低毒,2,"{""低毒"": 2}"
CC1=CC=C(C=C1)CN2N=NC(CN3C4=C(C=CC=C4)SC5=CC=CC=C35)=C2,低毒,13,"{""低毒"": 7, ""高毒"": 1, ""中毒"": 5}"
O=[N+](C1=CC=C(C=C1)CN2N=NC(CN3C4=C(C=CC=C4)SC5=CC=CC=C35)=C2)[O-],低毒,13,"{""低毒"": 7, ""高毒"": 1, ""中毒"": 5}"
FC1=CC=CC=C1CN2N=NC(CN3C4=C(C=CC=C4)SC5=CC=CC=C35)=C2,低毒,13,"{""低毒"": 7, ""高毒"": 1, ""中毒"": 5}"
OC(C=C1)=CC=C1CN(N=N2)C=C2CN3C4=CC=CC=C4SC5=C3C=CC=C5,低毒,13,"{""低毒"": 7, ""高毒"": 1, ""中毒"": 5}"
N#CC1=CC=C(CN2N=NC(CN3C4=C(C=CC=C4)SC5=CC=CC=C35)=C2)C=C1,低毒,13,"{""低毒"": 7, ""高毒"": 1, ""中毒"": 5}"
COC1=CC=C(C=C1)CN2N=NC(CN3C4=C(C=CC=C4)SC5=CC=CC=C35)=C2,低毒,13,"{""低毒"": 7, ""高毒"": 1, ""中毒"": 5}"
FC1=CC=C(C=C1)CN2N=NC(CN3C4=C(C=CC=C4)SC5=CC=CC=C35)=C2,低毒,13,"{""低毒"": 7, ""高毒"": 1, ""中毒"": 5}"
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC=C5)SC2=C1)C6=CN=CC=C6,低毒,2,"{""低毒"": 2}"
O=C(C1=NC=CN=C1)N/N=C/C2=CC=C3N(CC4=CN(CC5=CC=C(C#N)C=C5)N=N4)C6=C(C=CC=C6)SC3=C2,低毒,2,"{""低毒"": 2}"
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC=C5)SC2=C1)C6=CC=NC=C6,低毒,2,"{""低毒"": 2}"
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC(C(F)(F)F)=C5)SC2=C1)C6=CN=CC=C6,低毒,2,"{""低毒"": 2}"
O=C(C1=NC=CN=C1)N/N=C/C2=CC=C3N(CC4=CN(CC5=CC=C(C#N)C=C5)N=N4)C6=C(C=CC(C(F)(F)F)=C6)SC3=C2,低毒,2,"{""低毒"": 2}"
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC(C(F)(F)F)=C5)SC2=C1)C6=CC=NC=C6,低毒,2,"{""低毒"": 2}"
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC=C5)SC2=C1)C6=CC=C([N+]([O-])=O)C=C6,低毒,8,"{""低毒"": 8}"
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC=C5)SC2=C1)C6=CC=CC=C6,低毒,8,"{""低毒"": 8}"
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC=C5)SC2=C1)C6=CC=C(F)C=C6,低毒,8,"{""低毒"": 8}"
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC=C5)SC2=C1)C6=CC=C(C)C=C6,低毒,8,"{""低毒"": 8}"
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC(C(F)(F)F)=C5)SC2=C1)C6=CC=C([N+]([O-])=O)C=C6,低毒,8,"{""低毒"": 8}"
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC(C(F)(F)F)=C5)SC2=C1)C6=CC=CC=C6,低毒,8,"{""低毒"": 8}"
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC(C(F)(F)F)=C5)SC2=C1)C6=CC=C(F)C=C6,低毒,8,"{""低毒"": 8}"
O=C(N/N=C/C1=CC=C2N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C5=C(C=CC(C(F)(F)F)=C5)SC2=C1)C6=CC=C(C)C=C6,低毒,8,"{""低毒"": 8}"
O=C1N(C2=CC=CC(OCC3=CN(C4=CC=C(Cl)C=C4)N=N3)=C2)C(C)=NC5=C1C=CC=C5,低毒,12,"{""低毒"": 12}"
O=C1N(C(C)=NC2=C1C=CC=C2)C3=CC=CC(OC4=CN(N=N4)C5=CC=C(C(Cl)=C5)F)=C3,低毒,1,"{""低毒"": 1}"
O=C1N(C2=CC=CC(OCC3=CN(C4=CC=CC(C)=C4)N=N3)=C2)C(C)=NC5=C1C=CC=C5,低毒,12,"{""低毒"": 12}"
O=C1N(C2=CC=CC(OCC3=CN(C4=CC=CC(O)=C4)N=N3)=C2)C(C)=NC5=C1C=CC=C5,低毒,12,"{""低毒"": 12}"
O=C1N(C2=CC=CC(OCC3=CN(C4=CC=C(O)C=C4)N=N3)=C2)C(C)=NC5=C1C=CC=C5,低毒,12,"{""低毒"": 12}"
O=C1N(C2=CC=CC(OCC3=CN(C4=CC=C(OC)C=C4)N=N3)=C2)C(C)=NC5=C1C=CC=C5,低毒,12,"{""低毒"": 12}"
O=C1N(C2=CC=CC(OCC3=CN(C4=CC=CC(C(O)=O)=C4)N=N3)=C2)C(C)=NC5=C1C=CC=C5,低毒,12,"{""低毒"": 12}"
O=C1N(C2=CC=CC(OCC3=CN(C4=CC=C(C(O)=O)C=C4)N=N3)=C2)C(C)=NC5=C1C=CC=C5,低毒,12,"{""低毒"": 12}"
O=C1N(C2=CC=CC(OCC3=CN(C4=CC([N+]([O-])=O)=C(C)C=C4)N=N3)=C2)C(C)=NC5=C1C=CC=C5,低毒,12,"{""低毒"": 12}"
O=C1N(C(C)=NC2=C1C=CC=C2)C3=CC=CC(OCC4=CN(N=N4)C5=C(C=C(C=C5)[N+]([O-])=O)C)=C3,低毒,12,"{""低毒"": 12}"
O=C1N(C2=CC=CC(OCC3=CN(C4=CC(C)=C(C)C(C)=C4)N=N3)=C2)C(C)=NC5=C1C=CC=C5,低毒,12,"{""低毒"": 12}"
O=C1N(C2=CC=CC(OCC3=CN(C4=CC(OC)=C(OC)C(OC)=C4)N=N3)=C2)C(C)=NC5=C1C=CC=C5,低毒,12,"{""低毒"": 12}"
O=C1N(C2=CC=CC(OCC3=CN(C4=CC(Cl)=CC=C4)N=N3)=C2)C(C)=NC5=C1C=CC=C5C,低毒,12,"{""低毒"": 12}"
