smiles,toxicity_label,n,counts_json
N#CC1=CC=C(C=C1)/C=C/C(N2C3=CC=CC(OC4=CN(N=N4)C5=CC=CC(Cl)=C5)=C3)=NC6=C(C2=O)C=CC=C6,低毒,9,"{""低毒"": 9}"
N#CC1=CC=C(C=C1)/C=C/C(N2C3=CC=CC(OC4=CN(N=N4)C5=CC=C(C=C5)Cl)=C3)=NC6=C(C2=O)C=CC=C6,低毒,9,"{""低毒"": 9}"
N#CC1=CC=C(C=C1)/C=C/C(N2C3=CC=CC(OC4=CN(N=N4)C5=CC=CC(C)=C5)=C3)=NC6=C(C2=O)C=CC=C6,低毒,9,"{""低毒"": 9}"
N#CC1=CC=C(C=C1)/C=C/C(N2C3=CC=CC(OC4=CN(N=N4)C5=CC=CC(Cl)=C5)=C3)=NC6=C(C2=O)C=CC=C6C,低毒,9,"{""低毒"": 9}"
N#CC1=CC=C(C=C1)/C=C/C(N2C3=CC=CC(OC4=CN(N=N4)C5=CC=CC(C(O)=O)=C5)=C3)=NC6=C(C2=O)C=CC=C6,低毒,9,"{""低毒"": 9}"
N#CC1=CC=C(C=C1)/C=C/C(N2C3=CC=CC(OC4=CN(N=N4)C5=CC=C(C=C5)OC)=C3)=NC6=C(C2=O)C=CC=C6,低毒,9,"{""低毒"": 9}"
N#CC1=CC=C(C=C1)/C=C/C(N2C3=CC=CC(OC4=CN(N=N4)C5=CC=CC(F)=C5)=C3)=NC6=C(C2=O)C=CC=C6,低毒,9,"{""低毒"": 9}"
N#CC1=CC=C(C=C1)/C=C/C(N2C3=CC=CC(OC4=CN(N=N4)C5=CC=C(C=C5)C(F)(F)F)=C3)=NC6=C(C2=O)C=CC=C6,低毒,9,"{""低毒"": 9}"
ClC1=CC=C(C=C1)/C=C/C(N2C3=CC=CC(OC4=CN(N=N4)C5=CC=CC(F)=C5)=C3)=NC6=C(C2=O)C=CC=C6,低毒,9,"{""低毒"": 9}"
N#CC1=CC=C(/C=C/C(N2C3=CC=CC(OCC4=CN(CC5=CC=CC=C5)N=N4)=C3)=NC6=C(C=CC=C6)C2=O)C=C1,低毒,5,"{""低毒"": 5}"
N#CC1=CC=C(/C=C/C(N2C3=CC=CC(OCC4=CN(CC5=CC=C(Br)C=C5)N=N4)=C3)=NC6=C(C=CC=C6)C2=O)C=C1,低毒,5,"{""低毒"": 5}"
N#CC1=CC=C(/C=C/C(N2C3=CC=CC(OCC4=CN(CC5=CC(Br)=CC=C5)N=N4)=C3)=NC6=C(C=CC=C6)C2=O)C=C1,低毒,5,"{""低毒"": 5}"
N#CC1=CC=C(/C=C/C(N2C3=CC=CC(OCC4=CN(CC5=CC=C(OC)C=C5)N=N4)=C3)=NC6=C(C=CC=C6)C2=O)C=C1,低毒,5,"{""低毒"": 5}"
N#CC1=CC=C(/C=C/C(N2C3=CC=CC(OCC4=CN(CC5=CC=C([N+]([O-])=O)C=C5)N=N4)=C3)=NC6=C(C=CC=C6)C2=O)C=C1,低毒,5,"{""低毒"": 5}"
N#CC1=CC=C(C=C1)/C=C/C(N2C3=CC=C(C=C3)OC4=CN(N=N4)CC5=CC=C(C=C5)Br)=NC6=C(C2=O)C=CC=C6,低毒,1,"{""低毒"": 1}"
O=C1N(C2=CC=CC(N3N=NC(C4=CC=CC=C4)=C3)=C2)C(C)=NC5=C1C=CC=C5,低毒,1,"{""低毒"": 1}"
O=C1N(C2=CC=CC(N3N=NC(C4=CC=CC=C4)=C3)=C2)C(/C=C/C5=CC=C(Cl)C=C5)=NC6=C1C=CC=C6,低毒,2,"{""低毒"": 2}"
O=C1N(C2=CC=CC(N3N=NC(C4=CC=CC=C4)=C3)=C2)C(/C=C/C5=CC=C(C#N)C=C5)=NC6=C1C=CC=C6,低毒,2,"{""低毒"": 2}"
O=C1N(C2=CC=CC(N3N=NC(COC4=CC=C(C(C)(C)CC)C=C4)=C3)=C2)C(C)=NC5=C1C=CC=C5,低毒,2,"{""低毒"": 2}"
O=C1N(C2=CC=CC(N3N=NC(COC4=CC(C)=CC=C4C)=C3)=C2)C(C)=NC5=C1C=CC=C5,低毒,2,"{""低毒"": 2}"
C=C1N(C2=CC(N(N=N3)C=C3COC4=CC=C(C(C)(C)CC)C=C4)=CC=C2)C(/C=C/C5=CC=C(C#N)C=C5)=NC6=CC=CC=C61,低毒,1,"{""低毒"": 1}"
O=C(N1CCC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4,中毒,12,"{""中毒"": 11, ""高毒"": 1}"
O=C(N1CCC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC(C)=C(C)C=C5N=C4,中毒,12,"{""中毒"": 11, ""高毒"": 1}"
O=C(N1CCC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C,中毒,12,"{""中毒"": 11, ""高毒"": 1}"
O=C(N1CCC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4SC,中毒,12,"{""中毒"": 11, ""高毒"": 1}"
O=C(N1CCC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C6=CC=CC=C6,中毒,3,"{""中毒"": 3}"
O=C(N1C(C)CC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4,中毒,12,"{""中毒"": 11, ""高毒"": 1}"
O=C(N1C(C)CC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC(C)=C(C)C=C5N=C4.C,中毒,12,"{""中毒"": 11, ""高毒"": 1}"
O=C(N1C(C)CC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C,中毒,12,"{""中毒"": 11, ""高毒"": 1}"
O=C(N1C(C)CC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4SC,中毒,12,"{""中毒"": 11, ""高毒"": 1}"
O=C(N1C(C)CC2=C1C=CC=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C6=CC=CC=C6,中毒,3,"{""中毒"": 3}"
O=C(N1CCC2=C1C=C([N+]([O-])=O)C=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4,中毒,12,"{""中毒"": 11, ""高毒"": 1}"
O=C(N1CCC2=C1C=C([N+]([O-])=O)C=C2)CN(N=N3)C=C3CN4C5=CC(C)=C(C)C=C5N=C4,中毒,12,"{""中毒"": 11, ""高毒"": 1}"
O=C(N1CCC2=C1C=C([N+]([O-])=O)C=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C,中毒,12,"{""中毒"": 11, ""高毒"": 1}"
O=C(N1CCC2=C1C=C([N+]([O-])=O)C=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4SC,高毒,12,"{""中毒"": 11, ""高毒"": 1}"
O=C(N1CCC2=C1C=C([N+]([O-])=O)C=C2)CN(N=N3)C=C3CN4C5=CC=CC=C5N=C4C6=CC=CC=C6,中毒,3,"{""中毒"": 3}"
[H]C1=CC=C2C(N(CC3=CN(CC4=CC=CC=C4F)N=N3)C(C=CC=C5)=C5S2)=C1,高毒,13,"{""低毒"": 7, ""高毒"": 1, ""中毒"": 5}"
[H]C1=CC=C2C(N(CC3=CN(CC4=CC=C(O)C=C4)N=N3)C(C=CC=C5)=C5S2)=C1,中毒,13,"{""低毒"": 7, ""高毒"": 1, ""中毒"": 5}"
[H]C1=CC=C2C(N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C(C=CC=C5)=C5S2)=C1,中毒,13,"{""低毒"": 7, ""高毒"": 1, ""中毒"": 5}"
[H]C1=CC=C2C(N(CC3=CN(CC4=CC=C(OC)C=C4)N=N3)C(C=CC=C5)=C5S2)=C1,中毒,13,"{""低毒"": 7, ""高毒"": 1, ""中毒"": 5}"
[H]C1=CC=C2C(N(CC3=CN(CC4=CC=C(F)C=C4)N=N3)C(C=CC=C5)=C5S2)=C1,中毒,13,"{""低毒"": 7, ""高毒"": 1, ""中毒"": 5}"
FC(C1=CC=C2C(N(CC3=CN(CC4=CC=C(C#N)C=C4)N=N3)C(C=CC=C5)=C5S2)=C1)(F)F,中毒,13,"{""低毒"": 7, ""高毒"": 1, ""中毒"": 5}"
[H]C1=CC=C2C(N(CC3NNN(C4=CC=C(C#N)C=C4)C3)C(C=CC(/C=N/NC(C5=CC=NC=N5)=O)=C6)=C6S2)=C1,中毒,2,"{""中毒"": 2}"
[H]C1=CC=C2C(N(CC3NNN(C4=CC=C(C#N)C=C4)C3)C(C=CC(/C=N/NC(C5=CC=CN=C5)=O)=C6)=C6S2)=C1,中毒,2,"{""中毒"": 2}"
O=C(C1=CC=NC=C1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,高毒,1,"{""高毒"": 1}"
O=C(C1=CC=NC=N1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,中毒,2,"{""中毒"": 2}"
O=C(C1=CC=CN=C1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,中毒,2,"{""中毒"": 2}"
[H]C1=CC=C2C(N(CC3NNN(C4=CC=C(C#N)C=C4)C3)C(C=CC(/C=N/NC(C5=CC=C([N+]([O-])=O)C=C5)=O)=C6)=C6S2)=C1,高毒,8,"{""高毒"": 6, ""中毒"": 2}"
[H]C1=CC=C2C(N(CC3NNN(C4=CC=C(C#N)C=C4)C3)C(C=CC(/C=N/NC(C5=CC=C([H])C=C5)=O)=C6)=C6S2)=C1,高毒,8,"{""高毒"": 6, ""中毒"": 2}"
[H]C1=CC=C2C(N(CC3NNN(C4=CC=C(C#N)C=C4)C3)C(C=CC(/C=N/NC(C5=CC=C(F)C=C5)=O)=C6)=C6S2)=C1,高毒,8,"{""高毒"": 6, ""中毒"": 2}"
[H]C1=CC=C2C(N(CC3NNN(C4=CC=C(C#N)C=C4)C3)C(C=CC(/C=N/NC(C5=CC=C(C)C=C5)=O)=C6)=C6S2)=C1,高毒,8,"{""高毒"": 6, ""中毒"": 2}"
O=C(C1=CC=C([N+]([O-])=O)C=C1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,中毒,8,"{""高毒"": 6, ""中毒"": 2}"
O=C(C1=CC=C([H])C=C1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,高毒,8,"{""高毒"": 6, ""中毒"": 2}"
O=C(C1=CC=C(F)C=C1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,高毒,8,"{""高毒"": 6, ""中毒"": 2}"
O=C(C1=CC=C(C)C=C1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,中毒,8,"{""高毒"": 6, ""中毒"": 2}"
O=C(NCC[NH3+])C(N=N1)=CN1C2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2,高毒,12,"{""高毒"": 8, ""中毒"": 4}"
O=C(NCC[NH3+])C(N=N1)=CN1C2=CC=C(OCCCCCCC)C=C2,高毒,12,"{""高毒"": 8, ""中毒"": 4}"
O=C(NCC[NH3+])C1=CN(C(C=C2)=CC=C2OCC3=CC(C(C)(C)C)=CC(C(C)(C)C)=C3)N=N1,高毒,6,"{""高毒"": 4, ""中毒"": 2}"
O=C(NCCNC(N)=[NH2+])C1=CN(C2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2)N=N1,中毒,12,"{""高毒"": 8, ""中毒"": 4}"
O=C(NCCNC(N)=[NH2+])C1=CN(C2=CC=C(OCCCCCCC)C=C2)N=N1,中毒,12,"{""高毒"": 8, ""中毒"": 4}"
O=C(NCCNC(N)=[NH2+])C1=CN(C(C=C2)=CC=C2OCC3=CC(C(C)(C)C)=CC(C(C)(C)C)=C3)N=N1,中毒,6,"{""高毒"": 4, ""中毒"": 2}"
C/C(C1=CN(CC2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2)N=N1)=N\NC(N)=[NH2+],高毒,2,"{""高毒"": 2}"
C/C(C1=CN(C2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2)N=N1)=N\NC(N)=[NH2+],高毒,12,"{""高毒"": 8, ""中毒"": 4}"
C/C(C1=CN(C2=CC=C(OCCCCCCC)C=C2)N=N1)=N\NC(N)=[NH2+],高毒,12,"{""高毒"": 8, ""中毒"": 4}"
C/C(C1=CN(C(C=C2)=CC=C2OCC3=CC(C(C)(C)C)=CC(C(C)(C)C)=C3)N=N1)=N\NC(N)=[NH2+],高毒,6,"{""高毒"": 4, ""中毒"": 2}"
FC(C=C(N1N=NC(COC2=CC=CC=C2)=C1)C=C3)=C3N4CCOCC4,中毒,8,"{""中毒"": 7, ""高毒"": 1}"
FC(C=C(N1N=NC(COC2=CC=CC(Cl)=C2)=C1)C=C3)=C3N4CCOCC4,中毒,8,"{""中毒"": 7, ""高毒"": 1}"
FC(C=C(N1N=NC(COC2=CC(Cl)=CC(Cl)=C2)=C1)C=C3)=C3N4CCOCC4,中毒,8,"{""中毒"": 7, ""高毒"": 1}"
FC(C=C(N1N=NC(COC2=CC=C(Br)C=C2)=C1)C=C3)=C3N4CCOCC4,中毒,8,"{""中毒"": 7, ""高毒"": 1}"
FC(C=C(N1N=NC(COC2=CC=CC=C2F)=C1)C=C3)=C3N4CCOCC4,中毒,8,"{""中毒"": 7, ""高毒"": 1}"
FC(C=C(N1N=NC(COC2=CC=C(F)C=C2)=C1)C=C3)=C3N4CCOCC4,高毒,8,"{""中毒"": 7, ""高毒"": 1}"
FC(C=C(N1N=NC(COC2=CC=CC(C(F)(F)F)=C2)=C1)C=C3)=C3N4CCOCC4,中毒,8,"{""中毒"": 7, ""高毒"": 1}"
FC(C=C(N1N=NC(COC2=CC=CC([N+]([O-])=O)=C2)=C1)C=C3)=C3N4CCOCC4,中毒,8,"{""中毒"": 7, ""高毒"": 1}"
FC(C=C(N1N=NC(COC2=CC=CC3=C2C=CC=C3)=C1)C=C4)=C4N5CCOCC5,中毒,1,"{""中毒"": 1}"
FC(C=C(N1N=NC(CN2C(CSC3=C2C=CC=C3)=O)=C1)C=C4)=C4N5CCOCC5,中毒,1,"{""中毒"": 1}"
FC(C=C(N1N=NC(CN2CCS(C3=C2C=CC=C3)(=O)=O)=C1)C=C4)=C4N5CCOCC5,中毒,1,"{""中毒"": 1}"
FC(C=C(N1N=NC(CN2C(C=CC=C3)=C3SC4=C2C=CC=C4)=C1)C=C5)=C5N6CCOCC6,中毒,1,"{""中毒"": 1}"
FC(C=C(N1N=NC(CSC2=NC(C=CC=C3)=C3S2)=C1)C=C4)=C4N5CCOCC5,中毒,1,"{""中毒"": 1}"
FC(C=C(N1N=NC(COC(C2=CC(C=CC=C3)=C3N2)=O)=C1)C=C4)=C4N5CCOCC5,中毒,1,"{""中毒"": 1}"
FC(C=C(N1N=NC(COC2=CC=CC3=C2N=CC=C3)=C1)C=C4)=C4N5CCOCC5,高毒,1,"{""高毒"": 1}"
FC(C=C(N1N=NC(CN2C(COC3=C2C=CC(Br)=C3)=O)=C1)C=C4)=C4N5CCOCC5,中毒,1,"{""中毒"": 1}"
FC(C=C(N1N=NC(COC2=CC=C(C(C)=CC(O3)=O)C3=C2)=C1)C=C4)=C4N5CCOCC5,高毒,1,"{""高毒"": 1}"
FC(C=C(N1N=NC(COC2=CC(OC3=C2C=CC=C3)=O)=C1)C=C4)=C4N5CCOCC5,高毒,1,"{""高毒"": 1}"
FC(C=C(N1N=NC(CSC2=NC(C=CC=C3)=C3O2)=C1)C=C4)=C4N5CCOCC5,中毒,1,"{""中毒"": 1}"
O=C1C=C(OCC2=CN(C3=CC=CC=C3OC)N=N2)C4=C(O1)C=CC=C4,低毒,2,"{""低毒"": 2}"
O=C1C=C(OCC2=CN(C3=CC=C(F)C=C3)N=N2)C4=C(O1)C=CC=C4,低毒,2,"{""低毒"": 2}"
O=C1C=C(NCC2=CN(C3=CC=CC([N+]([O-])=O)=C3)N=N2)C4=C(O1)C=CC=C4,低毒,1,"{""低毒"": 1}"
O=C(N1CCN(C2=CC=CC=C2)CC1)CN3N=NC(COC4=CC=CC=C4)=C3,高毒,18,"{""高毒"": 17, ""中毒"": 1}"
CC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=CC=C4)CC3)=O)N=N2)C=C1,高毒,18,"{""高毒"": 17, ""中毒"": 1}"
CCC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=CC=C4)CC3)=O)N=N2)C=C1,高毒,18,"{""高毒"": 17, ""中毒"": 1}"
O=C(N1CCN(C2=CC=CC=C2)CC1)CN3N=NC(COC4=CC=C(C5=CC=CC=C5)C=C4)=C3,中毒,3,"{""中毒"": 2, ""高毒"": 1}"
O=C(N1CCN(C2=CC=CC=C2)CC1)CN3N=NC(COC4=C5C=CC=CC5=CC=C4)=C3,高毒,3,"{""高毒"": 1, ""中毒"": 2}"
FC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=CC=C4)CC3)=O)N=N2)C=C1,高毒,18,"{""高毒"": 17, ""中毒"": 1}"
ClC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=CC=C4)CC3)=O)N=N2)C=C1,高毒,18,"{""高毒"": 17, ""中毒"": 1}"
BrC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=CC=C4)CC3)=O)N=N2)C=C1,高毒,18,"{""高毒"": 17, ""中毒"": 1}"
CC1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=CC=C4)=C3)=O)CC2)C=C1,高毒,18,"{""高毒"": 17, ""中毒"": 1}"
CC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=C(C)C=C4)CC3)=O)N=N2)C=C1,高毒,18,"{""高毒"": 17, ""中毒"": 1}"
CC1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(CC)C=C4)=C3)=O)CC2)C=C1,高毒,18,"{""高毒"": 17, ""中毒"": 1}"
CC1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(C5=CC=CC=C5)C=C4)=C3)=O)CC2)C=C1,中毒,3,"{""中毒"": 2, ""高毒"": 1}"
CC1=CC=C(C=C1)N2CCN(CC2)C(CN3N=NC(COC4=C5C=CC=CC5=CC=C4)=C3)=O,中毒,3,"{""高毒"": 1, ""中毒"": 2}"
CC1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(F)C=C4)=C3)=O)CC2)C=C1,高毒,18,"{""高毒"": 17, ""中毒"": 1}"
CC1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(Cl)C=C4)=C3)=O)CC2)C=C1,高毒,18,"{""高毒"": 17, ""中毒"": 1}"
CC1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(Br)C=C4)=C3)=O)CC2)C=C1,高毒,18,"{""高毒"": 17, ""中毒"": 1}"
O=[N+](C1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=CC=C4)=C3)=O)CC2)C=C1)[O-],高毒,18,"{""高毒"": 17, ""中毒"": 1}"
CC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=C([N+]([O-])=O)C=C4)CC3)=O)N=N2)C=C1,高毒,18,"{""高毒"": 17, ""中毒"": 1}"
O=[N+](C1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(CC)C=C4)=C3)=O)CC2)C=C1)[O-],高毒,18,"{""高毒"": 17, ""中毒"": 1}"
O=[N+](C1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(C5=CC=CC=C5)C=C4)=C3)=O)CC2)C=C1)[O-],高毒,3,"{""中毒"": 2, ""高毒"": 1}"
O=[N+](C1=CC=C(N2CCN(C(CN3N=NC(COC4=C5C=CC=CC5=CC=C4)=C3)=O)CC2)C=C1)[O-],中毒,3,"{""高毒"": 1, ""中毒"": 2}"
O=[N+](C1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(F)C=C4)=C3)=O)CC2)C=C1)[O-],高毒,18,"{""高毒"": 17, ""中毒"": 1}"
O=[N+](C1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(Cl)C=C4)=C3)=O)CC2)C=C1)[O-],中毒,18,"{""高毒"": 17, ""中毒"": 1}"
O=[N+](C1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(Br)C=C4)=C3)=O)CC2)C=C1)[O-],高毒,18,"{""高毒"": 17, ""中毒"": 1}"
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC=CC=C4C)N=N3,中毒,10,"{""中毒"": 6, ""低毒"": 2, ""微毒"": 2}"
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC(C)=CC(C)=C4)N=N3,中毒,10,"{""中毒"": 6, ""低毒"": 2, ""微毒"": 2}"
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC=CC(Cl)=C4)N=N3,低毒,10,"{""中毒"": 6, ""低毒"": 2, ""微毒"": 2}"
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC(Cl)=CC(Cl)=C4)N=N3,微毒,10,"{""中毒"": 6, ""低毒"": 2, ""微毒"": 2}"
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC=C(OC)C=C4)N=N3,中毒,10,"{""中毒"": 6, ""低毒"": 2, ""微毒"": 2}"
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC(C(F)(F)F)=CC=C4)N=N3,中毒,10,"{""中毒"": 6, ""低毒"": 2, ""微毒"": 2}"
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC=C(CCCC)C=C4)N=N3,微毒,10,"{""中毒"": 6, ""低毒"": 2, ""微毒"": 2}"
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC=CC([N+]([O-])=O)=C4)N=N3,低毒,10,"{""中毒"": 6, ""低毒"": 2, ""微毒"": 2}"
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC(OC)=C(Cl)C(OC)=C4)N=N3,中毒,10,"{""中毒"": 6, ""低毒"": 2, ""微毒"": 2}"
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC=C(Br)C=C4)N=N3,中毒,10,"{""中毒"": 6, ""低毒"": 2, ""微毒"": 2}"
O=C(O)C1=CC=C(N2N=NC(COC3=CC(C(C)C)=CC=C3C)=C2)C=C1,中毒,1,"{""中毒"": 1}"
O=C(O)C1=CC=C(N2N=NC(COC(C3=O)=CC(C4=C3C=CC=C4)=O)=C2)C=C1,中毒,1,"{""中毒"": 1}"
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=CC=CC=C5)NC1=O,中毒,15,"{""中毒"": 3, ""高毒"": 12}"
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=C(Cl)C=CC=C5)NC1=O,中毒,15,"{""中毒"": 3, ""高毒"": 12}"
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=CC(Cl)=CC=C5)NC1=O,中毒,15,"{""中毒"": 3, ""高毒"": 12}"
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=CC=C(Cl)C=C5)NC1=O,高毒,15,"{""中毒"": 3, ""高毒"": 12}"
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=C([N+]([O-])=O)C=CC=C5)NC1=O,高毒,15,"{""中毒"": 3, ""高毒"": 12}"
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=CC([N+]([O-])=O)=CC=C5)NC1=O,高毒,15,"{""中毒"": 3, ""高毒"": 12}"
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=CC=C([N+]([O-])=O)C=C5)NC1=O,高毒,15,"{""中毒"": 3, ""高毒"": 12}"
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=C(C)C=CC=C5)NC1=O,高毒,15,"{""中毒"": 3, ""高毒"": 12}"
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=C(C)C=CC(C)=C5)NC1=O,高毒,15,"{""中毒"": 3, ""高毒"": 12}"
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=CC(C)=C(C)C=C5)NC1=O,高毒,15,"{""中毒"": 3, ""高毒"": 12}"
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=CC=C(F)C=C5)NC1=O,高毒,15,"{""中毒"": 3, ""高毒"": 12}"
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=CC(C(F)(F)F)=CC=C5)NC1=O,高毒,15,"{""中毒"": 3, ""高毒"": 12}"
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)CC5=CC=CC=C5)NC1=O,中毒,1,"{""中毒"": 1}"
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)CC(OCC)=O)NC1=O,高毒,1,"{""高毒"": 1}"
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=C(F)C=C(F)C(F)=C5)NC1=O,高毒,15,"{""中毒"": 3, ""高毒"": 12}"
O=C(N1)/C(SC1=O)=C\C2=CN(CC3=CN(C4=C(C=C(C=C4Br)Br)Br)N=N3)C5=CC=CC=C25,高毒,15,"{""中毒"": 3, ""高毒"": 12}"
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=C(C)C=CC([N+]([O-])=O)=C5)NC1=O,高毒,15,"{""中毒"": 3, ""高毒"": 12}"
O=C1C(/N=N/C2=CC=C(C=C2)OCC3=CN(N=N3)C4=CC=C(C=C4)OC)=C(C(C)=CO1)O,低毒,4,"{""低毒"": 4}"
O=C1C(/N=N/C2=CC=C(C=C2)OCC3=CN(N=N3)C4=CC=CC=C4)=C(C(C)=CO1)O,低毒,4,"{""低毒"": 4}"
O=C1C(/N=N/C2=CC=C(C=C2)OCC3=CN(N=N3)C4=CC(OC)=CC=C4)=C(C(C)=CO1)O,低毒,4,"{""低毒"": 4}"
O=C1C(N=NC2=CC=C(OCC3=CN(C4=CC=C(F)C=C4)N=N3)C=C2)=C(O)C(C)=CO1,低毒,1,"{""低毒"": 1}"
O=C1C(/N=N/C2=CC=C(OCC3=CN(C4=C5C=CC=CC5=CC=C4)N=N3)C=C2)=C(O)C(C)=CO1,低毒,1,"{""低毒"": 1}"
O=C1C(/N=N/C2=CC=C(OCC3=CN(C4=CC=C(Br)C=C4)N=N3)C=C2)=C(O)C(C)=CO1,低毒,4,"{""低毒"": 4}"
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC=C(OC)C=C4)N=N3)C=C2)C=C(OCO5)C5=C1,微毒,8,"{""微毒"": 6, ""中毒"": 1, ""低毒"": 1}"
OC1=C(/N=N/C2=CC=C(OCC3=CN(C4=CC=CC=C4)N=N3)C=C2)C=C(OCO5)C5=C1,中毒,8,"{""微毒"": 6, ""中毒"": 1, ""低毒"": 1}"
OC1=C(C=C2OCOC2=C1)/N=N/C3=CC=C(C=C3)OCC4=CN(N=N4)C5=CC=C(C=C5)OC,微毒,8,"{""微毒"": 6, ""中毒"": 1, ""低毒"": 1}"
