smiles,cytotoxicity,S.aureus,E.Coli,B.Subtilis,E.coli,P.vulgaris,"S.aureus ATCC
25923","M.huteus NCIMB
8166","E.coli ATCC
25922","P.aeruginosa   ATCC
27853",大肠杆菌（μg/ml）,铜绿假单胞菌,普通变形杆菌,M.luteus,MRSA,E.coli(DH52),E.coli JM109,S.dysenterie,P.Aeruginosa,Paeruginosa,Pvulgaris,S.aureus(μg/mL),M.tuberculosis（μg/mL）,"E.Coli
(ug/mL)",P.aeruginosa,P vulgaris,对金黄色葡萄球菌（SA）的 MIC（μg/mL）,对枯草芽孢杆菌（BS）的 MIC（μg/mL）,对大肠杆菌（EC）的 MIC（μg/mL）,金黄色葡萄球菌 ATCC 6538,se12228,Bs6633,Bc10876,M110240,肠杆菌 ATCC 25922,KP3883,PM12453,Pa27853,S. aureus,B. subtilis,E. coli,P. aeruginosa,B. cereus,Micrococcus luteus,BC,PF,FD,Salmonella typhi,B.amyloliquefaciens,Bacillussubtilis,ccusaureus Esch,Proteusvulgaris,Cl. Sporogenes,B.S.,B.C.,P.A.,S.T.,S.P. MTCC 442,"E.Coli MTCC
443",P.A.MTCC 1688,S.pyogenes,S.aureus ATCC 29213,E. faecalis,E. faecium VRE,P. aeurigonsa,A. baumannii,K. pneumoniae ESBL,E. Coli,E. Coli ATCC 25922,K. pneumoniae BAA-1705,A. baumannii BAA-1605,P.aeruginosa ATCC 27853,S. pyogenes,K. pneumoniae,E. coli MRA11,E. coli MRC17,E. coli MRAE33,VRE,E. aerogenes,Bacillus Subtilis,E.faecalis,S.boydii,K pneumoniae,MicrococcusluteusMTCC2470.,StaphylococcusaureusMTCC96.,StaphylococcusaureusMLS-16MTCC2940.,BacillussubtilisMTCC121.,EscherichiacoliMTCC739.,PseudomonasaeruginosaMTCC2453.,KlebsiellaplanticolaMTCC530.
[H]C1=CC=C2C(N(CC3NNN(C4=CC=C(C#N)C=C4)C3)C(C=CC(/C=N/NC(C5=CC=C([H])C=C5)=O)=C6)=C6S2)=C1,高毒,12.5,25,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=CC=C2C(N(CC3NNN(C4=CC=C(C#N)C=C4)C3)C(C=CC(/C=N/NC(C5=CC=C(F)C=C5)=O)=C6)=C6S2)=C1,中毒,6.25,12.5,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[H]C1=CC=C2C(N(CC3NNN(C4=CC=C(C#N)C=C4)C3)C(C=CC(/C=N/NC(C5=CC=C(C)C=C5)=O)=C6)=C6S2)=C1,高毒,25,50,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(C1=CC=C([N+]([O-])=O)C=C1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,中毒,25,50,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(C1=CC=C([H])C=C1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,中毒,50,50,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(C1=CC=C(F)C=C1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,中毒,6.25,12.5,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(C1=CC=C(C)C=C1)N/N=C/C2=CC3=C(C=C2)N(CC4NNN(C5=CC=C(C#N)C=C5)C4)C6=CC(C(F)(F)F)=CC=C6S3,中毒,25,50,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NCC[NH3+])C(N=N1)=CN1C2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2,中毒,16,16,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NCC[NH3+])C(N=N1)=CN1C2=CC=C(OCCCCCCC)C=C2,高毒,4,-,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NCC[NH3+])C1=CN(C(C=C2)=CC=C2OCC3=CC(C(C)(C)C)=CC(C(C)(C)C)=C3)N=N1,高毒,-,-,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NCCNC(N)=[NH2+])C1=CN(C2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2)N=N1,中毒,8,16,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NCCNC(N)=[NH2+])C1=CN(C2=CC=C(OCCCCCCC)C=C2)N=N1,中毒,4,8,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NCCNC(N)=[NH2+])C1=CN(C(C=C2)=CC=C2OCC3=CC(C(C)(C)C)=CC(C(C)(C)C)=C3)N=N1,中毒,8,-,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(C1=CN(CC2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2)N=N1)=N\NC(N)=[NH2+],高毒,4,8,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(C1=CN(C2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2)N=N1)=N\NC(N)=[NH2+],高毒,4,4,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(C1=CN(C2=CC=C(OCCCCCCC)C=C2)N=N1)=N\NC(N)=[NH2+],高毒,-,16,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C/C(C1=CN(C(C=C2)=CC=C2OCC3=CC(C(C)(C)C)=CC(C(C)(C)C)=C3)N=N1)=N\NC(N)=[NH2+],高毒,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC(C=C(N1N=NC(COC2=CC=CC=C2)=C1)C=C3)=C3N4CCOCC4,中毒,25±0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC(C=C(N1N=NC(COC2=CC=CC(Cl)=C2)=C1)C=C3)=C3N4CCOCC4,中毒,25±0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC(C=C(N1N=NC(COC2=CC(Cl)=CC(Cl)=C2)=C1)C=C3)=C3N4CCOCC4,中毒,6.25±0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC(C=C(N1N=NC(COC2=CC=C(Br)C=C2)=C1)C=C3)=C3N4CCOCC4,中毒,25±0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC(C=C(N1N=NC(COC2=CC=CC=C2F)=C1)C=C3)=C3N4CCOCC4,中毒,12.5±0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC(C=C(N1N=NC(COC2=CC=C(F)C=C2)=C1)C=C3)=C3N4CCOCC4,高毒,3.12±0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC(C=C(N1N=NC(COC2=CC=CC(C(F)(F)F)=C2)=C1)C=C3)=C3N4CCOCC4,中毒,12.5±0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC(C=C(N1N=NC(COC2=CC=CC([N+]([O-])=O)=C2)=C1)C=C3)=C3N4CCOCC4,中毒,50±0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC(C=C(N1N=NC(COC2=CC=CC3=C2C=CC=C3)=C1)C=C4)=C4N5CCOCC5,中毒,50±1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC(C=C(N1N=NC(CN2C(CSC3=C2C=CC=C3)=O)=C1)C=C4)=C4N5CCOCC5,中毒,6.25±0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC(C=C(N1N=NC(CN2CCS(C3=C2C=CC=C3)(=O)=O)=C1)C=C4)=C4N5CCOCC5,中毒,1.56±0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC(C=C(N1N=NC(CN2C(C=CC=C3)=C3SC4=C2C=CC=C4)=C1)C=C5)=C5N6CCOCC6,中毒,12.5±0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC(C=C(N1N=NC(CSC2=NC(C=CC=C3)=C3S2)=C1)C=C4)=C4N5CCOCC5,中毒,50±1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC(C=C(N1N=NC(COC(C2=CC(C=CC=C3)=C3N2)=O)=C1)C=C4)=C4N5CCOCC5,中毒,25±1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC(C=C(N1N=NC(COC2=CC=CC3=C2N=CC=C3)=C1)C=C4)=C4N5CCOCC5,高毒,50±1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC(C=C(N1N=NC(CN2C(COC3=C2C=CC(Br)=C3)=O)=C1)C=C4)=C4N5CCOCC5,中毒,25±0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC(C=C(N1N=NC(COC2=CC=C(C(C)=CC(O3)=O)C3=C2)=C1)C=C4)=C4N5CCOCC5,高毒,25±1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC(C=C(N1N=NC(COC2=CC(OC3=C2C=CC=C3)=O)=C1)C=C4)=C4N5CCOCC5,高毒,50±1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC(C=C(N1N=NC(CSC2=NC(C=CC=C3)=C3O2)=C1)C=C4)=C4N5CCOCC5,中毒,25±1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1C=C(OCC2=CN(C3=CC=CC=C3OC)N=N2)C4=C(O1)C=CC=C4,低毒,200,1600,,,,,,,,,,,,,,,,,,,,,,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1C=C(OCC2=CN(C3=CC=C(F)C=C3)N=N2)C4=C(O1)C=CC=C4,低毒,1600,1600,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1C=C(NCC2=CN(C3=CC=CC([N+]([O-])=O)=C3)N=N2)C4=C(O1)C=CC=C4,低毒,100,800,,,,,,,,,,,,,,,,,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(N1CCN(C2=CC=CC=C2)CC1)CN3N=NC(COC4=CC=CC=C4)=C3,高毒,49.99,24.98,,,,,,,,,,,,,,,,,,,,,,24.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=CC=C4)CC3)=O)N=N2)C=C1,中毒,50.13,24.96,,,,,,,,,,,,,,,,,,,,,,24.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=CC=C4)CC3)=O)N=N2)C=C1,中毒,49.99,12.49,,,,,,,,,,,,,,,,,,,,,,24.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(N1CCN(C2=CC=CC=C2)CC1)CN3N=NC(COC4=CC=C(C5=CC=CC=C5)C=C4)=C3,中毒,24.99,12.49,,,,,,,,,,,,,,,,,,,,,,24.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(N1CCN(C2=CC=CC=C2)CC1)CN3N=NC(COC4=C5C=CC=CC5=CC=C4)=C3,中毒,24.99,24.99,,,,,,,,,,,,,,,,,,,,,,24.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=CC=C4)CC3)=O)N=N2)C=C1,中毒,49.99,12.49,,,,,,,,,,,,,,,,,,,,,,24.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=CC=C4)CC3)=O)N=N2)C=C1,中毒,49.99,24.99,,,,,,,,,,,,,,,,,,,,,,12.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=CC=C4)CC3)=O)N=N2)C=C1,高毒,49.99,12.49,,,,,,,,,,,,,,,,,,,,,,12.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=CC=C4)=C3)=O)CC2)C=C1,高毒,50.13,24.96,,,,,,,,,,,,,,,,,,,,,,24.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=C(C)C=C4)CC3)=O)N=N2)C=C1,高毒,49.99,24.99,,,,,,,,,,,,,,,,,,,,,,24.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(CC)C=C4)=C3)=O)CC2)C=C1,中毒,48.87,24.36,,,,,,,,,,,,,,,,,,,,,,24.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(C5=CC=CC=C5)C=C4)=C3)=O)CC2)C=C1,中毒,48.43,12.18,,,,,,,,,,,,,,,,,,,,,,12.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC=C(C=C1)N2CCN(CC2)C(CN3N=NC(COC4=C5C=CC=CC5=CC=C4)=C3)=O,中毒,48.04,24.02,,,,,,,,,,,,,,,,,,,,,,24.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(F)C=C4)=C3)=O)CC2)C=C1,中毒,24.85,24.85,,,,,,,,,,,,,,,,,,,,,,24.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(Cl)C=C4)=C3)=O)CC2)C=C1,中毒,48.98,22.73,,,,,,,,,,,,,,,,,,,,,,24.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(Br)C=C4)=C3)=O)CC2)C=C1,高毒,22.3,11.15,,,,,,,,,,,,,,,,,,,,,,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=[N+](C1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=CC=C4)=C3)=O)CC2)C=C1)[O-],高毒,49.53,24.77,,,,,,,,,,,,,,,,,,,,,,24.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC=C(OCC2=CN(CC(N3CCN(C4=CC=C([N+]([O-])=O)C=C4)CC3)=O)N=N2)C=C1,中毒,23.59,23.59,,,,,,,,,,,,,,,,,,,,,,23.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=[N+](C1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(CC)C=C4)=C3)=O)CC2)C=C1)[O-],中毒,45.86,22.93,,,,,,,,,,,,,,,,,,,,,,11.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=[N+](C1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(C5=CC=CC=C5)C=C4)=C3)=O)CC2)C=C1)[O-],中毒,40.53,10.13,,,,,,,,,,,,,,,,,,,,,,20.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=[N+](C1=CC=C(N2CCN(C(CN3N=NC(COC4=C5C=CC=CC5=CC=C4)=C3)=O)CC2)C=C1)[O-],中毒,43.36,10.84,,,,,,,,,,,,,,,,,,,,,,21.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=[N+](C1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(F)C=C4)=C3)=O)CC2)C=C1)[O-],高毒,23.38,23.38,,,,,,,,,,,,,,,,,,,,,,23.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=[N+](C1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(Cl)C=C4)=C3)=O)CC2)C=C1)[O-],中毒,45.12,22.56,,,,,,,,,,,,,,,,,,,,,,22.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=[N+](C1=CC=C(N2CCN(C(CN3N=NC(COC4=CC=C(Br)C=C4)=C3)=O)CC2)C=C1)[O-],高毒,20.62,10.31,,,,,,,,,,,,,,,,,,,,,,10.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC=CC=C4C)N=N3,中毒,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,200,,,,,,,,,,,,,,,,
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC(C)=CC(C)=C4)N=N3,中毒,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,200,,,,,,,,,,,,,,,,
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC=CC(Cl)=C4)N=N3,低毒,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,,,,,,,,,,,,,,,
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC(Cl)=CC(Cl)=C4)N=N3,中毒,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,50,,,,,,,,,,,,,,,,
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC=C(OC)C=C4)N=N3,中毒,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,200,,,,,,,,,,,,,,,,
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC(C(F)(F)F)=CC=C4)N=N3,中毒,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,50,,,,,,,,,,,,,,,,
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC=C(CCCC)C=C4)N=N3,中毒,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,200,,,,,,,,,,,,,,,,
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC=CC([N+]([O-])=O)=C4)N=N3,低毒,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC(OC)=C(Cl)C(OC)=C4)N=N3,中毒,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,200,,,,,,,,,,,,,,,,
O=C1SC2=CC(Br)=CC=C2N1CC3=CN(C4=CC=C(Br)C=C4)N=N3,中毒,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,,,,,,,,,,,,,,,
O=C(O)C1=CC=C(N2N=NC(COC3=CC(C(C)C)=CC=C3C)=C2)C=C1,中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,1024,1024,,,,,,,,,,,,,
O=C(O)C1=CC=C(N2N=NC(COC(C3=O)=CC(C4=C3C=CC=C4)=O)=C2)C=C1,中毒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,1024,1024,,,,,,,,,,,,,
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=CC=CC=C5)NC1=O,中毒,,,,,,,,,,,,,,49.98,,,,,,,,,,,,,,,,,,,,,,,,,,,24.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.98,,,,24.99,24.99,,,,,,,,,,,
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=C(Cl)C=CC=C5)NC1=O,中毒,,,,,,,,,,,,,,91.92,,,,,,,,,,,,,,,,,,,,,,,,,,,22.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.96,,,,45.96,45.96,,,,,,,,,,,
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=CC(Cl)=CC=C5)NC1=O,中毒,,,,,,,,,,,,,,45.96,,,,,,,,,,,,,,,,,,,,,,,,,,,22.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.98,,,,45.96,45.96,,,,,,,,,,,
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=CC=C(Cl)C=C5)NC1=O,中毒,,,,,,,,,,,,,,45.96,,,,,,,,,,,,,,,,,,,,,,,,,,,22.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.98,,,,22.98,45.96,,,,,,,,,,,
O=C(/C(S1)=C\C(C2=CC=CC=C23)=CN3CC4=CN(N=N4)C5=C([N+]([O-])=O)C=CC=C5)NC1=O,中毒,,,,,,,,,,,,,,90.52,,,,,,,,,,,,,,,,,,,,,,,,,,,45.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.98,,,,22.63,22.63,,,,,,,,,,,
